Name,Wikipedia link (en),Redirected,Redirect link,Is it in Wikidata?
Psoriatic rheumatism,https://en.wikipedia.org/wiki/Arthritis,No,https://en.wikipedia.org/wiki/Arthritis,Yes
Psychogenic polydipsia,https://en.wikipedia.org/wiki/Psychogenic_polydipsia,Yes,https://en.wikipedia.org/wiki/Primary_polydipsia,Yes
Psychophysiologic disorders,https://en.wikipedia.org/wiki/Psychophysiologic_disorders,Yes,https://en.wikipedia.org/wiki/Psychosomatic_medicine
Psychosis,https://en.wikipedia.org/wiki/Psychosis,No,https://en.wikipedia.org/wiki/Psychosis,Yes
Pterygium colli,https://en.wikipedia.org/wiki/Pterygium_colli,Yes,https://en.wikipedia.org/wiki/Webbed_neck
Pterygium of the eye,https://en.wikipedia.org/wiki/Pterygium_(eye),No,https://en.wikipedia.org/wiki/Pterygium_(eye),Yes
Ptosis,https://en.wikipedia.org/wiki/Ptosis_(disambiguation),No,https://en.wikipedia.org/wiki/Ptosis_(disambiguation),Yes
Pubic lice,https://en.wikipedia.org/wiki/Pubic_lice,Yes,https://en.wikipedia.org/wiki/Pediculosis_pubis,Yes
Puerperal fever,https://en.wikipedia.org/wiki/Puerperal_fever,Yes,https://en.wikipedia.org/wiki/Postpartum_infections,Yes
Pulmonary agenesis,https://en.wikipedia.org/wiki/Pulmonary_agenesis,No,https://en.wikipedia.org/wiki/Pulmonary_agenesis
Pulmonary alveolar proteinosis,https://en.wikipedia.org/wiki/Pulmonary_alveolar_proteinosis,No,https://en.wikipedia.org/wiki/Pulmonary_alveolar_proteinosis,Yes
Pulmonary blastoma,https://en.wikipedia.org/wiki/Pulmonary_blastoma,Yes,https://en.wikipedia.org/wiki/Pleuropulmonary_blastoma,Yes
"Pulmonary disease, chronic obstructive",https://en.wikipedia.org/wiki/Chronic_obstructive_pulmonary_disease,No,https://en.wikipedia.org/wiki/Chronic_obstructive_pulmonary_disease,Yes
Pulmonary edema of mountaineers,https://en.wikipedia.org/wiki/Pulmonary_edema_of_mountaineers,Yes,https://en.wikipedia.org/wiki/High-altitude_pulmonary_edema
Pulmonary fibrosis /granuloma,https://en.wikipedia.org/wiki/Pulmonary_fibrosis_/granuloma,Yes,https://en.wikipedia.org/wiki/Interstitial_lung_disease,Yes
"Pulmonary hypertension, secondary","https://en.wikipedia.org/wiki/Pulmonary_hypertension,_secondary",Yes,https://en.wikipedia.org/wiki/Pulmonary_hypertension,Yes
Pulmonary hypertension,https://en.wikipedia.org/wiki/Pulmonary_hypertension,No,https://en.wikipedia.org/wiki/Pulmonary_hypertension,Yes
Pulmonary sequestration,https://en.wikipedia.org/wiki/Pulmonary_sequestration,No,https://en.wikipedia.org/wiki/Pulmonary_sequestration,Yes
Pulmonary valve stenosis,https://en.wikipedia.org/wiki/Pulmonary_valve_stenosis,No,https://en.wikipedia.org/wiki/Pulmonary_valve_stenosis,Yes
Pulmonary veno-occlusive disease,https://en.wikipedia.org/wiki/Pulmonary_veno-occlusive_disease,Yes,https://en.wikipedia.org/wiki/Pulmonary_venoocclusive_disease,Yes
Pulmonic stenosis,https://en.wikipedia.org/wiki/Pulmonic_stenosis,No,https://en.wikipedia.org/wiki/Pulmonic_stenosis,Yes
Pure red cell aplasia,https://en.wikipedia.org/wiki/Pure_red_cell_aplasia,No,https://en.wikipedia.org/wiki/Pure_red_cell_aplasia,Yes
Purine nucleoside phosphorylase deficiency,https://en.wikipedia.org/wiki/Purine_nucleoside_phosphorylase_deficiency,No,https://en.wikipedia.org/wiki/Purine_nucleoside_phosphorylase_deficiency,Yes
"Purpura, Schönlein–Henoch","https://en.wikipedia.org/wiki/Purpura,_Sch%C3%B6nlein%E2%80%93Henoch",Yes,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura,Yes
"Purpura, thrombotic thrombocytopenic","https://en.wikipedia.org/wiki/Purpura,_thrombotic_thrombocytopenic",Yes,https://en.wikipedia.org/wiki/Thrombotic_thrombocytopenic_purpura,Yes
Purpura,https://en.wikipedia.org/wiki/Purpura,No,https://en.wikipedia.org/wiki/Purpura,Yes
Purtilo syndrome,https://en.wikipedia.org/wiki/Purtilo_syndrome,Yes,https://en.wikipedia.org/wiki/X-linked_lymphoproliferative_disease,Yes
Pyaemia,https://en.wikipedia.org/wiki/Pyaemia,No,https://en.wikipedia.org/wiki/Pyaemia
Pycnodysostosis,https://en.wikipedia.org/wiki/Pycnodysostosis,No,https://en.wikipedia.org/wiki/Pycnodysostosis,Yes
Pyelonephritis,https://en.wikipedia.org/wiki/Pyelonephritis,No,https://en.wikipedia.org/wiki/Pyelonephritis,Yes
Pyoderma gangrenosum,https://en.wikipedia.org/wiki/Pyoderma_gangrenosum,No,https://en.wikipedia.org/wiki/Pyoderma_gangrenosum,Yes
Pyomyositis,https://en.wikipedia.org/wiki/Pyomyositis,No,https://en.wikipedia.org/wiki/Pyomyositis,Yes
Pyridoxine deficit,https://en.wikipedia.org/wiki/Pyridoxine_deficit,Yes,https://en.wikipedia.org/wiki/Vitamin_B6
Pyrimidinemia familial,https://en.wikipedia.org/wiki/Pyrimidinemia_familial,Yes,https://en.wikipedia.org/wiki/Dihydropyrimidine_dehydrogenase_deficiency,Yes
Pyrophobia,https://en.wikipedia.org/wiki/Pyrophobia,No,https://en.wikipedia.org/wiki/Pyrophobia,Yes
Pyropoikilocytosis,https://en.wikipedia.org/wiki/Pyropoikilocytosis,Yes,https://en.wikipedia.org/wiki/Hereditary_pyropoikilocytosis,Yes
Pyrosis,https://en.wikipedia.org/wiki/Heartburn,No,https://en.wikipedia.org/wiki/Heartburn
Pyruvate carboxylase deficiency,https://en.wikipedia.org/wiki/Pyruvate_carboxylase_deficiency,No,https://en.wikipedia.org/wiki/Pyruvate_carboxylase_deficiency,Yes
Pyruvate dehydrogenase deficiency,https://en.wikipedia.org/wiki/Pyruvate_dehydrogenase_deficiency,No,https://en.wikipedia.org/wiki/Pyruvate_dehydrogenase_deficiency,Yes
Pyruvate kinase deficiency,https://en.wikipedia.org/wiki/Pyruvate_kinase_deficiency,No,https://en.wikipedia.org/wiki/Pyruvate_kinase_deficiency,Yes
Q fever,https://en.wikipedia.org/wiki/Q_fever,No,https://en.wikipedia.org/wiki/Q_fever,Yes
Qazi–Markouizos syndrome,https://en.wikipedia.org/wiki/Qazi%E2%80%93Markouizos_syndrome,No,https://en.wikipedia.org/wiki/Qazi%E2%80%93Markouizos_syndrome,Yes
Quadrantanopia,https://en.wikipedia.org/wiki/Quadrantanopia,No,https://en.wikipedia.org/wiki/Quadrantanopia
Quadriceps sparing myopathy,https://en.wikipedia.org/wiki/Quadriceps_Sparing_Myopathy,Yes,https://en.wikipedia.org/wiki/Hereditary_inclusion_body_myopathy,Yes
Quadriceps tendon rupture,https://en.wikipedia.org/wiki/Quadriceps_tendon_rupture,No,https://en.wikipedia.org/wiki/Quadriceps_tendon_rupture
Quadriparesis,https://en.wikipedia.org/wiki/Paresis#Limbs,No,https://en.wikipedia.org/wiki/Paresis#Limbs
Quadriplegia,https://en.wikipedia.org/wiki/Quadriplegia,Yes,https://en.wikipedia.org/wiki/Tetraplegia,Yes
Quebec platelet disorder,https://en.wikipedia.org/wiki/Quebec_platelet_disorder,No,https://en.wikipedia.org/wiki/Quebec_platelet_disorder,Yes
Queensland tick typhus,https://en.wikipedia.org/wiki/Queensland_tick_typhus,No,https://en.wikipedia.org/wiki/Queensland_tick_typhus,Yes
Quincke's edema,https://en.wikipedia.org/wiki/Quincke%27s_edema,Yes,https://en.wikipedia.org/wiki/Angioedema,Yes
Quinism,https://en.wikipedia.org/wiki/Quinism,No,https://en.wikipedia.org/wiki/Quinism
Quinquaud's decalvans folliculitis,https://en.wikipedia.org/wiki/Folliculitis_decalvans,No,https://en.wikipedia.org/wiki/Folliculitis_decalvans
Quinsy,https://en.wikipedia.org/wiki/Peritonsillar_abscess,No,https://en.wikipedia.org/wiki/Peritonsillar_abscess
Rabies,https://en.wikipedia.org/wiki/Rabies,No,https://en.wikipedia.org/wiki/Rabies,Yes
Rabson–Mendenhall syndrome,https://en.wikipedia.org/wiki/Rabson%E2%80%93Mendenhall_syndrome,No,https://en.wikipedia.org/wiki/Rabson%E2%80%93Mendenhall_syndrome,Yes
Radiation syndromes,https://en.wikipedia.org/wiki/Radiation_syndromes,Yes,https://en.wikipedia.org/wiki/Acute_radiation_syndrome
Radiation-induced lumbosacral plexopathy,https://en.wikipedia.org/wiki/Radiation-induced_lumbar_plexopathy,No,https://en.wikipedia.org/wiki/Radiation-induced_lumbar_plexopathy
Radiophobia,https://en.wikipedia.org/wiki/Radiophobia,No,https://en.wikipedia.org/wiki/Radiophobia
Radio-ulnar synostosis type 1,https://en.wikipedia.org/wiki/Radio-ulnar_synostosis_type_1,Yes,https://en.wikipedia.org/wiki/Radioulnar_synostosis,Yes
Radio-ulnar synostosis type 2,https://en.wikipedia.org/wiki/Radio-ulnar_synostosis_type_2,Yes,https://en.wikipedia.org/wiki/Radioulnar_synostosis,Yes
Raine syndrome,https://en.wikipedia.org/wiki/Raine_syndrome,No,https://en.wikipedia.org/wiki/Raine_syndrome,Yes
Rambam Hasharon syndrome,https://en.wikipedia.org/wiki/Rambam_Hasharon_syndrome,Yes,https://en.wikipedia.org/wiki/Leukocyte_adhesion_deficiency
Ramos-Arroyo syndrome,https://en.wikipedia.org/wiki/Ramos-Arroyo_syndrome,No,https://en.wikipedia.org/wiki/Ramos-Arroyo_syndrome,Yes
Ramsay Hunt paralysis syndrome,https://en.wikipedia.org/wiki/Ramsay_Hunt_paralysis_syndrome,Yes,https://en.wikipedia.org/wiki/Ramsay_Hunt_syndrome,Yes
Rapadilino syndrome,https://en.wikipedia.org/wiki/Rapadilino_syndrome,Yes,https://en.wikipedia.org/wiki/RAPADILINO_syndrome,Yes
Rapp–Hodgkin syndrome,https://en.wikipedia.org/wiki/Rapp%E2%80%93Hodgkin_syndrome,No,https://en.wikipedia.org/wiki/Rapp%E2%80%93Hodgkin_syndrome,Yes
Rapunzel syndrome,https://en.wikipedia.org/wiki/Rapunzel_syndrome,No,https://en.wikipedia.org/wiki/Rapunzel_syndrome
Rasmussen's encephalitis,https://en.wikipedia.org/wiki/Rasmussen%27s_encephalitis,No,https://en.wikipedia.org/wiki/Rasmussen%27s_encephalitis,Yes
Raynaud's disease/phenomenon,https://en.wikipedia.org/wiki/Raynaud%27s_phenomenon,Yes,https://en.wikipedia.org/wiki/Raynaud_syndrome,Yes
Reactive airway disease,https://en.wikipedia.org/wiki/Reactive_airway_disease,No,https://en.wikipedia.org/wiki/Reactive_airway_disease,Yes
Reactive arthritis,https://en.wikipedia.org/wiki/Reactive_arthritis,No,https://en.wikipedia.org/wiki/Reactive_arthritis,Yes
Reactive attachment disorder,https://en.wikipedia.org/wiki/Reactive_attachment_disorder,No,https://en.wikipedia.org/wiki/Reactive_attachment_disorder
Reactive attachment disorder of early childhood,https://en.wikipedia.org/wiki/Reactive_attachment_disorder_of_early_childhood,Yes,https://en.wikipedia.org/wiki/Reactive_attachment_disorder
Reactive attachment disorder of infancy,https://en.wikipedia.org/wiki/Reactive_attachment_disorder_of_infancy,Yes,https://en.wikipedia.org/wiki/Reactive_attachment_disorder
Reactive hypoglycemia,https://en.wikipedia.org/wiki/Reactive_hypoglycemia,No,https://en.wikipedia.org/wiki/Reactive_hypoglycemia
Rectal neoplasm,https://en.wikipedia.org/wiki/Rectal_neoplasm,Yes,https://en.wikipedia.org/wiki/Colorectal_cancer,Yes
Rectosigmoid neoplasm,https://en.wikipedia.org/wiki/Rectosigmoid_neoplasm,Yes,https://en.wikipedia.org/wiki/Colorectal_cancer,Yes
Recurrent respiratory papillomatosis,https://en.wikipedia.org/wiki/Recurrent_respiratory_papillomatosis,Yes,https://en.wikipedia.org/wiki/Laryngeal_papillomatosis,Yes
Reflex sympathetic dystrophy syndrome,https://en.wikipedia.org/wiki/Reflex_sympathetic_dystrophy_syndrome,Yes,https://en.wikipedia.org/wiki/Complex_regional_pain_syndrome,Yes
Reflux esophagitis,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease,No,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease,Yes
Refractory anemia,https://en.wikipedia.org/wiki/Refractory_anemia,Yes,https://en.wikipedia.org/wiki/Anemia#Refractory_anemia,Yes
"Refsum disease, infantile form","https://en.wikipedia.org/wiki/Refsum_disease,_infantile_form",Yes,https://en.wikipedia.org/wiki/Infantile_Refsum_disease
Refsum disease,https://en.wikipedia.org/wiki/Refsum_disease,No,https://en.wikipedia.org/wiki/Refsum_disease,Yes
Regional enteritis,https://en.wikipedia.org/wiki/Regional_enteritis,Yes,https://en.wikipedia.org/wiki/Crohn%27s_disease,Yes
Reifenstein syndrome,https://en.wikipedia.org/wiki/Reifenstein_syndrome,Yes,https://en.wikipedia.org/wiki/Partial_androgen_insensitivity_syndrome,Yes
Renal agenesis,https://en.wikipedia.org/wiki/Renal_agenesis,No,https://en.wikipedia.org/wiki/Renal_agenesis,Yes
Renal artery stenosis,https://en.wikipedia.org/wiki/Renal_artery_stenosis,No,https://en.wikipedia.org/wiki/Renal_artery_stenosis,Yes
Renal calculi,https://en.wikipedia.org/wiki/Renal_calculi,Yes,https://en.wikipedia.org/wiki/Kidney_stone_disease
Renal cancer,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,No,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,Yes
"Renal carcinoma, familial",https://en.wikipedia.org/wiki/Renal_cell_carcinoma,No,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,Yes
Renal cell carcinoma,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,No,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,Yes
Renal dysplasia limb defects,https://en.wikipedia.org/wiki/Renal_dysplasia_limb_defects,Yes,https://en.wikipedia.org/wiki/Renal_dysplasia-limb_defects_syndrome,Yes
Renal dysplasia mesomelia radiohumeral fusion,https://en.wikipedia.org/wiki/Renal_dysplasia_mesomelia_radiohumeral_fusion,Yes,https://en.wikipedia.org/wiki/Renal_dysplasia-limb_defects_syndrome,Yes
Renal failure,https://en.wikipedia.org/wiki/Renal_failure,Yes,https://en.wikipedia.org/wiki/Kidney_failure,Yes
Renal glycosuria,https://en.wikipedia.org/wiki/Renal_glycosuria,No,https://en.wikipedia.org/wiki/Renal_glycosuria,Yes
Renal hypoplasia,https://en.wikipedia.org/wiki/Renal_hypoplasia,No,https://en.wikipedia.org/wiki/Renal_hypoplasia,Yes
Renal hypertension,https://en.wikipedia.org/wiki/Renovascular_hypertension,No,https://en.wikipedia.org/wiki/Renovascular_hypertension,Yes
Renal osteodystrophy,https://en.wikipedia.org/wiki/Renal_osteodystrophy,No,https://en.wikipedia.org/wiki/Renal_osteodystrophy,Yes
Renal rickets,https://en.wikipedia.org/wiki/Renal_osteodystrophy,No,https://en.wikipedia.org/wiki/Renal_osteodystrophy,Yes
"Renal tubular acidosis, distal","https://en.wikipedia.org/wiki/Renal_tubular_acidosis,_distal",Yes,https://en.wikipedia.org/wiki/Distal_renal_tubular_acidosis,Yes
Renal tubular acidosis,https://en.wikipedia.org/wiki/Renal_tubular_acidosis,No,https://en.wikipedia.org/wiki/Renal_tubular_acidosis,Yes
Reperfusion injury,https://en.wikipedia.org/wiki/Reperfusion_injury,No,https://en.wikipedia.org/wiki/Reperfusion_injury
Repetitive strain injury,https://en.wikipedia.org/wiki/Repetitive_strain_injury,No,https://en.wikipedia.org/wiki/Repetitive_strain_injury
Respiratory acidosis,https://en.wikipedia.org/wiki/Respiratory_acidosis,No,https://en.wikipedia.org/wiki/Respiratory_acidosis
"Respiratory distress syndrome, adult","https://en.wikipedia.org/wiki/Respiratory_distress_syndrome,_adult",Yes,https://en.wikipedia.org/wiki/Acute_respiratory_distress_syndrome,Yes
"Respiratory distress syndrome, infant",https://en.wikipedia.org/wiki/Infant_respiratory_distress_syndrome,No,https://en.wikipedia.org/wiki/Infant_respiratory_distress_syndrome,Yes
Restless legs syndrome,https://en.wikipedia.org/wiki/Restless_legs_syndrome,No,https://en.wikipedia.org/wiki/Restless_legs_syndrome,Yes
Reticuloendotheliosis,https://en.wikipedia.org/wiki/Reticuloendotheliosis,Yes,https://en.wikipedia.org/wiki/Histoplasmosis,Yes
Retina disorder,https://en.wikipedia.org/wiki/Retina_disorder,Yes,https://en.wikipedia.org/wiki/Retina
Retinal degeneration,https://en.wikipedia.org/wiki/Retinopathy,No,https://en.wikipedia.org/wiki/Retinopathy,Yes
Retinitis pigmentosa,https://en.wikipedia.org/wiki/Retinitis_pigmentosa,No,https://en.wikipedia.org/wiki/Retinitis_pigmentosa,Yes
Retinoblastoma,https://en.wikipedia.org/wiki/Retinoblastoma,No,https://en.wikipedia.org/wiki/Retinoblastoma,Yes
"Retinopathy, diabetic","https://en.wikipedia.org/wiki/Retinopathy,_diabetic",Yes,https://en.wikipedia.org/wiki/Diabetic_retinopathy,Yes
Retinoschisis,https://en.wikipedia.org/wiki/Retinoschisis,No,https://en.wikipedia.org/wiki/Retinoschisis,Yes
"Retinoschisis, juvenile","https://en.wikipedia.org/wiki/Retinoschisis,_juvenile",Yes,https://en.wikipedia.org/wiki/Retinoschisis,Yes
"Retinoschisis, X-linked","https://en.wikipedia.org/wiki/Retinoschisis,_X-linked",Yes,https://en.wikipedia.org/wiki/Retinoschisis,Yes
Retrograde amnesia,https://en.wikipedia.org/wiki/Retrograde_amnesia,No,https://en.wikipedia.org/wiki/Retrograde_amnesia,Yes
Retrolental fibroplasia,https://en.wikipedia.org/wiki/Retrolental_fibroplasia,Yes,https://en.wikipedia.org/wiki/Retinopathy_of_prematurity,Yes
Retroperitoneal fibrosis,https://en.wikipedia.org/wiki/Retroperitoneal_fibrosis,No,https://en.wikipedia.org/wiki/Retroperitoneal_fibrosis,Yes
Rett  syndrome,https://en.wikipedia.org/wiki/Rett_syndrome,No,https://en.wikipedia.org/wiki/Rett_syndrome,Yes
Revesz syndrome,https://en.wikipedia.org/wiki/Revesz_syndrome,No,https://en.wikipedia.org/wiki/Revesz_syndrome,Yes
Reye's syndrome,https://en.wikipedia.org/wiki/Reye%27s_syndrome,Yes,https://en.wikipedia.org/wiki/Reye_syndrome,Yes
Reynolds syndrome,https://en.wikipedia.org/wiki/Reynolds_syndrome,No,https://en.wikipedia.org/wiki/Reynolds_syndrome,Yes
Rh disease,https://en.wikipedia.org/wiki/Rh_disease,No,https://en.wikipedia.org/wiki/Rh_disease,Yes
Rhabditida infections,https://en.wikipedia.org/wiki/Rhabditida_infections,Yes,https://en.wikipedia.org/wiki/Rhabditida
Rhabdoid tumor,https://en.wikipedia.org/wiki/Rhabdoid_tumor,Yes,https://en.wikipedia.org/wiki/Malignant_rhabdoid_tumour,Yes
Rhabdomyolysis,https://en.wikipedia.org/wiki/Rhabdomyolysis,No,https://en.wikipedia.org/wiki/Rhabdomyolysis,Yes
Rhabdomyosarcoma,https://en.wikipedia.org/wiki/Rhabdomyosarcoma,No,https://en.wikipedia.org/wiki/Rhabdomyosarcoma,Yes
"Rhabdomyosarcoma, alveolar","https://en.wikipedia.org/wiki/Rhabdomyosarcoma,_alveolar",Yes,https://en.wikipedia.org/wiki/Alveolar_rhabdomyosarcoma,Yes
"Rhabdomyosarcoma, embryonal","https://en.wikipedia.org/wiki/Rhabdomyosarcoma,_embryonal",Yes,https://en.wikipedia.org/wiki/Sarcoma_botryoides,Yes
Rheumatic fever,https://en.wikipedia.org/wiki/Rheumatic_fever,No,https://en.wikipedia.org/wiki/Rheumatic_fever,Yes
Rheumatism,https://en.wikipedia.org/wiki/Rheumatism,No,https://en.wikipedia.org/wiki/Rheumatism
Rheumatoid arthritis,https://en.wikipedia.org/wiki/Rheumatoid_arthritis,No,https://en.wikipedia.org/wiki/Rheumatoid_arthritis,Yes
Rheumatoid purpura,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura,No,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura,Yes
Rheumatoid vasculitis,https://en.wikipedia.org/wiki/Rheumatoid_vasculitis,No,https://en.wikipedia.org/wiki/Rheumatoid_vasculitis
Rhinotillexomania,https://en.wikipedia.org/wiki/Nose-picking#Rhinotillexomania,No,https://en.wikipedia.org/wiki/Nose-picking#Rhinotillexomania
Ribbing disease,https://en.wikipedia.org/wiki/Ribbing_disease,Yes,https://en.wikipedia.org/wiki/Camurati%E2%80%93Engelmann_disease,Yes
Richter syndrome,https://en.wikipedia.org/wiki/Richter_syndrome,Yes,https://en.wikipedia.org/wiki/Richter%27s_transformation,Yes
Rickets,https://en.wikipedia.org/wiki/Rickets,No,https://en.wikipedia.org/wiki/Rickets,Yes
Rickettsial disease,https://en.wikipedia.org/wiki/Rickettsial_disease,Yes,https://en.wikipedia.org/wiki/Typhus,Yes
Rickettsialpox,https://en.wikipedia.org/wiki/Rickettsialpox,No,https://en.wikipedia.org/wiki/Rickettsialpox,Yes
Rickettsiosis,https://en.wikipedia.org/wiki/Rickettsiosis,No,https://en.wikipedia.org/wiki/Rickettsiosis,Yes
Rift Valley fever,https://en.wikipedia.org/wiki/Rift_Valley_fever,No,https://en.wikipedia.org/wiki/Rift_Valley_fever,Yes
Riley–Day syndrome,https://en.wikipedia.org/wiki/Riley%E2%80%93Day_syndrome,Yes,https://en.wikipedia.org/wiki/Familial_dysautonomia,Yes
Ringed hair disease,https://en.wikipedia.org/wiki/Ringed_hair_disease,Yes,https://en.wikipedia.org/wiki/Pili_annulati
Ringworm,https://en.wikipedia.org/wiki/Ringworm,Yes,https://en.wikipedia.org/wiki/Dermatophytosis,Yes
Roberts syndrome,https://en.wikipedia.org/wiki/Roberts_syndrome,No,https://en.wikipedia.org/wiki/Roberts_syndrome,Yes
Robin sequence and oligodactyly,https://en.wikipedia.org/wiki/Pierre_Robin_sequence,No,https://en.wikipedia.org/wiki/Pierre_Robin_sequence,Yes
Robinow syndrome,https://en.wikipedia.org/wiki/Robinow_syndrome,No,https://en.wikipedia.org/wiki/Robinow_syndrome,Yes
Rocky Mountain spotted fever,https://en.wikipedia.org/wiki/Rocky_Mountain_spotted_fever,No,https://en.wikipedia.org/wiki/Rocky_Mountain_spotted_fever,Yes
Rod monochromacy,https://en.wikipedia.org/wiki/Rod_monochromacy,Yes,https://en.wikipedia.org/wiki/Monochromacy,Yes
Rod myopathy,https://en.wikipedia.org/wiki/Rod_myopathy,Yes,https://en.wikipedia.org/wiki/Nemaline_myopathy,Yes
Romano–Ward syndrome,https://en.wikipedia.org/wiki/Romano%E2%80%93Ward_syndrome,No,https://en.wikipedia.org/wiki/Romano%E2%80%93Ward_syndrome
Romberg hemi-facial atrophy,https://en.wikipedia.org/wiki/Romberg_hemi-facial_atrophy,Yes,https://en.wikipedia.org/wiki/Parry%E2%80%93Romberg_syndrome,Yes
Rombo syndrome,https://en.wikipedia.org/wiki/Rombo_syndrome,No,https://en.wikipedia.org/wiki/Rombo_syndrome
Rosai–Dorfman disease,https://en.wikipedia.org/wiki/Rosai%E2%80%93Dorfman_disease,No,https://en.wikipedia.org/wiki/Rosai%E2%80%93Dorfman_disease
Rosenberg–Chutorian syndrome,https://en.wikipedia.org/wiki/Rosenberg%E2%80%93Chutorian_syndrome,Yes,https://en.wikipedia.org/wiki/Charcot%E2%80%93Marie%E2%80%93Tooth_disease,Yes
Roseola infantum,https://en.wikipedia.org/wiki/Roseola_infantum,Yes,https://en.wikipedia.org/wiki/Roseola,Yes
Rothmund–Thomson syndrome,https://en.wikipedia.org/wiki/Rothmund%E2%80%93Thomson_syndrome,No,https://en.wikipedia.org/wiki/Rothmund%E2%80%93Thomson_syndrome,Yes
Rotor syndrome,https://en.wikipedia.org/wiki/Rotor_syndrome,No,https://en.wikipedia.org/wiki/Rotor_syndrome,Yes
Roussy–Levy hereditary areflexic dystasia,https://en.wikipedia.org/wiki/Roussy%E2%80%93Levy_hereditary_areflexic_dystasia,Yes,https://en.wikipedia.org/wiki/Roussy%E2%80%93L%C3%A9vy_syndrome,Yes
"Rubella, congenital","https://en.wikipedia.org/wiki/Rubella,_congenital",Yes,https://en.wikipedia.org/wiki/Congenital_rubella_syndrome,Yes
Rubella,https://en.wikipedia.org/wiki/Rubella,No,https://en.wikipedia.org/wiki/Rubella,Yes
Rubeola,https://en.wikipedia.org/wiki/Rubeola,Yes,https://en.wikipedia.org/wiki/Measles,Yes
Rubinstein–Taybi syndrome,https://en.wikipedia.org/wiki/Rubinstein%E2%80%93Taybi_syndrome,Yes,https://en.wikipedia.org/wiki/Rubinstein%E2%80%93Taybi_syndrome,Yes
Rudiger syndrome,https://en.wikipedia.org/wiki/Rudiger_syndrome,No,https://en.wikipedia.org/wiki/Rudiger_syndrome
Rumination syndrome,https://en.wikipedia.org/wiki/Rumination_syndrome,No,https://en.wikipedia.org/wiki/Rumination_syndrome,Yes
Rupophobia,https://en.wikipedia.org/wiki/Rupophobia,Yes,https://en.wikipedia.org/wiki/Mysophobia,Yes
Ruzicka Goerz Anton syndrome,https://en.wikipedia.org/wiki/Ruzicka_Goerz_Anton_syndrome,No,https://en.wikipedia.org/wiki/Ruzicka_Goerz_Anton_syndrome
Saal Bulas syndrome,https://en.wikipedia.org/wiki/Saal_Bulas_syndrome,No,https://en.wikipedia.org/wiki/Saal_Bulas_syndrome,Yes
Saal Greenstein syndrome,https://en.wikipedia.org/wiki/Saal_Greenstein_syndrome,No,https://en.wikipedia.org/wiki/Saal_Greenstein_syndrome,Yes
Sabinas brittle hair syndrome,https://en.wikipedia.org/wiki/Sabinas_brittle_hair_syndrome,No,https://en.wikipedia.org/wiki/Sabinas_brittle_hair_syndrome,Yes
Saccharopinuria,https://en.wikipedia.org/wiki/Saccharopinuria,No,https://en.wikipedia.org/wiki/Saccharopinuria
Sacral agenesis,https://en.wikipedia.org/wiki/Sacral_agenesis,Yes,https://en.wikipedia.org/wiki/Caudal_regression_syndrome,Yes
Sacral defect anterior sacral meningocele,https://en.wikipedia.org/wiki/Sacral_defect_anterior_sacral_meningocele,Yes,https://en.wikipedia.org/wiki/Spina_bifida,Yes
Sacral plexopathy,https://en.wikipedia.org/wiki/Sacral_plexopathy,Yes,https://en.wikipedia.org/wiki/Sacral_plexus,Yes
Sadistic personality disorder,https://en.wikipedia.org/wiki/Sadistic_personality_disorder,No,https://en.wikipedia.org/wiki/Sadistic_personality_disorder,Yes
Saethre–Chotzen syndrome,https://en.wikipedia.org/wiki/Saethre%E2%80%93Chotzen_syndrome,No,https://en.wikipedia.org/wiki/Saethre%E2%80%93Chotzen_syndrome,Yes
Saito-Kuba-Tsuruta syndrome,https://en.wikipedia.org/wiki/Saito-Kuba-Tsuruta_syndrome,No,https://en.wikipedia.org/wiki/Saito-Kuba-Tsuruta_syndrome,Yes
Sakati syndrome,https://en.wikipedia.org/wiki/Sakati_syndrome,Yes,https://en.wikipedia.org/wiki/Sakati%E2%80%93Nyhan%E2%80%93Tisdale_syndrome,Yes
Salivary disorder,https://en.wikipedia.org/wiki/Salivary_disorder,Yes,https://en.wikipedia.org/wiki/Salivary_gland
Salivary gland disorders,https://en.wikipedia.org/wiki/Salivary_gland_disorder,Yes,https://en.wikipedia.org/wiki/Salivary_gland_disease,Yes
Salla disease,https://en.wikipedia.org/wiki/Salla_disease,No,https://en.wikipedia.org/wiki/Salla_disease,Yes
Salmonellosis,https://en.wikipedia.org/wiki/Salmonellosis,No,https://en.wikipedia.org/wiki/Salmonellosis,Yes
Sandhoff disease,https://en.wikipedia.org/wiki/Sandhoff_disease,No,https://en.wikipedia.org/wiki/Sandhoff_disease,Yes
Sanfilippo syndrome,https://en.wikipedia.org/wiki/Sanfilippo_syndrome,No,https://en.wikipedia.org/wiki/Sanfilippo_syndrome,Yes
