diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Q50349684, , , , , , , ,Q61.9,C1969052,C566915, , 
Q50349685, , , , , , , ,Q61.9,C2676790,C567365, , 
Q50349688, , , , , , , ,Q61.9, , , , 
Q50349695, , , , , , , ,Q82.8,"C4479409,CL761504", , , 
Q50349697, , , , , , , ,Q82.8,C4225268, , , 
Q50349706, , , , , , , ,Q82.8,"C4479387,CL761484", , , 
Q50349711, , , , , , , , ,"C0002768,C0020075", ,"C125386,C156360", 
Q50349713, , , , , , , , , , , , 
Q50349715, , , , , , , ,G60.8,C3809882, ,C125388, 
Q50349716, , , , , , , , ,C2751092, , , 
Q50349719, , , , , , , , ,C4225308, , , 
Q50349720, , , , , , , , ,C3810194, , , 
Q50349721, , , , , , , , ,"C0751540,C2752089", , , 
Q50349722, , , , , , , , ,C3150972, , , 
Q50349723, , , , , , , , ,C3150896, , , 
Q50349724, , , , , , , ,G60.8,C3279885, , , 
Q50349741, , , , , , , , ,C1840451, ,C99007, 
Q50349816, , , , , , , , ,C1851286, , , 
Q50349821, , , , , , , , ,C4225236, ,C159655, 
Q50349826, , , , , , , ,Q87.2,C1864852,C537975, , 
Q50349829, , , , , , , , ,C1854989,C565373, , 
Q50349834, , , , , , , , ,C1854990,C565374, , 
hétérotopie sous-corticale en bandes, , , , , , , , ,C1848201, ,C116933, 
ataxie-apraxie oculo-motrice type 4, , , , , , , , , , , , 
ichtyose exfoliative, , , , , , , ,Q80.8,"C1838440,C1842797", , , 
Albinisme oculo-cutané type 6, , , , , , , ,E70.3, , , , 
dysplasie géléophysique, , , , , , ,759.89,Q87.1,C3489726,C537677, , 
dystrophie par érosions épithéliales récurrentes, , , , , , , ,H18.5,C1852551,C565155, , 
déficit en 5-oxoprolinase, , , , , , ,270.8,E72.8,C0268525,C535322, , 
trisomie 2, , , , , , , , , , ,C36495, 
Phocomélie SC, , , , , , , , ,C0392475, ,C4681, 
sundrome Tatton-Brown-Rahman, , , , , , , ,F 84,C4014545, , , 
Q53660450, , , , , , , ,D64.0,C4015172, , , 
trisomie 5, , , , , , , , , , ,C36433, 
trisomie 20, , , , , , , , ,C0265479, ,C36397, 
trisomie 13, , , , , , , , , , ,C36529, 
trisomie 17, , , , , , , , , , ,C37865, 
aplasie congénitale bilatérale des canaux déférents, , , , , , , , ,C0403814,C535984,C129303, 
Dystonie-parkinsonisme infantile,"dystonie,tremblement", , , , ,analyse génétique, , ,C2751067,C567730,C129866, 
déficit en carboxypeptidase N, , , , , , ,279.8, ,C0398782,C562876,C132196, 
syndrome Codas, , , , , , , ,Q87.8,C1838180,C536434,C126744, 
Q54319961, , , , , , , , ,C4085582, ,C129931, 
créatine kinase élevée, , , , , ,créatine kinase sanguine, , ,C0241005, ,C148327, 
syndrome MIRAGE, , , , , , , , ,C4284088, ,C147530, 
syndrome de Temtamy, , , , , , , ,Q87.8,C1857512,C536959,C148371, 
Q54553148, , , , , , , , ,C3810400, ,C142802, 
infestation à Cnemidocoptes mutans, , , , ,Cnemidocoptes mutans, , , , , , , 
haemonchose, , , , , , , , , , , , 
Q10990243, , , , ,Braula coeca, , , , , , , 
helminthozoonose, , , , , , , , , , , , 
bilharziose pulmonaire, , , , , , , , ,C0036334, , , 
gale commune, , , , , , , , , , , , 
myiase laryngée, , , , , , , , ,C2833788, , , 
Q172129, , , , , , , , , , , , 
quasi-incident de Villeneuve-Triage, , , , , , , , , , , , 
mononucléose infectieuse,"Hyperlymphocytose,adénopathie,angine,exanthème,fièvre,gonflement des ganglions lymphatiques,hyperleucocytose,hépatomégalie,splénomégalie", ,syndrome de Pfeiffer, ,"Human betaherpesvirus 5,Virus d'Epstein-Barr","bilan sanguin,examen clinique,hémogramme,méthode immuno-enzymatique ELISA,réaction en chaîne par polymérase",075,"B27,B27.0,B27.9",C0021345,D007244,C34726, 
diarrhée virale bovine, , , , ,Bovine viral diarrhea virus 1, , , ,C0006075,D001912, , 
Leucose, , , , , , , , , , , , 
maladies virales du système nerveux central, , , , , , , ,A80.A89, ,D020805, , 
Q5507378, , , , , , , , , , , , 
maladie des corps d'inclusion, , , , , , , , , , , , 
Q7353480, , , , , , , , , , , , 
encéphalite à virus Tahyna, , , , ,"Tahyna virus,infection", , , ,C0276381, , , 
maladie de Newcastle,"conjonctivite,diarrhée,paralysie", , , ,infection, , , ,C0027983,D009521,C34849, 
Q12040884, , , , ,Capripoxvirus, , , , , , , 
infection à herpèsvirus humain type 8,"adénopathie,amaigrissement,anasarque,anorexie,ascite,exanthème,fièvre,hépatite,hépatomégalie,lymphome,maladie de Kaposi,splénomégalie,thrombopénie,tuméfaction,épanchement pleural","ganciclovir,rituximab", , ,Herpèsvirus humain type 8,"Western blot,biopsie,examen clinique,imagerie par résonance magnétique,méthode immuno-enzymatique ELISA,réaction en chaîne par polymérase,tomodensitométrie", ,"B33,C46,C83,D36,R59",C1512508, ,C39291, 
infection à herpèsvirus humain type 7,exanthème,"foscarnet,ganciclovir", , ,Herpèsvirus humain type 7,"Dosages radio-immunologiques,immunofluorescence,méthode immuno-enzymatique ELISA,réaction en chaîne par polymérase", , , , , , 
infection à herpèsvirus humain type 6,"adénopathie,crise d'épilepsie,exanthème,fièvre,érythème","foscarnet,ganciclovir", , ,Herpèsvirus humain type 6,"Dosages radio-immunologiques,immunofluorescence,méthode immuno-enzymatique ELISA,neutralisation,réaction en chaîne par polymérase", ,"A89,B08.2,B34.8", , , , 
ganglioneurite virale de l'ormeau, , , , ,Haliotid herpesvirus 1, , , , , , , 
meningite de la  rougeole, , , , , , , , ,"C0348980,CL540896", , , 
maladie du pancréas du saumon, , , , ,Salmon pancreas disease virus, , , , , , , 
fièvre aphteuse,"aphte,arthralgie,empoisonnement,fièvre,myalgie,salivation", , , ,virus de la fièvre aphteuse, , , , ,D005536, , 
peste bovine, , , , ,Rinderpest virus, , , , ,D012301, , 
Maladie de Mortellaro, , , , , , , , , ,D058066, , 
Fièvre catarrhale maligne, , , , ,infection, , , , ,D008304, , 
Q54553171, , , , , , , , , , ,C142803, 
Q54553262, , , , , , , , , , ,C147070, 
Q54889350, , , , , , , ,E70.1,"C0268467,C2673535", ,C141442, 
dysplasie ectodermique hypohidrotique autosomique recessive, , , , , , , ,Q82.4,C0406702,D053360,C84580, 
troubles ovotesticulaires du développement sexuel, , , , , , , ,Q56.0,"C0266361,C2748895",D050090,C127167, 
Q54963515, , , , , , , , ,C3280153, , , 
Q54963646, , , , , , , , ,C4310678, , , 
syndrome de Harel-Yoon, , , , , , , , ,"C4310677,CL602185", , , 
Q54963650, , , , , , , , ,C4310675, , , 
Q54963651, , , , , , , , ,C4310674, , , 
Q54963652, , , , , , , , ,C4310673, , , 
syndrome de Shashi-Pena, , , , , , , , ,C4310672, , , 
Q54963654, , , , , , , , ,C4310671, , , 
Q54963655, , , , , , , , ,C4310670, , , 
Q54963657, , , , , , , , ,C4310668, , , 
hyperostose endostale, , , , , , , , , , , , 
Q55010195, , , , , , , , ,C4310645, , , 
myopathie myofibrillaire hypertonique infantile fatale, , , , , , , , ,C3151236, , , 
Q55010354, , , , , , , ,G60.0,C1837805, , , 
Q55332137, , , , , , , , ,"C1858391,C4012790", ,C132224, 
Q55345656, , , , , , , , ,"C1852267,C3276549", , , 
Q55345665, , , , , , , , ,C1834703, , , 
Q55345666, , , , , , , , ,C1834692, , , 
amyotrophie spinale proximale autosomique dominante de l'adulte, , , , , , , ,G12.1,"C1854058,C1866777", , , 
rétino-choroïdopathie vitreuse dominante, , , , , , , ,H35.5,"C1860406,C2674009,C3888099",C536352, , 
dégénérescence vitréo-rétinienne en flocons de neige, , , , , , , ,H35.5,C1860405,C536677, , 
vitréorétinopathie inflammatoire néovasculaire autosomique dominante, , , , , , ,362.29,H35.2,C1860404, , , 
syndrome de surdité-hypoplasie de l'émail-anomalie des ongles, , , , , , , , , ,C535994, , 
Q55345715, , , , , , , ,G60.8,C1850395,C564948, , 
Q55345735, , , , , , , ,G12.2,C1845359,C564506, , 
Q55345743, , , , , , , ,G11.1,C0796205,C563134, , 
Q55345761, , , , , , , , ,C1832466,C535351, , 
Q55345767, , , , , , , , ,C1863924,C566381, , 
Q55345789, , , , , , , , ,C1843315,C564362, , 
Q55345794, , , , , , , , ,C2608087, , , 
ataxie du cordon postérieur - rétinite pigmentaire, , , , , , , ,G11.1,C1836916,C536343, , 
Q55345810, , , , , , , ,G11.2,"C1853116,C3683483", , , 
Q55345815, , , , , , , ,G12.2,C1970211,C567023, , 
Q55345816, , , , , , , ,E75.2,C1970180, , , 
Q55345821, , , , , , , ,G11.1,C2677589,C567436, , 
Q55345828, , , , , , , ,H47.2,C2751812, , , 
Q55345836, , , , , , , , ,C3150619, , , 
Q55345838, , , , , , , ,E75.2,C3150990, , , 
Q55345859, , , , , , , ,G12.2,C3553989, , , 
Q55345873, , , , , , , ,G12.1,C3809049, , , 
Q55345874, , , , , , , , , , , , 
Q55345878, , , , , , , ,G31.8,C3809665, , , 
Q55345880, , , , , , , , ,C3711384, , , 
Q55345884, , , , , , , ,G11.3,C4014676, , , 
Q55345885, , , , , , , ,G31.8,C4014700, , , 
Q55345886, , , , , , , , ,C4014738, , , 
Q55345887, , , , , , , , ,C4014742, , , 
Q55345889, , , , , , , , ,C4015160, , , 
Q55345891, , , , , , , , ,C4015436, , , 
Q55345893, , , , , , , , ,C4225388, , , 
Q55345894, , , , , , , , ,C4085249, , , 
Q55345896, , , , , , , ,G11.2,C4225158, , , 
Q55345900, , , , , , , ,G40.4,C4225256, , , 
atrophie optique autosomique recessive, , , , , , , ,H47.2,C4225227, , , 
Q55345905, , , , , , , , ,C4225215, , , 
Q55345906, , , , , , , ,G11.8,C4225205, ,C171269, 
Q55345907, , , , , , , , ,C4225203, , , 
Q55345908, , , , , , , ,E88.8,C4225178, , , 
Q55345909, , , , , , , , ,C4225161, , , 
Q55345910, , , , , , , , ,C4310791, , , 
Q55345911, , , , , , , , ,C4310781, , , 
Q55345912, , , , , , , ,G11.1,C4310780, , , 
Q55345914, , , , , , , , ,C4310763, , , 
Q55345915, , , , , , , , ,C4310757, , , 
Q55345917, , , , , , , , ,C4310743, , , 
Q55345920, , , , , , , , ,C4310699, , , 
Q55345921, , , , , , , , ,C4310662, , , 
syndrome de délétion contiguë ABCD1 DXS1357E, , , , , , , ,Q87.8,C1845408, , , 
syndrome de Boylan Dew Greco, , , , , , , , ,C2931419,C537083, , 
Q55373614, , , , , , , , ,"C1838190,C1865869,C2677463",C566579, , 
Q55373618, , , , , , , , ,"C3150141,C3150142,C3151356", , , 
Q55373620, , , , , , , , ,C3151355, , , 
syndrome Nijmegen-like, , , , , , , , ,C2751318,C567767,C153178, 
déficit en adénosine déaminase 2, , , , , , , ,"D81.32,M30.8","C0031036,CL504909", , , 
syndrome d'Emberger, , , , , , ,757.0,D46.7,C3279664, , , 
dysplasie cérébrofaciothoracique, , , , , , , ,Q87.5,C1859252,C565862, , 
insuffisance hépatique infantile, , , , , , , , ,CL495603, , , 
Q55762559, , , , , , , , , , , , 
Q55762939, , , , , , , , ,C4014997, , , 
amyotrophie spinale prénatale avec fractures congénitales des os, , , , , , , , , , , , 
Q55762942, , , , , , , , , , , , 
épilepsie focale familiale à foyers variables, , , , , , , , , ,C565785, , 
Q55780299, , , , , , , , ,C1863224,C566310, , 
kératodermie palmoplantaire et alopécie congénitale autosomique dominante, , , , , , , ,Q82.8,"C1863093,C3151468", , , 
Q55780355, , , , , , , , ,C1838539, , , 
dégénérescence choriorétinienne péripapillaire hélicoïdale, , , , , , , ,H31.2,C1862382,C566236, , 
syndrome de sténose médullaire diaphysaire-tumeur osseuse, , , , , , , ,M89.8,"C1300202,C1862177",C536169,C122660, 
déficit en vitamine A et hypercarotinémie héréditaire, , , , , , , ,E50.8,"C2676023,C2676024",C567296, , 
syndrome de colobome-fente labiopalatine-déficience intellectuelle, , , , , , , ,Q12.2,"C0795902,C1852750,C3805432", , , 
Syndrome d'anomalies craniofaciales-surdité-anomalie de la main, , , , , , ,759.89,Q87.0,C1852510,C536453, , 
syndrome de surdité-onychodystrophie autosomique dominant, , , , , , , ,Q87.8,"C2675730,C2931049", ,C175240, 
syndrome d'Ehlers-Danlos type périodontite, , , , , , , ,Q79.6,C0268347,C562626, , 
épidermolyse bulleuse dystrophique prétibiale, , , , , , ,757.39,Q81.2,C0432321,C535494, , 
dysplasie épiphysaire multiple type Beighton, , , , , , , ,Q77.3,C1851536, , , 
syndrome de Laurin-Sandrow, , , , , , , ,Q87.2,"C1851100,C1851101",C535689, , 
Q55780757, , , , , , , , ,"C1850992,C3805604", , , 
Q55780773, , , , , , , , ,C1969893,C566980, , 
Frontorhinie, , , , , , , ,Q75.8,C1876203, , , 
glomérulopathie à dépôts de fibronectine, , , , , , , ,N07.6,"C1866075,C3888104","C536826,C562900", , 
Q55780997, , , , , , , ,E78.4,"C0342883,C3149462,C3149463", , , 
hyperchlorhidrose isolé, , , , , , ,276.9, ,C1840437, , , 
résistance hypophysaire aux hormones thyroïdiennes, , , , , , , ,E05.8,C1840364,C564154, , 
kératite autosomique dominante, , , , , , , ,H16.8,C1835698,C537022, , 
Q55781160, , , , , , , ,Q82.8,C1835672,C536152, , 
Q55781228, , , , , , , ,Q77.8,"C1834969,C3549874", , , 
nanisme ostéoglophonique, , , , , , , ,Q87.1,C0432283,C536050, , 
otéolyse carpo-tarsienne multicentrique avec ou sans néphropathie, , , , , , , , ,C2674705,C567171,C178416, 
Syndrome oto-facio-cervical, , , , , , , ,Q87.0,"C1833691,C2931416,C3714941", , , 
Q55781371, , , , , , , ,H35.5,C1868310, , , 
syndrome de Guttmacher, , , , , , , ,Q87.2,C1867801,C538278, , 
Q55781405, , , , , , , , ,C1864389, , , 
Q55781450, , , , , , , ,Q14.1,"C1843517,C1867327", , , 
Q55781456, , , , , , , ,D31.1,C1867155,C535684, , 
syndrome de Robinow-Sorauf, , , , , , , , ,C1867146,C537183, , 
aplasie des glandes salivaires et lacrymales, , , , , , , ,"Q10.4,Q38.4","C0158667,C1867059,C1867060", , , 
dysplasie spondylo-épiphysaire type Maroteaux, , , , , , , ,Q77.7,C3159322, , , 
Q55781516, , , , , , , ,D58.8,C1861453,C535827, , 
dysostose acrofaciale type Weyers, , , , , , ,520.8,Q75.4,C0457013,C536695, , 
tumeur de Wilms type 2, , , , , , , , ,"C0694899,C1853800",C536853, , 
Q55781621, , , , , , , , ,"C0272051,C1863769", , , 
Q55781638, , , , , , , , ,"C0268293,CN074214", , , 
acidurie oxoglutarique, , , , , , , ,E88.8,C2752074,C536582, , 
Q55781684, , , , , , , , ,"C0694566,C1859527,C1859528,C1859529,C3266863", ,C176601, 
syndrome d'ataxie-hypogonadisme-dystrophie choroïdienne, , , , , , , ,G11.8,C1859093,C565850, , 
Q55781762, , , , , , , ,Q87.8,"C1857587,C2931046",C535849, , 
Q55781784, , , , , , , ,E24.8,C1857451,C565662, , 
Q55781793, , , , , , , , ,C1857423, , , 
Q55781822, , , , , , , ,D55.2,C1291620, ,C131638, 
syndrome d'Ehlers-Danlos type cardiaque valvulaire, , , , , , , ,Q79.6,C1857034,C536200, , 
syndrome d'Ehlers Danlos type dermato sparaxis, , , , , , , ,Q79.6,C2700425,C567527, , 
Q55781886, , , , , , , , ,C1856883, , , 
déficit congénital en kininogène de haut poids moléculaire, , , , , , ,286.9,D68.8,"C0272340,C1856719,C2673570,C2673571,C2673572",C537060,C98946, 
rétine tachetée familiale bénigne, , , , , , , ,H35.5,C1856718,C565564, , 
déficit en glutamate-cystéine ligase, , , , , , ,270.8,D55.1,C1856603,C565557, , 
Q55781940, , , , , , , ,E72.1,C1856057,C565510, , 
Q55781961, , , , , , , ,E21.0,"C1832615,C1832645",C563375,C131853, 
Q55781970, , , , , , , , ,"C1855860,C3278384", , , 
hypoprotéinémie hypercatabolique, , , , , , , , ,C1855796,C565476, , 
syndrome de Laron avec déficit immunitaire, , , , , , , ,"D82.8,E34.3",C1855548,C537871, , 
syndrome Larsen-like type B3GAT3, , , , , , , ,Q74.8,"C1855536,C3278404",C537874, , 
Q55782044, , , , , , , , ,C1855498,C535904,C126558, 
syndrome oculo-tricho-anal, , , , , , ,759.89,Q87.8,C1855425,C536022, , 
Q55782081, , , , , , , ,Q77.8,C1855229,C535798, , 
Q55782093, , , , , , , , ,"C0268193,C2749559,C2749560,C2749561,C2749562", ,C101043, 
Q55782095, , , , , , , ,E72.1,C1855128, , , 
Q55782096, , , , , , , ,E71.1,"C1855100,C1855101",C565386, , 
syndrome de Jawad, , , , , , , , ,"C0796063,C2673414", , , 
Q55782114, , , , , , , , ,C1855033,C537476, , 
Q55782129, , , , , , , , ,"C0410214,C4310822", , , 
myopathie héréditaire avec acidose lactique par déficit en ISCU, , , , , , ,259.8,G71.3,C1850718,C564972, , 
myélosclérose, , , , , , , ,G71.8,"C1611706,C1850671",C564968, , 
Q55782168, , , , , , , , ,C1850303, , , 
dysplasie pelviscapulaire, , , , , , , ,Q87.5,C1850040,C535550, , 
Q55782206, , , , , , , ,E74.0,C0268149,C536176, , 
Q55782218, , , , , , , , ,C1849762,C564881, , 
Q55782230, , , , , , , , ,C1849699,C564871, , 
Q55782264, , , , , , , ,Q63.8,"C0266313,C2678367", , , 
syndrome de Richieri-Costa-Pereira, , , , , , , ,Q87.8,C1849348,C535677, , 
Q55782307, , , , , , , ,E34.3,"C1849157,C1849158", , , 
Q55782328, , , , , , , , ,C0432243, , , 
déficit isolé en sulfite oxydase, , , , , , , ,E72.1,"C0268624,C2931746",C538141, , 
phocomélie Schinzel, , , , , , , ,Q87.2,C1848651,C535612, , 
Q55782410, , , , , , , , ,"C1848221,C2746068,C3806579",C535532, , 
Q55782417, , , , , , , ,Q77.7,C1848097,C564714, , 
Q55782425, , , , , , , ,Q87.8,C1846242,C564570, , 
Q55782438, , , , , , , ,Q78.2,C1845919, , , 
Q55782445, , , , , , , ,Q87.8,C1845530,C537495, , 
Q55782448, , , , , , , , ,C2749137,C567595, , 
Q55782450, , , , , , , ,Q87.8,C1845343,C564505, , 
Q55782451, , , , , , , ,E22.2,C1845202,C564491, , 
Q55782453, , , , , , , ,Q87.1,C1845118, , , 
Q55782454, , , , , , , , ,C1845117,C536289, , 
Q55782460, , , , , , , ,D84.8,C1970879,C567070, , 
Q55782461, , , , , , , , ,C1845073,C564468, , 
Q55782462, , , , , , , , ,C1845070,C564467, , 
Q55782463, , , , , , , ,D84.8,C1970859,C567068, , 
Q55782466, , , , , , , ,E74.0,"C0684324,C1970848",C567067,C126738, 
hyperactivité de la phosphoribosylpyrophosphate synthétase, , , , , , , ,E79.8,C1970827,C567064, , 
Q55782469, , , , , , , ,Q02,C1968556,C566878,C132293, 
syndrome CK, , , , , , , , ,C3151781, , , 
Q55782486, , , , , , , , ,C3151784, , , 
Q55782487, , , , , , , ,D64.4,"C3151785,C3550856", , , 
Q55782492, , , , , , , ,Q87.8,C3275476, , , 
Q55782498, , , , , , , ,G20,C3806722, , , 
Q55782500, , , , , , , ,Q87.0,C3806742, , , 
Q55782502, , , , , , , , ,C3890168, , , 
Q55782505, , , , , , , , ,C4225422, , , 
Q55782507, , , , , , , , ,C0796218, , , 
syndrome MEND, , , , , , , ,Q87.8,C4085243, , , 
Q55782509, , , , , , , , ,C4225418, , , 
Q55782511, , , , , , , , ,C4225416, , , 
Q55782512, , , , , , , , ,C4310819, , , 
Q55782514, , , , , , , , ,"C4283894,CL588217", , , 
Q55782517, , , , , , , , ,C4310818, , , 
Q55782518, , , , , , , , ,C4310817, , , 
diarrhée virale bovine, , , , ,Bovine viral diarrhea virus 1, , , ,C0006075,D001912, , 
Rhinotrachéite infectieuse bovine, , , , ,Bovine herpesvirus 1, , , , ,D007241, , 
leucose bovine enzootique, , , , ,infection, , , ,C0085165,D016583, , 
trypanosomose bovine, , , , , , , , , ,D014354, , 
Ichtyophthiriose, , , , ,Ichthyophthirius multifiliis, , , , , , , 
Q300936, , , , , , , , , , , , 
maladie entérique de la bouche rouge, , , , , , , , , , , , 
tuberculose du poisson, , , , ,infection, , , , , , , 
Q1427639, , , , , , , , , , , , 
maladie des eaux froides, , , , ,infection, , , , , , , 
plistophorose, , , , ,Pleistophora hyphessobryconis, , , , , , , 
maladie rénale proliférative des poissons, , , , ,Tetracapsuloides bryosalmonae, , , , , , , 
Maladie du velours, , , , , , , , , , , , 
Pourriture bactérienne des nageoires, , , , ,infection, , , , , , , 
furonculose des saumons et des truites, , , , ,infection, , , , , , , 
aerocystitis, , , , , , , , , , , , 
Q55782519, , , , , , , , ,C4310816, , , 
Q55782521, , , , , , , , ,C4310814, ,C183311, 
Q55782522, , , , , , , , ,C4310813, , , 
Q55782523, , , , , , , , ,C4310812, , , 
syndrome de Meester-Loeys, , , , , , , , ,C4310811, , , 
Q55782527, , , , , , , , ,CN240511, , , 
Q55782582, , , , , , , ,E71.1,C0796208,C563136, , 
syndactylie type 8, , , , , , , ,Q70.0,C1839728, , , 
Q55782601, , , , , , , ,G20,C0796195,C537179,C184991, 
syndrome TARP,"Persistance de la veine cave supérieure gauche,communication inter-auriculaire,fente palatine isolée,micrognathie,pied bot", , , , , , ,Q87.8,C1839463,C536942, , 
Q55782666, , , , , , , ,D69.4,C1839161,C564050,C134941, 
Q55782695, , , , , , , , ,"C1839115,C2931228", , , 
Q55782837, , , , , , , ,Q18.8,C1838348, , , 
syndrome cataracte-hyperferritinémie, , , , , , ,"289.89,366.44",H26.0,C1833213,C538137, , 
Q55782886, , , , , , , ,E66.8,C1833053,C563423, , 
Q55782923, , , , , , , , ,C1832812,C563390, , 
Q55783045, , , , , , , ,D12.6,"C1832587,C2677290,C2677291",C563365, , 
Q55783136, , , , , , , ,D69.4,C1832388,C563324,C162696, 
Q55783204, , , , , , , ,Q87.0,C1832167,C563293, , 
syndrome d'Ehlers-Danlos  type musculo-contractural, , , , , , , ,Q79.6,"C1866294,C2931780",C000600608,C168975, 
Q55783230, , , , , , , ,E34.8,C1866182,C536653, , 
syndrome de Pierpont, , , , , , , , ,C1865644,C566559, , 
ostéocraniosténose, , , , , , , ,Q78.0,C1865639,C537291, , 
Q55783266, , , , , , , ,Q87.1,C1865361,C566544, , 
syndrome de Grange, , , , , , , ,Q87.8,C1865267,C566529, , 
syndrome d'arhinie-atrésie des choanes-microphtalmie, , , , , , , ,Q87.0,C1863878,C537429, , 
Q55783325, , , , , , , ,Q77.7,C1863732,C535784,C125419, 
Q55783342, , , , , , , ,G71.0,C1863599,C566343, , 
Q55783351, , , , , , , ,I49.0,C2751898, , , 
épidermolyse bulleuse dystrophique prurigineuse, , , , , , ,757.39,Q81.2,C1275114,C563192, , 
Q55783361, , , , , , , ,E34.3,C1858656, , , 
Q55783367, , , , , , , , ,C1858535, , , 
Q55783378, , , , , , , ,G71.0,"C0221054,C2931290",C536690, , 
arthrose précoce avec dysplasie spondyloépiphysaire intermédiaire due à une mutation du gène COL2A1, , , , , , ,755.63,Q77.7,C1858079, , , 
Q55783394, , , , , , , ,G40.3,C0917800, , , 
Pseudo-hyperaldosteronisme type 2, , , , , , , ,I15.1,C1854631,C565359, , 
Q55783410, , , , , , , ,G24.1,"C1854299,C2673535", ,C157158, 
Q55783418, , , , , , , , ,C1854146,C565316, , 
Q55783428, , , , , , , ,E72.5,C1853892,C565278, , 
Q55783430, , , , , , , ,E71.3,C2751532,C567784, , 
Q55783453, , , , , , , ,Q79.6,C1848029,C536193, , 
Q55783466, , , , , , , ,G51.4,C1847627, , , 
Q55783469, , , , , , , , ,C1838547, , , 
Q55783470, , , , , , , , ,"C1847582,C3807567", , , 
Q55783477, , , , , , , ,M06.8,C1847406,C564656,C175208, 
Q55783481, , , , , , , ,D18.0,C1847197,C564648, , 
microcéphalie létale type Amish, , , , , , , ,Q02,C1846648,C538247, , 
Q55783491, , , , , , , , ,C1846582,C564603, , 
paralysie du regard horizontal - scoliose progressive, , , , , , ,737.43,H49.4,C1846496,C564593, , 
Q55783500, , , , , , , ,Q87.8,C1846331,C537704, , 
Q55783510, , , , , , , , ,C1843758,C564383, , 
Q55783523, , , , , , , ,Q82.8,C1843292, , , 
Q55783530, , , , , , , ,Q87.1,"C1843181,C3501846", , , 
Q55783534, , , , , , , , ,C1842982, , , 
neutropénie idiopathique de l'adulte, , , , , , , ,D70,C1842930,C564320, , 
syndrome de dysplasie spondylo-métaphysaire-déficit immunitaire combiné, , , , , , ,759.89, ,C1842763,C564307, , 
Q55783543, , , , , , , ,H35.5,C0339512, , , 
déficit néonatal transitoire en zinc, , , , , , , , ,"C1842485,C1842486",C564286, , 
pancréatite tropicale, , , , , , , ,K86.1,C1842402,C564276, , 
Q55783561, , , , , , , ,G60.0,C1842357,C564269, , 
malformation capillaire-malformation artérioveineuse, , , , , , ,747.69,Q27.3,"C1842180,C2675370",C564254, , 
Q55783572, , , , , , , ,Q77.7,C1842149,C564252, , 
dystrophie grillagée de type IIIA, , , , , , , , ,C1837974,C563923, , 
Q55783595, , , , , , , , ,C1837750,C563898, , 
AICA-ribosidurie, , , , , , , ,E79.8,C1837530,C563876, , 
Q55783602, , , , , , , ,Q77.7,C1837481,C563869, , 
Q55783603, , , , , , , ,E34.3,C1837475,C563867, , 
Q55783605, , , , , , , ,G90.8,C1837371, , , 
Q55783613, , , , , , , ,D58.8,C1837206,C563840, , 
Q55783614, , , , , , , , ,C1837187,C563838, , 
Q55783623, , , , , , , ,Q77.8,C1837073, , , 
Q55783624, , , , , , , ,D84.8,C1837065,C563824, , 
syndrome de Meacham, , , , , , , ,Q87.8,"C1837026,C2931752", , , 
syndrome BNAR, , , , , , , ,Q87.8,C2750433,C567672, , 
Q55783638, , , , , , , , ,C1836823,C563798, , 
Q55783639, , , , , , , , ,C1836780,C563796, , 
dysplasie Tchèque de type métatarsique, , , , , , , ,Q77.7,C1836683,C535766, , 
syndrome FHONDA, , , , , , , ,Q15.8,"C1836603,C3807873", , , 
Q55783660, , , , , , , , ,C1836460,C563750, , 
Q55783661, , , , , , , , ,C1836439,C563747, , 
Q55783671, , , , , , , ,Q81.0,C1836284,C563730, , 
Q55783673, , , , , , , ,"Q70.0,Q70.2",C1836206,C563721, , 
Q55783675, , , , , , , ,G40.3,C1836173,C563719, , 
Q55783690, , , , , , , ,E03.1,C1864761,C566454, , 
peeling skin syndrome de type acral, , , , , , , ,Q80.8,C1853354,C536316, , 
Q55783699, , , , , , , , ,C1853286,C565221, , 
Q55783701, , , , , , , ,D81.8,C1835931,C563691, , 
Q55783711, , , , , , , ,D84.8,C1864947,C566492, , 
Q55783719, , , , , , , ,E72.8,C1864910,C536832, , 
Q55783725, , , , , , , ,G40.8,C1864723,C566449, , 
Q55783727, , , , , , , , ,C1864668,C566437, , 
syndrome cardiomélique type slovène, , , , , , , ,Q87.2,C1857829,C535852, , 
Q55783737, , , , , , , , ,C1853258,C565217, , 
syndrome d'hypercoagulabilité par déficit héréditaire en glycosyl phosphatidyl inositol, , , , , , , ,E88.8,C1853205, , , 
dysplasie spondylo-épimétaphysaire type Geneviève, , , , , , , ,Q77.7,C1864872,C535785, , 
Q55783756, , , , , , , ,Q56.0,"C2674504,C3149931",C567165, , 
"surdité avec aplasie du labyrinthe, microtie et microdontie", , , , , , ,759.89,Q16.5,"C1853144,C2932664","C548011,C565195", , 
myopathie à surcharge lipidique multisystémique, , , , , , , ,E75.5,C1853136, , , 
Q55783767, , , , , , , ,G71.3,C1835845,C563665, , 
Q55783769, , , , , , , ,D82.8,C1835829,C563663, , 
hyperlaxité de la peau par déficit en facteur de coagulation dépendant de la vitamine K, , , , , , , ,D68.4,"C1835813,C4049241",C563654, , 
