diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Q4147980, , , , , , , ,H18.5,C1641846,C537304, , 
Q4162388, , , , , , , ,H18.5,C0521723,C535477, , 
Q4162389, , , , , , ,371.52,H18.5,C1562894,C535942, , 
Q4162390, , , , , , ,371.52,H18.5,C0339278,C535476, , 
Distrofia de Meesmann, , , , , , ,371.51,"H18.5,H18.52",C0339277,D053559,C84795, 
Distrofia corneal de Schnyder, , , , , , , ,H18.5,C0271287,C535475, , 
Q4178686, , , , , , , ,H18.5,C0339273,C535480,C142805, 
Q4183965, , , , , , , ,H18.5,C0339284,C562745, , 
Q4216194, , , , , , , ,"I77.1,Q87.82",C1859726,C565942, , 
Q4237691, , , , , , ,371.56,H18.5,C1562113,C563256, , 
megalocórnea, , , , , , , , ,"C0344530,C1167712",C562829, , 
Q4293116, , , , , , ,579.8,P78.3,C0341306,C537470, , 
Poliendocrinopatía autoinmune tipo 1, , , , , , , , , , , , 
Q4348144, , , , , , ,759.89,Q87.3,"C0220765,C0265210","C536687,C562443",C125599, 
Q4351777, , , , , , , , , , ,C129072, 
Síndrome de Ochoa,vejiga neurogénica, , , , , , ,N31.8,C0403555,C536480, , 
Q4352925, , , , , , ,757.39,Q82.8,C0025221, , , 
Síndrome de Senior-Løken, , , , , , ,759.89,Q61.5,C0403553,C537580,C168588, 
Q4354940, , , , , , , ,E75.4,C0022340, , , 
Q4357083, , , , , , , ,Q04.3,C0795949,C537548,C132195, 
Síndrome PEHO, , , , , , , ,G31.8,"C0796122,C1850055,C1850056",C536317, , 
Q4357262, , , , , , , ,E75.4,"C0268281,C2931673",C537948, , 
Acrodisostosis, , , , , , ,756.59,Q75.4,C0220659,C538179, , 
Q4365211, , , , , , , , , , , , 
Distrofia macular corneal, , , , , , ,371.55,H18.55,C0024439, ,C34793, 
Q4394144, , , , , , ,"277.39,357.4", , ,C537935,C84554, 
Aspartilglucosaminuria, , , , , , , ,E77.1,"C0268225,C2931840",D054880,C61273, 
enfermedad de Dent, , ,Q56014276, , , , ,N25.8,"C0878681,C1845167,C1848336",D057973,C123260, 
Q4420129, , , , ,diabetes mellitus tipo 1, , , ,C0221005, , , 
Q4420133, , , , , , , , ,C4053506, ,C121944, 
Q4552290,Q111693701, , , , , , ,E29.1,"C0268296,C1849695",C537805, , 
Q4553565, , , , , , , ,Q93.5,C1864871, , , 
Q4596783, , , , , , , ,G31.8,C1857252,C565624, , 
Q4596905, , , , , , , ,E71.1,C1864912,C566487,C98863, 
Q4634172,"diarrea,vómito", , , , , , , ,"C0268600,CN028786",C535308,C98674, 
Q4638276, , , , , , , ,Q99.0, , , , 
Q4641554, , , , , , , , ,C0878676,C535325,C138171, 
Sindrome de Kleefstra, , , , , , , ,Q87.8,C0795833,C563043,C129976, 
Q4650574, , , , , , , , ,C1859372,C565891, , 
Q4664694, , , , , , , ,G11.4,C0796019,C536859, , 
Q4669630, , , , , , , ,Q87.8,C1844862,C535559, , 
Q4673593, , , , , , , ,Q74.8,C0265559,C536014, , 
Síndrome acrocalloso, , , , , , , ,Q04.0,"C0796147,C2931760,C3277723",D055673,C84531, 
Q4675784, , , , , , ,757.39,Q82.8,C0265971, ,C27519, 
Q4676182, , , , , , ,756.59,Q77.8,C0265287,C535662, , 
Q4677929, , , , , , , ,O26.6,C1455728,C537957, , 
Q4682223, , , , , , , ,E79.8,"C0268120,C3665382",C538228,C121564, 
Deficiencia de adenilosuccinato liasa, , , , , , , , , ,C538235, , 
Q4712685, , , , , , ,275.49,E20.1,"C0033806,C3494506",C537045,"C118434,C129721", 
Q4713937, , , , , , ,282.3,E74.0,C0272066,C562718, , 
Q4731121, , , , , , , ,"E03.1,G31.8",C0795889,C537047,C118843, 
alopecia areata universal, , , , , , , , , , , , 
Q4737942, , , , , , , , , ,C536590,C98809, 
Q4751018, , , , , , , ,R77.0,C0878666, ,C124851, 
afalia, ,Faloplastia, , , , , ,Q55.5,"C0555231,C1387005",C536649,C99009, 
Q4780588, , , , , , , , , , , , 
Q4795506, , , , , , , , , ,C537436, , 
Q4795508, , , , , , ,259.8,E30.1,"C1841762,C1970109","C000591739,C537436", , 
Q4797658, , , , , , , , ,C1859722,C535382, , 
Q4817548, , , , , , , ,L65.8,C1859592,C565924, , 
Q4818237, , , , , , , ,D12.6,"C1266024,C2674616",C538265,"C65193,C6729", 
neuropatía auditiva, , , , , , , , ,C1852271,C538268,C116364, 
Q4821698, , , , , , , , ,C0265343, ,C125598, 
raquitismo hipofosfatémico autosómico dominante, , , , , , , ,E83.3,"C0342642,C1704375",C562791,C123186, 
Q4853488, , , , , , , ,E03.1,"C1855794,C1968699",C537901, , 
Q4865135, , , , , , ,757.39, ,C0268371,C562638, , 
Q4865826,Q6423734, , , , , ,759.89,Q82.8,C0266004,C537210, , 
Q4876717, , , , , , ,759.89,Q87.8,C1852406,C565129,C123813, 
Epilepsia infantil familiar benigna, , , , , , , , ,C1853995,C565296,C183308, 
Q4887956, , , , , , , , ,C0220669, , , 
Q4897218, , , , , , , ,E71.1,"C1533628,C1536500","C535434,C535818",C98841, 
Distrofia cristalina de Bietti, , , , , , , ,H15.5,C1859486,C535440,C179299, 
Q4907578, , , , , , , ,Q04.3,C1847352,C564652,C148367, 
Q4907660, , , , , , , , ,C2750087,C567652, , 
Síndrome de Björnstad, , , , , , , , ,C0266006,C537633, , 
Q4938225, , , , , , , ,Q87.8,C0796232,C537419,C131533, 
Q4943512, , , , , , ,756.9,Q87.1,C0432201,C536573, , 
Q4973199, , , , , , ,359.89,G71.8,C1832918,C536607, , 
Síndrome de Brunner, , , , , , , ,E70.8,C0796275,C563156, , 
Q4990874, , , , , , , , ,C2748801,C567572, , 
Q5009803, , , , , , , ,D81.2,C1853392,C565232, , 
Q5026799, , , , , , , ,Q82.8,C1858805,C565826, , 
Q5028560, , , , , , , , ,C1859690,C537560, , 
Q5034093,hipertricosis, , , , , , ,Q87.3,C0795905,C535572, , 
Q5037834, , , , , , , ,E72.2,C0751753,D020165,C84612, 
Q5044023, , ,"Complejo de Carney,Q22965412", , , , ,D44.8,C1858592,C565803,C94833, 
Q5044061, , , , , , , ,E71.3,C0342791,C562812,C133086, 
Q5047506, , , , , , , , ,C1854063, , , 
Q5051865, , , , , , , ,Q87.8,C1844887,C535347, , 
Q5055067, , , , , , , , , , , , 
síndrome CEDNIK, , , , , , , ,Q82.8,C1836033,C537943, , 
Q5064109, , , , , , ,348.89,H35.0, ,C567401, , 
Q5064568, , , , , , , ,D81.1,C1969799,C566970,C162695, 
Q5097618, , , , , , , ,L93.2,C0024145,C535924, , 
Q5104520, , , , , , , ,Q78.8,C1859148,C537914,C131420, 
Q5135822, , , , , , , ,Q82.8,C0162361, , , 
Braquidactilia tipo D, , , , , , , , , , , , 
Q5140809, , , , , , , , ,"C1843920,C3551954",C564403,C142083, 
inmunodeficiencia combinada, , , , , , ,279.2,"D81,D81.0,D81.1,D81.2,D81.3,D81.4,D81.5,D81.6,D81.7,D81.8,D81.9",C0494261, ,C27871, 
Q5156399, , , , , , , ,D84.1,C3150275, ,C119992, 
Q5156400, , , , , , , ,D84.1,"C1332655,C3151071",C565169,C9468, 
Q5160405, , , , , , , ,D61.0,C1327915,C535982,C115207, 
Q5160413,diarrea, , , , , , , ,C0267662,C536210, , 
Q5160418,"Fenotipo Bombay,discapacidad cognitiva,enanismo,infección", , , , , , , ,C0398739, , , 
Q5160420, , , , , , , , , , , , 
Q5160422, , , , , , ,285.8,D64.4,C0002876,D000742,C84646, 
Q5160453, , , , , , , ,P78.3,C2750737,C567703,C183530, 
Q5162309, , , , , , ,759.89,Q87.5,C1849437,C535463, , 
Q5182141, , , , , , , ,Q87.1,C0220767,C536456, , 
Q5182157, , , , , , , ,Q75.8,C1843042,C564332, , 
Q5189052, , , , , , , ,Q75.1,C2677099,C567382, , 
Síndrome de Currarino, , , , , , ,759.89,Q87.8,"C1415596,C1531773,C1867774,C1867775",C536221, , 
Q5198214, , , , , , ,288.02,"D70,D70.4",C0221023,C536227,C3820, 
Q5203266, , , , , , , ,E74.8,"C0342765,C1291386",C535767,C128804, 
Q5203306, , , , , , ,277.6,E71.3,C0342870,C536663,C119676, 
Q5220984, , , , , , ,759.89,E74.0,C0878677,D052120,C84735, 
Q5259533, , , , , , , ,K00.5,"C0011430,C4023558",D003805, , 
Q5262702, , , , , , , ,Q82.4,C0406778,C535374, , 
Q5264836, , , , , , ,272.8,Q87.8,C1865596,C566555, , 
Q5275412, , , , , , , , ,C1721006,D053546, , 
Q5275419, , , , , , , , ,"C0022584,C3489771",D015776,C3147, 
Q5276448, , , , , , ,277.2,E79.8,"C0274576,C1959620,C2720286,C3495551,C4025582",D054067,"C3964,C84672", 
Q5280135, , , , , , , ,Q87.8,"C0266688,C0544738,C1842884",C564315, , 
Q5282845, , , , , , ,335.19,G12.2,C1858517,C536880, , 
Q5289050, , , , , , , , , , , , 
Q5315596, , , , , , , , , , , , 
Q5319366, , , , , , , ,L81.8,C0406775,C535729,C118435, 
Q5319369, , , , , , , ,L81.8,"C1306229,C2930995",C535730,C173131, 
Q5322531, , , , , , , , ,C2748572,C557674, , 
Q5322931, , , , , , , ,Q87.8,C1857041,C536190, , 
Q5360758, , , , , , , , ,C4014918, , , 
Q5382847, , , , , , ,757.39,Q81.0,C0432317,C535962, , 
Q5382848, , , , , , ,757.39,Q81.0,C0432316,C535959, , 
infección por el virus de Epstein-Barr, ,"Q420364,aciclovir", , ,virus de Epstein-Barr,"ELISA,Reacción en cadena de la polimerasa,exploración física,hemograma", ,B27.0,C1856901,D020031,C38759, 
Q5396477, , , , , , , ,G11.1,"C1851481,C2930921","C535514,C535738", , 
Seudohermafroditismo femenino masculinizante, , , , , , , , ,"C1851467,C3809250",D013734, , 
Q5432926, , , , , , , , , ,C538208, , 
Q5432932,Fibrilación auricular, , , , , , , ,C1837014,C563817, , 
Q5432934, , , , , , , , ,C0342185,D050010, , 
Q5432935, , , , , , ,348.39,G31.8,C1858680,C536841, , 
vitreorretinopatía exudativa familiar,Q102186528, , , , , ,362.10,"H35.0,H35.00","C0004608,C0339539,C1851402",D000080345, , 
Q5432945, , , , , , , ,E88.1,"C0271694,C1720859,C1720860,C1720861",D052496,C84708, 
Q5432946, , , , , , , ,L81.4,"C1835039,C1840392,C2681535", , , 
Q5432947, , , , , , , ,E30.1,"C0342549,C1504412,C2674612",C536961, , 
Q5441566, , , , , , , ,Q87.8,C0796068,C537734,C74987, 
Q5459852, , , , , , ,759.89,Q87.8,C0729582,C537062,C175241, 
hipoplasia dérmica focal, , , , , , ,757.39,Q82.8,C0016395,D005489,C84715, 
Q5463849, , , , , , , , ,C1744559,D000090303, , 
Q5473408, , , , , , ,277.6,E76.2,C1291490,C563209,C129073, 
Q5492304, , , , , , , ,Q87.8,C1855305,C537274, , 
Q5493754, , ,Q1425572, , , ,759.89,N04.1,C0950122,D052159,C122805, 
Q5512866, , , , , , , ,Q87.8,C0406723, , , 
Q5513688, , , , , , , ,E75.0,C0268275,D049290,C133084, 
Q5513690, , , , , , ,277.6,"E75.1,E75.19","C0085131,C0268271,C1854788,C1856559,C2718068",D016537,C84739, 
Síndrome GRACILE,"Acidosis láctica,aminoaciduria,aumento de la ferritina sérica,cirrosis hepática,colestasis,disminución de la saturación de transferrina,esteatosis hepática,restricción del crecimiento intrauterino,sordera,síndrome de Fanconi renal", , , ,mutación puntual, ,759.89,E88.8,C1864002,C537934, , 
Deficiencia de galactoquinasa, , , , , , , ,E74.29,C0268155, ,C114767, 
Q5532463, , , , , , , , , , , , 
Psoriasis pustulosa, , , , , , ,696.1,L40.1,C0343055, ,C119057, 
Q5533246, , , , , , ,759.89,Q87.8,C1853566,C565255, , 
Q5552374, , , , , , ,759.89,Q82.8,C0432255,C537799, , 
Q5556985, , , , , , ,756.59, ,C1856465,C565551, , 
Síndrome de Nicolaides-Baraitser, , , , , , , , ,C1303073,C536116, , 
Microlitiasis alveolar pulmonar, , , , , , ,516.2,"J84.0,J84.02",C0155912,C562405, , 
Q5572316, , , , , , , , ,"C1859974,C4049650", , , 
Q5572341, , , , , , ,271.3,E74.3,C0268186,C562602, , 
Q5572555, , , , , , , , ,C0574108, , , 
Q5572606, , , , , , , ,E74.0,C1855861,C566917, , 
Q5572613, , , , , , , ,E74.0,C3495427, ,C168998, 
Q5598273,hemorragia, , , , , , ,D69.1,C0272302,D055652,C84741, 
Q5613758, , , , , , ,277.6,E72.8,C0574080,C537622,C173468, 
Q5639341, , , , , , , ,Q82.8,C1855627,C537627, , 
Q5685180, , , , , , , ,E70.2,C2931042,C535845, , 
Displasia valvular, , , , , , , , ,C0262436,C535576,C173469, 
Q5714797, , , , , , , , ,C0340834,C537255, , 
Q5737835, , , , , , ,323.81,E75.2,"C1857300,C3711381",C580150,C153289, 
Q5737872, , , , , , ,790.09, ,C0520739,C563004,C98943, 
Distrofia muscular congénita con déficit de merosina, , , , , , , ,G71.2,"C1263858,C1842898",C537384,C118783, 
Encefalopatía espongiforme familiar asociada a una nueva mutación en el gen PrP, , , , , , , , , , , , 
Gota juvenil hereditaria, , , , , , , , ,C0268113,C537696, , 
Deficiencia de holocarboxilasa sintetasa, , , , , , ,270.8,"D81.818,E53.8",C0268581,D028922,"C98842,C99247", 
Hiperfenilalaninemia, , , , , , , , ,C0751435, , , 
Q5921848, , , , , , , , ,C1835664,C536164, , 
Q5922406, , , , , , , , , ,D058922, , 
Q5955105, , , , , , , ,Q87.8,C2931104,C536079, , 
Q5957516, , , , , , , ,D80.5,C1720956, ,C129074, 
Q5957519, , , , , , , ,D80.5,C1720957, ,C84783, 
Q5957527, , , , , , , ,D80.5,C1720958, , , 
Q5958530, , , , , , ,250.80, ,C0342283,C562776, , 
hipertiroxinemia, , , , , , , , ,C0020551,D006981,C131850, 
Q5959167, , , , , , , ,E78.6,"C0151691,C0473527",D052456,C84774, 
Q5961451, , , , , , , , ,C1843004,C564327, , 
Q5962435, , , , , , , , , , , , 
Q5986438, , , , , , , ,Q80.8,"C0432306,C1838440",D053560,C84777, 
Q5986440,"alopecia,fotofobia,ictiosis", , , , , , , ,"C1839988,C3275579",C536085, , 
Q5986448, , , , , , ,757.39,Q80.0,C0432311,C536087, , 
Q5986449, , , , , , , , ,"C1836681,C3665704",C563781, , 
Q5986451, , , , , , , , ,C1837610,C536271, , 
Q5996465, , , , , , , ,D84.8,C1843256,C564352, , 
Q6029036, , , , , , , ,G40.4,C1865926,C535522,C126650, 
Q6029048, , , , , , ,756.9, ,"C0206648,C0432284",D018224,C3742, 
Distrofia neuroaxonal infantil, , , , , , ,330.8,G23.0,"C0270724,C2931102",C536071,C84927, 
Q6029067, , , , , , , ,E78.8, ,D057770, , 
Q6056727,dolor en la muñeca, , , , , , , , , , , 
Q6085391, , , , , , , ,E71.1,C1969809,C535541,C129975, 
Q6085879, , , , , , , , ,C3277849,C567076, , 
Q6126829, , , , , , ,"362.75,520.5",H35.5,"C1857588,C2931074,C3495589",C000596385, , 
tritanomalía, , , , , , , , , , , , 
Q6155971, , , , , , , , , , , , 
Q6311812, , , , , , , ,Q81.8, , ,C162474, 
Q6318969, , , , , , , ,G12.2,C1853396,C536416, , 
Q6378691, , , , , , , ,Q87.0,C1855663,C537013, , 
Q6393653, , , , , , , , ,C0343057,C536159, , 
Q6393657, , , , , , , ,Q82.8,C1866029,C566600, , 
Q6395632, , , , , , , ,Q87.8,C1855607,C536167, , 
Q6422092, , , , , , ,756.9,Q77.7,C0265279,C537207,C125594, 
Q6426064, , , , , , , ,G40.8,C0406740,C537213, , 
Q6441908, , , , , , , ,G23.0,"C1847640,C3715048",C537177, , 
Q6458655, , , , , , , ,D81.1,C1847827,C564694,C122657, 
Q6491971, , , , , , , ,Q81.8,C1328355,C537032, , 
Q6495941, , , , , , , ,Q87.8,C1846421,C537880, , 
Q6523439, , , , , , ,759.89,Q11.2,C0796016,C537464, , 
Q6523462, , , , , , , ,Q87.1,C0432269,C537115, , 
Q6533258, , , , , , , ,Q81.0,C1864826,C535493, , 
Enfermedad de Vuopola, , , , , , , , ,C2678471,C567502, , 
Deficiencia de adhesión leucocitaria tipo 1, , , , , , , , , , , , 
Q6534539, , , , , , , , ,"C1855503,C3279662",C565439, , 
Q6543864, , , , , , , ,Q73.8,C1861313,C566090, , 
Q6546687, , , , , , ,372.39,H10.4,C1274789,C566897, , 
Q6549091, , , , , , , , ,C1863753,C535903, , 
Q6583504, , , , , , ,277.6, ,C1291609,C563212, , 
Q6664623, , , , , , ,757.39,Q81.0,C0080333, , , 
Q6717006, , , , , , , , , ,C535520, , 
Q6717008, , , , , , , , , ,C565231, , 
Q6717114,"Distrofias de la retina,discapacidad cognitiva,microfalosomía,obesidad", , , , , , , ,C1857802,C536984, , 
Síndrome Malouf, , , , , , , ,Q87.8,"C0796031,C0796083", ,C174217, 
Manosidosis, , , , , , , , , ,D044904,C61275, 
Q6758640, , , , , , ,759.89,Q87.0,C0796033,C535910, , 
Q6773846, , ,"Fiebre periódica, estomatitis aftosa, faringitis y adenitis", , , ,759.89,Q87.0,C0265235,C536025,C128115, 
Q6822414, , , , , , ,756.59,Q78.4,C0410530,C562938, , 
Q6824028, , , , , , , ,E71.1,C1855114, ,C148366, 
Q6836884, , , , , , , ,Q82.8,C0473586,C537575, , 
Q6837320, , , , , , , , , , , , 
Q6839205, , , , , , , , ,C1838625,C536681, , 
Q6839323, , , , , , , ,Q87.1,C0432246,C565898, , 
Q6839330, , , , , , , ,Q87.8,"C1835265,C3501946",C537711, , 
Q6881876,ptosis palpebral, , , , , , , ,C0872218,C536350,C11967, 
Q6881883, , , , , , , , ,C1969443,C566945,C98991, 
Síndrome MonoMAC,Q4301850, , , , , , ,D72.8,C3280030, , , 
Q6947340, , , , , , ,288.8,E80.3,C0398595,C562864, , 
Q6947909, , , , , , , , ,C4085238, ,C165674, 
Q6949365, , , , , , , ,C49.9,C0206634,D018208,C27781, 
Q6951345,Hiperamonemia, , , , , , ,E72.2,C0268543,C536109,C129307, 
Q6960193, , ,Q56013902, , , , , , ,C538334, , 
Q6993484, , , , , , , , , , , , 
Q7003001, , , , , , , ,E75.5,C0268238,C536560, , 
Q7003142, , , , , , , ,D71,C1842398,C564275, , 
Q7053148, , , , , , , ,M11.2,C1864861,C566473, , 
Q7059204, , , , , , , ,E75.4,C1864923, , , 
Enfermedad de Oguchi,Q6884891, , , , , , , ,C1306122,C537743, , 
Q7087988, , , , , , , , ,C1848745,C536554, , 
Q7088441, , , , , , , ,Q82.8,"C0406761,C2609071", , , 
Q7098730, , , , , , , ,Q78.8,C0432219,C537122, , 
Q7098797, , , , , , , ,H47.0,"C0338502,C1833797,C1833798", ,"C101268,C98999", 
Q7103627, , ,Q55782558, , , , ,E72.4,C0268540,C538380,C129029, 
Q7109017, , , , , , ,759.89,Q77.7,C1855310, , , 
Síndrome PAPA, , , , , , , , ,C1858361,C536253,C119055, 
Q7133011, , , , , , ,759.89,Q60.4,C1852759,C537168,C123230, 
Q7136039, , , , , , , ,Q87.1,C1868616,C537172, , 
Q7139585, , , , , , , ,G24.8,C1842534,C564288, , 
Q7139588, , , , , , ,349.89, ,C1833661,C563475,C125385, 
Q7141967, , , , , , , ,Q87.0,C0796197,C536303, , 
Q7169165, , , , , , , ,Q87.3,C0796113,C536399,C103144, 
Q7170412, , , , , , , , ,"C0266568,C1969784",D054514, , 
Q7202845, , , , , , , ,Q77.8,C1835437,C563627, , 
Q7204815, , , , , , ,162.9,"C34.1,C34.2,C34.3,C34.9","C1266144,CN072455",C537516,C5669, 
Q7234683, , , , , , , ,G71.1,"C0752355,C0856123,C2931826",C538353,C122788, 
Q7234989, , , , , , ,758.39,Q93.5,C1832588,C538356,C75456, 
amiloidosis cutánea primaria, , , , , , , ,"E85.4+,L99.0*", ,C562643, , 
Q7243137, , , , , , , ,E72.53,"C0020500,C0020501",D006960,C123158, 
Q7243138,acropaquia, , , , , , ,M89.4,"C0029411,C2678439",D010004,"C179057,C85023", 
Q7243682, , , , , , , ,Q87.8,C0796121,C536420, , 
Q7248853, , , , , , , , ,C0751778,D020191,C7636, 
Q7248854, , , , , , , ,M61.5,C0334041,C562735, , 
Q7249599, , , , , , , ,E72.8,"C0268532,C1534653",D056732,C85029, 
Q7250189, , , , , , ,279.8,D84.1,"C0398762,C1839454,C1839455,C1839456",C537241, , 
Acidemia propiónica, , , , , , , ,"E71.1,E71.121","C0268579,C0311298,C2717876",D056693,C85030, 
Q7254411, , , , , , , ,E77.0,"C0033788,C2673375", ,C125595, 
Q7259524, , , , , , ,416.8,D18.0,"C0340548,C0340848",C535861, , 
Q7260026, , , , , , , ,Q82.8,C1274216, , , 
Q7261148, , , , , , , , ,C1865951,C566592, , 
Q7263591, , , , , , , ,G40.8,"C1291560,C1849508",C536254, , 
Q7263794, , , , , , ,277.89,E74.4,"C0034341,C2931141",D015324,C85040, 
Deficiencia de piruvato deshidrogenasa, , , , , , ,277.6,E74.4,"C0034345,C1839413",D015325,C103968, 
Q7269853,hemorragia, , , , , , ,D69.1,C1866423,C536260, , 
Q7284803, , , , , , , ,Q78.2,C1850106,C535282, , 
Q7294342, , , , , , , , , ,C535289, , 
Q7313459,estatura baja, , , , , ,759.89,Q87.5,C0796135,C537761,C165533, 
Q7316329, , , , , , , ,Q82.8,C0406585,C536920, , 
Disgenesia reticular,linfopenia, , , , , , ,D81.0,"C0272167,C1282908",C538361,C27070, 
Q7316720, , , , , , , , ,"C0406811,C3714534",C562924, , 
Q7316721, , , , , , , , ,C0406811,C562924, , 
Q7316761, , , , , , , ,H35.5,C3151001,C566706, , 
Q7318329, , , , , , , , ,C1327916,C538371, , 
Q7319683, , , , , , , ,"K74.3,L94.0",C0748397, , , 
Q7319955, , , , , , , ,D58.8,"C0272052,C1849387", , , 
Q7355063, , , , , , ,755.67,Q66.8,C0240912,C536345, , 
Q7390227, , , , , , , ,Q87.1,C0878684,C537327, , 
Q7395633, , , , , , , , ,C2931439,C537193, , 
Q7423635, , , , , , ,270.8,E72.5,C0268563,C537236, , 
Q7429841, , , , , , , ,Q87.8,C1867020,C536623, , 
Q7431481, , , , , , ,759.89,Q87.0,"C0265227,C1849294",C536632,C129308, 
Q7433355, , , , , , ,758.89,Q82.8,C1857069,C565607, , 
Q7437571, , , , , , , ,D69.8,C0796149,C563120, , 
Q7451019, , , , , , , , ,C3150874, ,C129305, 
Q7454942, , , , , , , , , , , , 
Tirosinemia tipo 2, , , , , , , , , , ,C129032, 
Q7501551, , , , , , , ,"E71.3,E71.312",C0342783,C537596,C84539, 
Sialidosis, , , , , , , ,E77.1,"C0023806,C0268226,C1850510", , , 
sialuria, , , , , , , , ,C0342853,D029461,C85067, 
Q7535394, , , , , , , ,Q81.0,C1858302,C536183, , 
Q7545701,hipotonía facial, , , , , , , ,C0796159,C537445, , 
Q7576389, , , , , , , , ,C0232981,C536875, , 
Q7577467, , , , , , , , , , , , 
Q7577468, , , , , , ,345.10,G25.3,C1834569,C537563, , 
Q7578954, , , , , , , ,Q77.7,C1849011,C564794, , 
Q7578957, , , , , , , , ,"C2748515,C2748516", , , 
Q7578959, , , , , , ,758.89,Q77.7,C0796173,C535799,C135088, 
Displasia espondiloepifisaria congénita, , , , , , ,756.9,Q77.7,"C0038015,C2745959",C535788, , 
Q7616403, , , , , , , ,L98.8,C1861456,C566112,C118636, 
Q7623555, , , , , , , , , , , , 
Q7632441, , , , , , , , ,C0340375,D001020,C85172, 
Q7632698, , , , , , ,270.8,E71.3,C0342792,C537527, , 
Q7662637, , , , , , , , ,C2699746,C538153,"C75003,C75005", 
Q7702722, , , , , , , , , , , , 
Q7702740, , , , , , , ,Q87.2,"C1846129,CL527371",C564554, , 
Q7706537, , , , , , ,277.6,E70.1,C1849700,C538382, , 
Q7707070, , , , , , , ,Q87.8,C1866656, , , 
Q7799748, , , , , , , ,"E03.0,E03.1",C1848805,C564766,C121751, 
Síndrome de Tietz, , ,Costocondritis, , , ,270.2, ,C0391816,C536919, , 
Q7824262, , , , , , , ,Q82.4,"C0406716,C0406735",C536736,C40553, 
Q7833752, , , , , , ,277.6,E74.8,C1291329,C563207, , 
Q7834264, , , , , , , ,Q81.2,C1851573,C536979, , 
Q7834286, , , , , , , ,P70.2,C1832386,C563322,C114899, 
Q7840696,diarrea, , , , , , , ,C1857276, , , 
Q7840841, , , , , , , , ,C0854699, , , 
Q7841074, , , , , , ,759.89,Q82.4,C0265333,C536549, , 
Q7852683, , , , , , , ,M11.2,C0263628, , , 
Tirosinemia tipo 3, ,"Q3877355,ascorbato de sodio", , , , , , , , , , 
Q7876086, , , , , , , , ,"C1833561,C3551173",563466,C173106, 
Q7879712,"Atresia anal,Estenosis pilórica,Pezón invertido,Pubertad tardía,Q18555947,Q55787042,Q7491270,Q7631147,comunicación interventricular,hernia inguinal,himen imperforado,hipodoncia,microfalosomía,obesidad,trastorno del ritmo cardíaco", , , , , ,759.89,Q71.8,C1866994,C536937, , 
Q7923095, , , , , , , ,"E71.3,E71.310","C0342784,C3887523", ,C98647, 
Q7924673, , , , , , ,995.1, ,C0473546,C536347, , 
Q7925271, , , , , , , ,Q87.8,C1855772,C535566,C138174, 
Q7939442, , , , , , ,757.39,Q82.8,C0265964,C536457, , 
Síndrome de Wilson-Turner, , , , , , , , ,C1839736, , , 
Q8029730,insuficiencia hepática, , , , , , ,E13,C0432217,C536739,C131007, 
Síndrome de Woodhouse Sakati, , , , , , ,759.89,Q87.8,C0342286,C536742, , 
Q8037184, , , , , , , , , , , , 
Q8038353, , , , , , ,259.8,Q82.8,C0406587,C536750, , 
Q8041552, , , , , , , , , , , , 
retraso mental ligado al X, , , , , , , , , ,D038901, , 
Q8041561, , , , , , , , , , , , 
Q8041562, , , , , , , , ,C1844934,C535380, , 
Q8046191, , , , , , , ,Q98.6,"C1507149,C2931163",C536297, , 
Q8054567, , , , ,contaminación atmosférica, , , , , , , 
Q8058422,ptosis palpebral, , , , , ,759.89,Q87.8,C1863557,C536717, , 
Síndrome de Yunis-Varon, , , , , , , ,Q87.8,C1857663,C536719, , 
Q8062938, , , , , , , , ,"C1849236,C2931299",C537590, , 
Q8067052, , , , , , , ,G71.8,C1836155,C563718, , 
Enfermedad de Laband, , , , , , ,759.89,Q87.8,C0796013,C536725, , 
Q8074019, , , , , , , ,Q12.0,"C2752078,C2930878",C535338, , 
Q8075299, , , , , , , ,Q87.8,C1848392,C536729, , 
Q9177591, , , , , , , , , , , , 
Q9182808, , , , , , , ,Q78.8,"C0432240,C0796176",C537502, , 
Q9190289, , , , , , , ,Q78.8,"C0220685,C0265260", ,C3816, 
Q9190340, , , , , , , ,G60.0, , ,C118782, 
Q9366868, , , , , , , , ,"C1859727,C1859728",C537440,C128805, 
Q9390205, , , , , , , ,Q87.2,C1863204,C538052, , 
Q9390211, , , , , , ,759.89,Q18.8,C0376524, , , 
Q9390213, , , , , , , , , ,C564874,C168990, 
Q9390217, , , , , , , , ,C1858695,C535459, , 
Q9390246, , , , , , , ,H18.5,C1857572,C535473, , 
Síndrome de Hoyeraal-Hreidarsson, , , , , , , ,D61.0,C1846142,C536068, , 
Síndrome de Netherton,"Q7840964,inflamación", , , , , , ,Q80.8,C0265962,D056770,C84922, 
Q9390341, , , , , , ,759.89,"G71.1,Q78.8",C0036391, ,C35008, 
Q9390344, , , , , , , , ,C1834523,C538400, , 
Q9390463,braquidactilia, , , , , , ,Q87.2,C1854466,C536958, , 
Q9390596, , , , , , , ,Q87.8,"C2931662,C3489725", , , 
Q9390597, , , , , , ,253.4,Q56.1,C0271582,C537919, , 
Q9390616, , , , , , , ,Q87.0,C1833136,C535909, , 
