diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
Bietti crystalline corneoretinal dystrophy, , , , , , , ,H15.5,C1859486,C535440
Bilateral frontoparietal polymicrogyria, , , , , , , ,Q04.3,C1847352,C564652
Bjornstad syndrome, , , , , , , , ,C0266006,C537633
Boomerang dysplasia, , , , , , ,756.9,Q87.1,C0432201,C536573
Brunner Syndrome, , , , , , , ,E70.8,C0796275,C563156
CD25 deficiency, , , , , , , ,D81.2,C1853392,C565232
Camptodactyly-arthropathy-coxa vara-pericarditis syndrome, , , , , , , , ,C1859690,C537560
carbamoyl phosphate synthetase I deficiency disease, , , , , , , ,E72.2,C0751753,D020165
Carney's triad, , ,"Carney complex,Carney-Stratakis syndrome", , , , ,D44.8,C1858592,C565803
Carvajal syndrome, , , , , , , , ,C1854063, 
Cavernous venous malformation, , , , , , , , , , 
CEDNIK syndrome, , , , , , , ,Q82.8,C1836033,C537943
Cernunnos deﬁciency, , , , , , , ,D81.1,C1969799,C566970
chondrodysplasia Blomstrand type, , , , , , , ,Q78.8,C1859148,C537914
clubbed thumb, , , , , , , , , , 
combined immunodeficiency, , , , , , ,279.2,"D81,D81.0,D81.1,D81.2,D81.3,D81.4,D81.5,D81.6,D81.7,D81.8,D81.9",C0494261, 
Complement 3 deficiency, , , , , , , ,D84.1,"C1332655,C3151071",C565169
congenital secretory chloride diarrhea 1,diarrhea, , , , , , , ,C0267662,C536210
Congenital distal spinal muscular atrophy, , , , , , , , , , 
congenital diarrhea 5 with tufting enteropathy, , , , , , , ,P78.3,C2750737,C567703
Craniofrontonasal dysplasia, , , , , , , ,Q87.1,C0220767,C536456
Cranio–lenticulo–sutural dysplasia, , , , , , , ,Q75.8,C1843042,C564332
Currarino syndrome, , , , , , ,759.89,Q87.8,"C1415596,C1531773,C1867774,C1867775",C536221
cyclic hematopoiesis, , , , , , ,288.02,"D70,D70.4",C0221023,C536227
D-bifunctional protein deficiency, , , , , , ,277.6,E71.3,C0342870,C536663
dentin dysplasia, , , , , , , ,K00.5,"C0011430,C4023558",D003805
Desmosterolosis, , , , , , ,272.8,Q87.8,C1865596,C566555
nonepidermolytic palmoplantar keratoderma, , , , , , , , ,"C0022584,C3489771",D015776
cataract 10 multiple types, , , , , , , ,Q12.0,C1833229,C563435
cataract 19 multiple types, , , , , , , ,Q12.0,C3809004, 
cataract 44, , , , , , , ,Q12.0, , 
cataract 17 multiple types, , , , , , , ,Q12.0,C1969062,C566923
cataract 23, , , , , , , ,Q12.0,"C1864879,C3808012", 
hypertrophic cardiomyopathy 9, , , , , , , , ,C1861065,C566044
retinitis pigmentosa 39, , , , , , , ,H35.5,C3151138, 
retinitis pigmentosa 71, , , , , , , ,H35.5,C4225342, 
retinitis pigmentosa 72, , , , , , , ,H35.5,C4225315, 
retinitis pigmentosa 74, , , , , , , ,H35.5,C4225281, 
"3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia", , , , , , , ,E71.1,C4225393, 
advanced sleep phase syndrome 2, , , , , , , , ,C3808874, 
autosomal dominant Alport syndrome, , , , , , , , , , 
Alzheimer disease 2, , , , , , , ,G30,C1863051,C536595
Alzheimer disease 3, , , , , , , , ,"C1843013,C1843014,C1843015", 
Leber congenital amaurosis 12, , , , , , , ,H35.5,C1857743,C565697
asphyxiating thoracic dystrophy 4, , , , , , , ,Q77.2,C3151185, 
autoimmune lymphoproliferative syndrome type 2A, , , , , , , ,D47.9,"C1519709,C1858968",C565833
Axenfeld-Rieger syndrome type 1, , , , , , , ,Q13.8,C3714873, 
Charcot-Marie-Tooth disease type 1D, , , , , , , ,G60.0,C1843247,C537985
Charcot-Marie-Tooth disease type 4C, , , , , , , ,G60.0, , 
Charcot-Marie-Tooth disease type 4J, , , , , , , ,G60.0,C1970011,C566984
Charcot-Marie-Tooth disease type 4D, , , , , , , ,G60.0,C1832334,C535716
Charcot-Marie-Tooth disease type 4B2, , , , , , , ,G60.0,"C1858278,C1858279,C1858280",C535421
Charcot-Marie-Tooth disease type 4H, , , , , , , ,G60.0, , 
Charcot-Marie-Tooth disease type 4B3, , , , , , , ,G60.0,C3695063, 
Charcot-Marie-Tooth disease type 4G, , , , , , , ,G60.0, , 
Charcot-Marie-Tooth disease recessive intermediate C, , , , , , , ,G60.0,C3809309, 
Charcot-Marie-Tooth disease dominant intermediate D, , , , , , , ,G60.0,C1843075,C564333
Charcot-Marie-Tooth disease recessive intermediate D, , , , , , , ,G60.0,C4015029, 
Charcot-Marie-Tooth disease dominant intermediate E, , , , , , , ,G60.0,C3280845, 
Charcot-Marie-Tooth disease dominant intermediate F, , , , , , , ,G60.0,C3554654, 
Charcot-Marie-Tooth disease X-linked dominant 1, , , , , , , ,G60.0, , 
Charcot-Marie-Tooth disease X-linked recessive 4, , , , , , , ,G60.0,C0795910, 
Leber congenital amaurosis 5, , , , , , , ,H35.5,C1858301,C536602
Leber congenital amaurosis 17, , , , , , , ,H35.5,C3715164, 
Brugada syndrome 3, , , , , , , ,I49.8,C2678478,C567509
Brugada syndrome 5, , , , , , , ,I49.8,"C2748541,C2748542", 
Brugada syndrome 6, , , , , , , ,I49.8,C2751089,C567735
cataract 6 multiple types, , , , , , , ,Q12.0,C1861825, 
cataract 16 multiple types, , , , , , , ,Q12.0, , 
autosomal recessive limb-girdle muscular dystrophy type 2E, , , , , , , ,G71.0,"C1858593,C2930900", 
autosomal recessive limb-girdle muscular dystrophy type 2F, , , , , , , ,G71.0,C1832525,C535896
autosomal recessive limb-girdle muscular dystrophy type 2J, , , , , , , ,G71.0,C1837342,C563854
autosomal recessive limb-girdle muscular dystrophy type 2R, , , , , , , ,G71.0,C3809137, 
autosomal recessive limb-girdle muscular dystrophy type 2T, , , , , , , ,"G71.0,G71.2",C3714932, 
autosomal recessive limb-girdle muscular dystrophy type 2U, , , , , , , ,G71.0, , 
Leber congenital amaurosis 6, , , , , , , ,H35.5,C1854260,C565327
Leber congenital amaurosis 3, , , , , , , ,H35.5,"C1858677,C2751780",C565814
Leber congenital amaurosis 7, , , , , , , ,H35.5,C3151192, 
osteogenesis imperfecta type 7, , , , , , , ,Q78.0,C1853162, 
osteogenesis imperfecta type 2, , , , , , , ,Q78.0, , 
osteogenesis imperfecta type 14, , , , , , , ,Q78.0,C3554428, 
osteogenesis imperfecta type 10, , , , , , , ,Q78.0,C3151211, 
dilated cardiomyopathy 1J, , , , , , , , ,C1854368,C565337
dilated cardiomyopathy 1X, , , , , , , ,I42.0,C1969024,C566907
dilated cardiomyopathy 1DD, , , , , , , ,I42.0,C2750995,C567725
dilated cardiomyopathy 1HH, , , , , , , ,I42.0,C3151293, 
dilated cardiomyopathy 1M, , , , , , , ,I42.0,C1843808,C564390
dilated cardiomyopathy 1O, , , , , , , ,I42.0,C1837839,C563906
dilated cardiomyopathy 1S, , , , , , , ,I42.0,"C1834481,C3150690",C563538
dilated cardiomyopathy 1R, , , , , , , ,I42.0,"C3150681,C3150682", 
dilated cardiomyopathy 1BB, , , , , , , ,I42.0,C2752072,C567877
dilated cardiomyopathy 2A, , , , , , , ,I42.0,C2678474, 
autosomal recessive nonsyndromic deafness 102, , , , , , , ,H90.3,C3892050, 
autosomal recessive nonsyndromic deafness 104, , , , , , , ,H90.3,C4225298, 
autosomal recessive nonsyndromic deafness 12, , , , , , , ,H90.3,C1832394,C563327
autosomal recessive nonsyndromic deafness 16, , , , , , , ,H90.3,C1863561,C566339
autosomal recessive nonsyndromic deafness 18B, , , , , , , ,H90.3,C3554163, 
autosomal recessive nonsyndromic deafness 2, , , , , , , ,H90.3,C1838701,C564007
autosomal recessive nonsyndromic deafness 22, , , , , , , ,H90.3,C1846896,C564633
autosomal recessive nonsyndromic deafness 23, , , , , , , ,H90.3,C1836027,C563705
autosomal recessive nonsyndromic deafness 25, , , , , , , ,H90.3,C1414017, 
autosomal recessive nonsyndromic deafness 29, , , , , , , ,H90.3,C3279660, 
autosomal recessive nonsyndromic deafness 30, , , , , , , ,H90.3,C1846784,C564624
autosomal recessive nonsyndromic deafness 31, , , , , , , ,H90.3,C1846839,C564629
autosomal recessive nonsyndromic deafness 36, , , , , , , ,H90.3,"C1837007,C3149566",C563815
autosomal recessive nonsyndromic deafness 39, , , , , , , ,H90.3,C1842342,C564265
autosomal recessive nonsyndromic deafness 44, , , , , , , ,H90.3,C1857809,C565716
autosomal recessive nonsyndromic deafness 49, , , , , , , ,H90.3,C1857811,C565717
autosomal recessive nonsyndromic deafness 53, , , , , , , ,H90.3,C1864746,C566453
autosomal recessive nonsyndromic deafness 6, , , , , , , ,H90.3,C1832992,C563418
autosomal recessive nonsyndromic deafness 63, , , , , , , ,H90.3,C1969621,C566951
autosomal recessive nonsyndromic deafness 67, , , , , , , ,H90.3,C1853223,C565207
autosomal recessive nonsyndromic deafness 7, , , , , , , ,H90.3,C1832978,C563417
autosomal recessive nonsyndromic deafness 70, , , , , , , ,H90.3,C1824925, 
autosomal recessive nonsyndromic deafness 76, , , , , , , ,H90.3,C3147083, 
autosomal recessive nonsyndromic deafness 79, , , , , , , ,H90.3,C2750082,C567651
autosomal recessive nonsyndromic deafness 84A, , , , , , , ,H90.3,C3150654, 
autosomal recessive nonsyndromic deafness 84B, , , , , , , ,H90.3,C3554159, 
autosomal recessive nonsyndromic deafness 86, , , , , , , ,H90.3,C2829265, 
autosomal recessive nonsyndromic deafness 89, , , , , , , ,H90.3,C3151351, 
autosomal recessive nonsyndromic deafness 9, , , , , , , ,H90.3,"C1832828,C1832830", 
autosomal recessive nonsyndromic deafness 93, , , , , , , ,H90.3,"C3470075,C3888355", 
autosomal recessive nonsyndromic deafness 97, , , , , , , ,H90.3,C4084709, 
autosomal dominant nonsyndromic deafness 10, , , , , , , ,H90.3,C1832476,C563354
autosomal dominant nonsyndromic deafness 12, , , , , , , ,H90.3,C1832187,C563295
autosomal dominant nonsyndromic deafness 15, , , , , , , ,H90.3,C1865366,C566545
autosomal dominant nonsyndromic deafness 20, , , , , , , ,H90.3,C1858172,C565754
autosomal dominant nonsyndromic deafness 23, , , , , , , ,H90.3,C1854594,C565357
autosomal dominant nonsyndromic deafness 25, , , , , , , ,H90.3,C1854158,C565319
autosomal dominant nonsyndromic deafness 2A, , , , , , , ,H90.3,C2677637,C567441
autosomal dominant nonsyndromic deafness 36, , , , , , , ,H90.3,C1847626,C564675
autosomal dominant nonsyndromic deafness 3B, , , , , , , ,H90.3,C2675237,C567215
autosomal dominant nonsyndromic deafness 41, , , , , , , ,H90.3,C1842371,C564272
autosomal dominant nonsyndromic deafness 4A, , , , , , , ,H90.3,C1833503,C563460
autosomal dominant nonsyndromic deafness 5, , , , , , , ,H90.3,C1832932,C563410
autosomal dominant nonsyndromic deafness 56, , , , , , , ,H90.3,C3810170, 
autosomal dominant nonsyndromic deafness 64, , , , , , , ,H90.3,C3279948, 
autosomal dominant nonsyndromic deafness 66, , , , , , , ,H90.3,C4283893, 
autosomal dominant nonsyndromic deafness 68, , , , , , , ,H90.3,C4225240, 
autosomal dominant nonsyndromic deafness 70, , , , , , , ,H90.3,C4310775, 
autosomal dominant nonsyndromic deafness 9, , , , , , , ,H90.3,C1832425,C563335
primary ciliary dyskinesia 21, , , , , , , ,Q34.8,C3809087, 
primary ciliary dyskinesia 14, , , , , , , ,Q34.8,C3151136, 
primary ciliary dyskinesia 29, , , , , , , ,Q34.8,C4014534, 
primary ciliary dyskinesia 11, , , , , , , ,Q34.8,C2675229,C567212
primary ciliary dyskinesia 18, , , , , , , ,Q34.8,C3543825, 
primary ciliary dyskinesia 6, , , , , , , ,Q34.8,C1970506,C567057
primary ciliary dyskinesia 19, , , , , , , ,Q34.8,C3543826, 
primary ciliary dyskinesia 34, , , , , , , , ,C4310722, 
primary ciliary dyskinesia 10, , , , , , , ,Q34.8,C2675867,C567287
primary ciliary dyskinesia 25, , , , , , , ,Q34.8,C3809641, 
primary ciliary dyskinesia 13, , , , , , , ,Q34.8,C2750790,C567713
primary ciliary dyskinesia 35, , , , , , , , ,C4310721, 
primary ciliary dyskinesia 9, , , , , , , ,Q34.8,C2676235,C567310
primary ciliary dyskinesia 30, , , , , , , ,Q34.8,C4015016, 
primary ciliary dyskinesia 2, , , , , , , ,Q34.8,C1847554,C535277
primary ciliary dyskinesia 24, , , , , , , ,Q34.8,C3809634, 
methylmalonic acidemia cblA type, , , , , , , ,E71.1,C1855109,C537360
basal laminar drusen, , , , , , , ,H35.5,C0730295,C563034
familial temporal lobe epilepsy 5, , , , , , , , , , 
autosomal dominant Robinow syndrome 2, , , , , , , ,Q87.1,C4225363, 
autosomal dominant Robinow syndrome 1, , , , , , , , ,C0265205, 
"T-cell immunodeficiency, congenital alopecia, and nail dystrophy", , , , , , , ,D82.8,C1866426,C536781
cleft lip-palate-ectodermal dysplasia syndrome, , , , , , , , , ,C536726
congenital diarrhea 7 with exudative enteropathy,diarrhea, , , , , , ,P78.3,C4014516, 
congenital diarrhea 6,diarrhea, , , , , , ,P78.3,C3553270, 
"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3", , , , , , , , ,C0406704,C536189
adult-onset autosomal dominant demyelinating leukodystrophy, , , , , , , ,E75.2,"C1868512,C3164344",C566813
hypomyelinating leukodystrophy 10, , , , , , , , ,C4225332, 
hypomyelinating leukodystrophy 3, , , , , , , ,E75.2, , 
hypomyelinating leukodystrophy 11, , , , , , , ,G11.1,C4225305, 
hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism, , , , , , , ,"E75.2,G11.1",C3502054, 
hypomyelinating leukodystrophy 12, , , , , , , , ,C4225247, 
hypomyelinating leukodystrophy 6, , , , , , , ,E75.2, , 
syndromic X-linked intellectual disability Claes-Jensen type, , , , , , , ,Q87.8,C1845243,C564494
syndromic X-linked intellectual disability Turner type, , , , , , , ,Q87.8,C2678046,C567476
Miles-Carpenter syndrome, , , , , , , ,Q87.8,C1839735,C537472
syndromic X-linked intellectual disability 34, , , , , , , , ,C4225417, 
syndromic X-linked intellectual disability Cabezas type, , , , , , , ,Q87.8, , 
syndromic X-linked intellectual disability Raymond type, , , , , , , ,Q87.8,"C2749033,C3275406", 
syndromic X-linked intellectual disability Shashi type, , , , , , , ,Q87.8,C1846145,C537135
X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,heart failure, , , , , , , ,C3550913, 
isolated microphthalmia 4, , , , , , , ,Q11.0, , 
isolated microphthalmia 7, , , , , , , ,Q11.0, , 
isolated microphthalmia 8, , , , , , , ,Q11.0,C3554524, 
Distal hereditary motor neuropathy type V, , , , , , , ,G12.2,C1833308, 
Hemochromatosis type 4, , , , , , , ,E83.1,C1853733,C537249
Ischiopatellar dysplasia, , , , , , , ,Q74.1,"C1840061,C1868581",C535540
IVIC Syndrome, , , , , , , ,Q71.8,C1327918,C535544
Snyder-Robinson syndrome, , , , , , ,758.89,Q87.8,C0796160,C536678
spondyloepiphyseal dysplasia tarda, , , , , , ,756.9,Q77.7,C1866717,C566658
mitochondrial complex I deficiency, , , , , , , ,G71.3,"C1838979,C2936907",C537475
Beta-ureidopropionase deficiency, , , , , , ,277.6,E79.8,C1291512,C563210
autosomal recessive limb-girdle muscular dystrophy type 2D, , , , , , , ,G71.0,"C1842550,C2936332", 
distal muscular dystrophy 4, , , , , , , , , , 
caspase-8 deficiency, , , , , , , ,D47.9,C1846545, 
DOCK8 deficiency, , , , , , , , , , 
Alpha-aminoadipic and alpha-ketoadipic aciduria, , , , , , , ,E72.3,C1859817, 
MECP2 duplication syndrome, , , , , , , , ,C1846058,C537723
Isolated congenital asplenia, , , , , , , ,Q89.0,"C0685889,C1849084",C563028
ataxia-pancytopenia syndrome, , , , , , , ,D61.0,C1327919,C563233
Spondylo-ocular syndrome, , , , , , , ,Q87.5,"C1853925,CL510501",C565285
encephalopathy due to hydroxykynureninuria, , , , , , ,270.2,E70.8,C0268474,C536081
poikiloderma with neutropenia,neutropenia, , , , , , ,D82.8,C1858723,C565820
DMD-related dilated cardiomyopathy, , , , , , ,425.4,I42.0,C3668940,C580047
von Willebrand's disease 1, , , , , , , , ,C1264039,D056725
Noonan syndrome 3, , , , , , , ,Q87.1,C1860991,C537847
Noonan syndrome 5, , , , , , , ,Q87.1,C1969057,C548083
Noonan syndrome 6, , , , , , , ,Q87.1,C2750732,C548084
Noonan syndrome 8, , , , , , , ,Q87.1,C3809233, 
Noonan syndrome 10, , , , , , , ,Q87.1,C4225280, 
mitochondrial complex III deficiency nuclear type 1, , , , , , , ,E88.8, , 
mitochondrial complex III deficiency nuclear type 4, , , , , , , , ,C3554607, 
mitochondrial complex III deficiency nuclear type 6, , , , , , , , ,C3809553, 
mitochondrial complex III deficiency nuclear type 8, , , , , , , , ,C4014440, 
mitochondrial DNA depletion syndrome 2, , , , , , ,359.89,G71.3,"C3149750,C3501891",C563698
mitochondrial DNA depletion syndrome 4b, , , , , , , , ,C3150914, 
mitochondrial DNA depletion syndrome 6, , , , , , , , , ,C538344
mitochondrial DNA depletion syndrome 8a, , , , , , , ,G31.8,"C2749861,C2749862,C3150172",C536350
mitochondrial DNA depletion syndrome 11, , , , , , , ,G71.3,C3554462, 
mitochondrial DNA depletion syndrome 13, , , , , , , ,E88.8,C3809592, 
Sengers syndrome, , , , , , , , , ,C538280
multiple mitochondrial dysfunctions syndrome 2, , , , , , , ,E88.8,C3280378, 
multiple mitochondrial dysfunctions syndrome 4, , , , , , , , ,C4225348, 
multiple congenital anomalies-hypotonia-seizures syndrome 1, , , , , , , ,Q87.8,C3279775, 
multiple congenital anomalies-hypotonia-seizures syndrome 2, , , , , , , ,Q87.8,C3275508, 
mosaic variegated aneuploidy syndrome 1, , , , ,aneuploidy, , , ,CN031748,C536987
alpha-2-plasmin inhibitor deficiency,bleeding, , , , , , ,D68.8,C2752081,C537777
isolated anhidrosis with normal sweat glands, , , , , , , , ,C1862871, 
X-linked cleft palate with or without ankyloglossia,ankyloglossia, , , , , , , ,C1844830,C536426
advanced sleep phase syndrome 3, , , , , , , , ,C4225169, 
amelogenesis imperfecta type 1G, , , , , , ,520.5,K00.5,"C0403549,C2931783",C538241
FTDALS4, , , , , , , , ,C4225325, 
arrhythmogenic right ventricular dysplasia 2, , , , , , , ,I42.8,C1832931,C563409
arrhythmogenic right ventricular dysplasia 8, , , , , , , ,I42.8,C1843896,C564400
arrhythmogenic right ventricular dysplasia 10, , , , , , , ,I42.8,C1857777,C565707
arrhythmogenic right ventricular dysplasia 12, , , , , , , ,I42.8,C1969081,C566925
short-rib thoracic dysplasia 7 with or without polydactyly, , , , , , , ,Q77.2,C3279792, 
short-rib thoracic dysplasia 8 with or without polydactyly, , , , , , , ,Q77.2,C3809691, 
short-rib thoracic dysplasia 14 with polydactyly, , , , , , , ,Q04.3,C4225286, 
Charcot-Marie-Tooth disease type 2A1, , , , , , , ,G60.0, , 
Charcot-Marie-Tooth disease type 2B1, , , , , , , ,G60.0,C1854154,C537990
muscular dystrophy-dystroglycanopathy type B6, , , , , , , ,G71.2,C1837229,C563844
long QT syndrome 2, , , , , , , ,I45.8, , 
long QT syndrome 5, , , , , , , ,I45.8, , 
long QT syndrome 9, , , , , , , ,I45.8,C2678485,C567515
long QT syndrome 12, , , , , , , ,I45.8,C2751830,C567842
long QT syndrome 14, , , , , , , ,I45.8,C4015671, 
long QT syndrome 15, , , , , , , ,I45.8,C4015695, 
congenital myasthenic syndrome 15, , , , , , , , ,C4015596, 
congenital myasthenic syndrome 12, , , , , , , , ,"C1864649,C3552335", 
congenital myasthenic syndrome 1B, , , , , , , , ,C1837122, 
congenital myasthenic syndrome 3C, , , , , , , , ,C4225370, 
congenital myasthenic syndrome 3A, , , , , , , , ,C4225372, 
congenital myasthenic syndrome 14, , , , , , , , ,C4015597, 
congenital myasthenic syndrome 9, , , , , , , , ,C4225368, 
congenital myasthenic syndrome 21, , , , , , , , ,C4310654, 
congenital myasthenic syndrome 17, , , , , , , , ,C4225377, 
congenital myasthenic syndrome 13, , , , , , , , ,C3553645, 
congenital myasthenic syndrome 4B, , , , , , , , ,C4225369, 
congenital myasthenic syndrome 4C, , , , , , , , ,"C1837091,C1837092,C1837094", 
congenital myasthenic syndrome 2C, , , , , , , , ,C4225373, 
congenital myasthenic syndrome 16, , , , , , , , ,"C3280112,C3502630", 
hypotrichosis 2, , , ,smoking, , , , ,C1840299, 
hypotrichosis 6, , , , , , , , ,C1842839,C564312
hypotrichosis 8, , , , , , , , ,"C1848435,C3279470",C566950
hypotrichosis 12, , , , , , , , ,C4014563, 
Oguchi disease-2, , , , , , , , ,C3150678, 
congenital stationary night blindness autosomal dominant 3, , , , , , , , ,C1864870,C566475
Warburg micro syndrome 3, , , , , , , ,Q87.0,C3280203, 
neuronal ceroid lipofuscinosis 4B, , , , , , , ,E75.4,C1834207, 
neuronal ceroid lipofuscinosis 11, , , , , , , ,E75.4,C3539123, 
neurodegeneration with brain iron accumulation 5, , , , , , , ,G23.0,C3550973, 
type 1 diabetes mellitus 2, , , , , , , ,E10,C1852092,C565100
type 1 diabetes mellitus 20, , , , , , , ,E10,C2675866,C567286
hereditary spastic paraplegia 10, , , , , , , ,G11.4,C1858712,C537482
hereditary spastic paraplegia 12, , , , , , , ,G11.4,C1858106,C537484
hereditary spastic paraplegia 15, , , , , , , ,G11.4,C1849128,C536642
hereditary spastic paraplegia 17, , , , , , , ,G11.4,"C2931276,CN074197",C536644
hereditary spastic paraplegia 18, , , , , , , ,G11.4,C2749936,C567628
hereditary spastic paraplegia 26, , , , , , , ,G11.4,C1836632,C536862
hereditary spastic paraplegia 28, , , , , , , ,G11.4,C1836295,C563732
hereditary spastic paraplegia 31, , , , , , , ,G11.4,C1853247,C565210
hereditary spastic paraplegia 35, , , , , , , ,G11.4,"C1823105,C3668943", 
hereditary spastic paraplegia 3A, , , , , , , ,G11.4,C2931355,C536864
hereditary spastic paraplegia 43, , , , , , , ,G11.4,C2680446, 
hereditary spastic paraplegia 45, , , , , , , ,G11.4,C2680447, 
hereditary spastic paraplegia 47, , , , , , , , ,C3279738, 
hereditary spastic paraplegia 49, , , , , , , ,G11.4,C3542549, 
hereditary spastic paraplegia 50, , , , , , , , ,C2752008,C567858
hereditary spastic paraplegia 52, , , , , , , , ,C3279743, 
hereditary spastic paraplegia 54, , , , , , , ,G11.4,C3539495, 
hereditary spastic paraplegia 55, , , , , , , ,G11.4,C3539506, 
hereditary spastic paraplegia 57, , , , , , , ,G11.4,C3714897, 
hereditary spastic paraplegia 6, , , , , , , ,G11.4,C1838192,C536866
hereditary spastic paraplegia 62, , , , , , , ,G11.4,C4284588, 
hereditary spastic paraplegia 64, , , , , , , ,G11.4,C3810289, 
hereditary spastic paraplegia 73, , , , , , , ,G11.4,C4225387, 
hereditary spastic paraplegia 75, , , , , , , ,G11.4,C4225250, 
hereditary spastic paraplegia 77, , , , , , , ,G11.4,C4310750, 
hereditary spastic paraplegia 9A, , , , , , , ,G11.4,C1832669,C536868
autosomal recessive complex spastic paraplegia type 9B, , , , , , , ,G11.4,C4225272, 
Usher syndrome type 1D, , , , , , , ,H35.5,"C1832845,C3152102,C3275872", 
Usher syndrome type 1G, , , , , , , ,H35.5,C1847089,C564643
Usher syndrome type 2A, , , , , , , ,H35.5,C1848634,C536490
Usher syndrome type 2D, , , , , , , ,H35.5,C1568249, 
Usher syndrome type 3A, , , , , , , ,H35.5, , 
xeroderma pigmentosum variant type, , , , , , , ,Q82.1,"C0432328,C1848410",C536766
rhizomelic chondrodysplasia punctata type 2, , , , , , , ,Q77.3, , 
rhizomelic chondrodysplasia punctata type 5, , , , , , , , ,C4225237, 
polycystic kidney disease 3, , , , , , , , ,C1418603, 
congenital stationary night blindness autosomal dominant 2, , , , , , , , ,C1876182,C566869
congenital stationary night blindness 1B, , , , , , , , ,C1850362, 
congenital stationary night blindness 1C, , , , , , , , ,C2750747,C567704
congenital stationary night blindness 1E, , , , , , , , ,C3281215, 
holoprosencephaly 7, , , , , , , , ,C1835820,C563660
holoprosencephaly 4, , , , , , , , ,C1840528,C564180
inflammatory bowel disease 19, , , , , , , , ,C2677079,C567372
inflammatory bowel disease 28, , , , , , , , ,C2751053,C567728
leukocyte adhesion deficiency 3, , , , , , , , , , 
hereditary spherocytosis type 2, , , , , , , , ,C2674219, 
hereditary spherocytosis type 5, , , , , , , , ,C2675192,C567202
familial hemophagocytic lymphohistiocytosis 4, , , , , , , , ,C1863728,C537252
nemaline myopathy 1, , , , , , , , ,"C1836448,C3714994",C538348
nemaline myopathy 8, , , , , , , , ,C3809209, 
nemaline myopathy 4, , , , , , , , ,"C1836447,C3807907",C538351
nemaline myopathy 7, , , , , , , , ,C1853154,C565198
nemaline myopathy 5, , , , , , , ,G71.2,C1854380,C538397
autosomal recessive osteopetrosis 5, , , , , , , , ,C1968603,C566883
autosomal recessive osteopetrosis 8, , , , , , , , ,C3554478, 
autosomal recessive osteopetrosis 4, , , , , , , , ,C1969106,C566933
autosomal recessive osteopetrosis 7, , , , , , , ,Q78.2,C2676766,C567354
Waardenburg syndrome type 2A, , , , , , , , ,C1860339,C536464
Waardenburg syndrome type 4A, , , , , , , , ,C1848519, 
Waardenburg syndrome type 4C, , , , , , , , ,C2750452,C567679
brachydactyly type A1, , , , , , , , , , 
brachydactyly type C, , , , , , , ,Q73.8,"C1300268,C1862103",C537093
brachydactyly type B2, , , , , , , ,Q73.8,C1969652, 
brachydactyly type A1C, , , , , , , , ,C3554446, 
Joubert syndrome 16, , , , , , , , ,C3280906, 
Joubert syndrome 3, , , , , , , , ,C1837713,C536295
Joubert syndrome 5, , , , , , , , ,C1857780,C537688
cone-rod dystrophy 2, , , , , , ,362.75, ,"C0035334,CN074280", 
X-linked cone-rod dystrophy 1, , , , , , , , ,"C1844776,C1844777", 
cone-rod dystrophy 6, , , , , , , , ,C1866293,C538363
cone-rod dystrophy 3, , , , , , , , ,C1858806,C565827
cone-rod dystrophy 13, , , , , , , , ,C2750720,C567698
cone-rod dystrophy 11, , , , , , , , ,C1835865,C563671
cone-rod dystrophy 9, , , , , , , , ,C1423873, 
cone-rod dystrophy 16, , , , , , , , ,"C3281045,C3281046", 
cone-rod dystrophy 19, , , , , , , , ,C4014501, 
hemochromatosis type 2A, , , , , , , , , , 
"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2", , , , , , , ,F01.1,C4225211, 
hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase, , , , , , , ,E72.1,C3151058, 
glycogen storage disease IXb,left upper quadrant abdominal rigidity, , , , , , ,E74.0,"C0543514,C1849812",C563008
glycogen storage disease IXc,left upper quadrant abdominal rigidity, , , , , , ,E74.0, , 
platelet-type bleeding disorder 10,bleeding, , , , , , , ,C1842090,C564245
platelet-type bleeding disorder 14,bleeding, , , , , , , ,C0398635,C562866
platelet-type bleeding disorder 17, , , , , , , ,D69.1,C0272302, 
platelet-type bleeding disorder 18,bleeding, , , , , , ,D69.1,C4014584, 
platelet-type bleeding disorder 15,bleeding, , , , , , , ,C3554663, 
platelet-type bleeding disorder 20, , , , , , , , ,C4310797, 
platelet-type bleeding disorder 11,bleeding, , , , , , ,D69.8,C3280120, 
congenital bile acid synthesis defect 5, , , , , , , , ,C4225390, 
progressive familial heart block type IB, , , , , , ,426.6, ,C1970298,C567037
Fanconi anemia complementation group T, , , , , , , , ,C4084840, 
Fanconi anemia complementation group D2, , , , , , , , ,C3160738, 
Fanconi anemia complementation group U, , , , , , , , ,C4310651, 
Fanconi anemia complementation group C, , , , , , , , ,C3468041, 
Fanconi anemia complementation group D1, , , , , , , , ,C1838457,C563980
Fanconi anemia complementation group R, , , , , , , , ,C4284093, 
