diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
Charcot-Marie-Tooth disease dominant intermediate E, , , , , , , ,G60.0,C3280845, 
Charcot-Marie-Tooth disease dominant intermediate F, , , , , , , ,G60.0,C3554654, 
Charcot-Marie-Tooth disease X-linked dominant 6, , , , , , , ,G60.0,C3806702, 
Charcot-Marie-Tooth disease X-linked dominant 1, , , , , , , ,G60.0, , 
Charcot-Marie-Tooth disease X-linked recessive 5, , , , , , , ,G60.0,C1839566, 
Charcot-Marie-Tooth disease X-linked recessive 4, , , , , , , ,G60.0,C0795910, 
isolated cleft palate, , , , , , , ,"Q35.1,Q35.3,Q35.5,Q35.7,Q35.9",C1837218, 
Leber congenital amaurosis 5, , , , , , , ,H35.5,C1858301,C536602
Leber congenital amaurosis 11, , , , , , , ,H35.5,C1840284,C564140
Leber congenital amaurosis 17, , , , , , , ,H35.5,C3715164, 
Brugada syndrome 3, , , , , , , ,I49.8,C2678478,C567509
Brugada syndrome 4, , , , , , , ,I49.8,C2678477,C567508
Brugada syndrome 5, , , , , , , ,I49.8,"C2748541,C2748542", 
Brugada syndrome 6, , , , , , , ,I49.8,C2751089,C567735
Brugada syndrome 8, , , , , , , ,I49.8,C2751083,C567732
cataract 6 multiple types, , , , , , , ,Q12.0,C1861825, 
cataract 11 multiple types, , , , , , , ,Q12.0,"C1864567,C3808029",C535344
cataract 16 multiple types, , , , , , , ,Q12.0, , 
cataract 31 multiple types, , , , , , , ,Q12.0,C1854311,C535343
autosomal recessive limb-girdle muscular dystrophy type 2E, , , , , , , ,G71.0,"C1858593,C2930900", 
autosomal recessive limb-girdle muscular dystrophy type 2F, , , , , , , ,G71.0,C1832525,C535896
autosomal recessive limb-girdle muscular dystrophy type 2H, , , , , , ,359.89,G71.0,C0270968,C535897
autosomal recessive limb-girdle muscular dystrophy type 2Q, , , , , , , ,G71.0,C3150989, 
autosomal recessive limb-girdle muscular dystrophy type 2R, , , , , , , ,G71.0,C3809137, 
autosomal recessive limb-girdle muscular dystrophy type 2U, , , , , , , ,G71.0, , 
autosomal recessive limb-girdle muscular dystrophy type 2N, , , , , , , ,G71.0,C3150418, 
Leber congenital amaurosis 13, , , , , , , ,H35.5,"C2675186,C3150208",C567197
Leber congenital amaurosis 3, , , , , , , ,H35.5,"C1858677,C2751780",C565814
Leber congenital amaurosis 4, , , , , , , ,H35.5,"C1858386,C2751763,C2751764",C565778
Leber congenital amaurosis 7, , , , , , , ,H35.5,C3151192, 
osteogenesis imperfecta type 8, , , , , , , ,Q78.0,C1970458,C536049
osteogenesis imperfecta type 7, , , , , , , ,Q78.0,C1853162, 
osteogenesis imperfecta type 4, , , , , , , ,Q78.0, , 
osteogenesis imperfecta type 14, , , , , , , ,Q78.0,C3554428, 
osteogenesis imperfecta type 5, , , , , , , ,Q78.0,"C1970414,C2931093","C536046,C567042"
osteogenesis imperfecta type 15, , , , , , , ,Q78.0,C3808844, 
osteogenesis imperfecta type 12, , , , , , , ,Q78.0,C3151433, 
dilated cardiomyopathy 1W, , , , , , , ,I42.0,C1969639,C566954
dilated cardiomyopathy 1DD, , , , , , , ,I42.0,C2750995,C567725
dilated cardiomyopathy 1HH, , , , , , , ,I42.0,C3151293, 
dilated cardiomyopathy 1M, , , , , , , ,I42.0,C1843808,C564390
dilated cardiomyopathy 1II, , , , , , , ,I42.0,C3554649, 
dilated cardiomyopathy 1O, , , , , , , ,I42.0,C1837839,C563906
dilated cardiomyopathy 1EE, , , , , , , ,I42.0,C2750466,C567683
dilated cardiomyopathy 1S, , , , , , , ,I42.0,"C1834481,C3150690",C563538
dilated cardiomyopathy 1U, , , , , , , ,I42.0,C3160720,C566296
dilated cardiomyopathy 1R, , , , , , , ,I42.0,"C3150681,C3150682", 
dilated cardiomyopathy 1Y, , , , , , , ,I42.0,"C2678476,C3808145",C567507
dilated cardiomyopathy 1BB, , , , , , , ,I42.0,C2752072,C567877
dilated cardiomyopathy 2A, , , , , , , ,I42.0,C2678474, 
autosomal recessive nonsyndromic deafness 101, , , , , , , ,H90.3,C3892049, 
autosomal recessive nonsyndromic deafness 102, , , , , , , ,H90.3,C3892050, 
autosomal recessive nonsyndromic deafness 103, , , , , , , ,H90.3,C4015050, 
autosomal recessive nonsyndromic deafness 104, , , , , , , ,H90.3,C4225298, 
autosomal recessive nonsyndromic deafness 105, , , , , , , ,H90.3,C4310777, 
autosomal recessive nonsyndromic deafness 12, , , , , , , ,H90.3,C1832394,C563327
autosomal recessive nonsyndromic deafness 15, , , , , , , ,H90.3,C1866094,C566611
autosomal recessive nonsyndromic deafness 16, , , , , , , ,H90.3,C1863561,C566339
autosomal recessive nonsyndromic deafness 18A, , , , , , , ,H90.3,C1865870,C566580
autosomal recessive nonsyndromic deafness 18B, , , , , , , ,H90.3,C3554163, 
autosomal recessive nonsyndromic deafness 1B, , , , , , , ,H90.3,C2675235,C567213
autosomal recessive nonsyndromic deafness 2, , , , , , , ,H90.3,C1838701,C564007
autosomal recessive nonsyndromic deafness 22, , , , , , , ,H90.3,C1846896,C564633
autosomal recessive nonsyndromic deafness 23, , , , , , , ,H90.3,C1836027,C563705
autosomal recessive nonsyndromic deafness 24, , , , , , , ,H90.3,C1970239,C567027
autosomal recessive nonsyndromic deafness 28, , , , , , , ,H90.3,C1853276,C565218
autosomal recessive nonsyndromic deafness 29, , , , , , , ,H90.3,C3279660, 
autosomal recessive nonsyndromic deafness 3, , , , , , , ,H90.3,C1838263,C563961
autosomal recessive nonsyndromic deafness 30, , , , , , , ,H90.3,C1846784,C564624
autosomal recessive nonsyndromic deafness 31, , , , , , , ,H90.3,C1846839,C564629
autosomal recessive nonsyndromic deafness 35, , , , , , , ,H90.3,C1837857,C563908
autosomal recessive nonsyndromic deafness 36, , , , , , , ,H90.3,"C1837007,C3149566",C563815
autosomal recessive nonsyndromic deafness 37, , , , , , , ,H90.3,C1843028,C564331
autosomal recessive nonsyndromic deafness 39, , , , , , , ,H90.3,C1842342,C564265
autosomal recessive nonsyndromic deafness 42, , , , , , , ,H90.3,C1864818,C566460
autosomal recessive nonsyndromic deafness 44, , , , , , , ,H90.3,C1857809,C565716
autosomal recessive nonsyndromic deafness 48, , , , , , , ,H90.3,C1836199,C563720
autosomal recessive nonsyndromic deafness 49, , , , , , , ,H90.3,C1857811,C565717
autosomal recessive nonsyndromic deafness 53, , , , , , , ,H90.3,C1864746,C566453
autosomal recessive nonsyndromic deafness 59, , , , , , , ,H90.3,C1857744,C565698
autosomal recessive nonsyndromic deafness 61, , , , , , , ,H90.3,C3151230, 
autosomal recessive nonsyndromic deafness 63, , , , , , , ,H90.3,C1969621,C566951
autosomal recessive nonsyndromic deafness 66, , , , , , , ,H90.3,C1857750,C565701
autosomal recessive nonsyndromic deafness 67, , , , , , , ,H90.3,C1853223,C565207
autosomal recessive nonsyndromic deafness 68, , , , , , , ,H90.3,C1835854,C563669
autosomal recessive nonsyndromic deafness 7, , , , , , , ,H90.3,C1832978,C563417
autosomal recessive nonsyndromic deafness 70, , , , , , , ,H90.3,C1824925, 
autosomal recessive nonsyndromic deafness 74, , , , , , , ,H90.3,C2239351, 
autosomal recessive nonsyndromic deafness 77, , , , , , , ,H90.3,C2746083,C567543
autosomal recessive nonsyndromic deafness 8, , , , , , , ,H90.3,C1832827, 
autosomal recessive nonsyndromic deafness 84A, , , , , , , ,H90.3,C3150654, 
autosomal recessive nonsyndromic deafness 84B, , , , , , , ,H90.3,C3554159, 
autosomal recessive nonsyndromic deafness 86, , , , , , , ,H90.3,C2829265, 
autosomal recessive nonsyndromic deafness 88, , , , , , , ,H90.3,C2829267, 
autosomal recessive nonsyndromic deafness 89, , , , , , , ,H90.3,C3151351, 
autosomal recessive nonsyndromic deafness 9, , , , , , , ,H90.3,"C1832828,C1832830", 
autosomal recessive nonsyndromic deafness 91, , , , , , , ,H90.3,C3150704, 
autosomal recessive nonsyndromic deafness 93, , , , , , , ,H90.3,"C3470075,C3888355", 
autosomal recessive nonsyndromic deafness 97, , , , , , , ,H90.3,C4084709, 
autosomal recessive nonsyndromic deafness 98, , , , , , , ,H90.3,C3553932, 
autosomal dominant nonsyndromic deafness 10, , , , , , , ,H90.3,C1832476,C563354
autosomal dominant nonsyndromic deafness 11, , , , , , , ,H90.3,C1832475,C563353
autosomal dominant nonsyndromic deafness 12, , , , , , , ,H90.3,C1832187,C563295
autosomal dominant nonsyndromic deafness 13, , , , , , , ,H90.3,C1866095,C566612
autosomal dominant nonsyndromic deafness 15, , , , , , , ,H90.3,C1865366,C566545
autosomal dominant nonsyndromic deafness 17, , , , , , , ,H90.3,"C1863659,C1863660", 
autosomal dominant nonsyndromic deafness 20, , , , , , , ,H90.3,C1858172,C565754
autosomal dominant nonsyndromic deafness 22, , , , , , , ,H90.3, , 
autosomal dominant nonsyndromic deafness 23, , , , , , , ,H90.3,C1854594,C565357
autosomal dominant nonsyndromic deafness 25, , , , , , , ,H90.3,C1854158,C565319
autosomal dominant nonsyndromic deafness 28, , , , , , , ,H90.3,C1837640,C563890
autosomal dominant nonsyndromic deafness 2A, , , , , , , ,H90.3,C2677637,C567441
autosomal dominant nonsyndromic deafness 2B, , , , , , , ,H90.3,C2675236,C567214
autosomal dominant nonsyndromic deafness 3A, , , , , , , ,H90.3,C2675750,C567277
autosomal dominant nonsyndromic deafness 3B, , , , , , , ,H90.3,C2675237,C567215
autosomal dominant nonsyndromic deafness 41, , , , , , , ,H90.3,C1842371,C564272
autosomal dominant nonsyndromic deafness 44, , , , , , , ,H90.3,C1843895,C564399
autosomal dominant nonsyndromic deafness 4B, , , , , , , ,H90.3,C3281297, 
autosomal dominant nonsyndromic deafness 5, , , , , , , ,H90.3,C1832932,C563410
autosomal dominant nonsyndromic deafness 50, , , , , , , ,H90.3,"C1537752,C3888123", 
autosomal dominant nonsyndromic deafness 6, , , , , , , ,H90.3,C1833021,C563421
autosomal dominant nonsyndromic deafness 64, , , , , , , ,H90.3,C3279948, 
autosomal dominant nonsyndromic deafness 65, , , , , , , ,H90.3,C3892048, 
autosomal dominant nonsyndromic deafness 66, , , , , , , ,H90.3,C4283893, 
autosomal dominant nonsyndromic deafness 68, , , , , , , ,H90.3,C4225240, 
osteogenesis imperfecta type 6, , , , , , , ,Q78.0,C3279564,C536047
osteogenesis imperfecta type 11, , , , , , , ,Q78.0,C3151218, 
retinitis pigmentosa 59, , , , , , , ,H35.5,"C3151227,CL924888", 
retinitis pigmentosa 20, , , , , , , ,H35.5, , 
retinitis pigmentosa 19, , , , , , , ,H35.5,C1866422,C566637
retinitis pigmentosa 18, , , , , , , ,H35.5,C1832378,C563320
retinitis pigmentosa 35, , , , , , , ,H35.5,C1853214,C565206
retinitis pigmentosa 12, , , , , , , ,H35.5,C1838647,C563999
retinitis pigmentosa 67, , , , , , , ,H35.5,C3809954, 
retinitis pigmentosa 58, , , , , , , ,H35.5,C3150879, 
retinitis pigmentosa 54, , , , , , , ,H35.5,C3150691, 
retinitis pigmentosa 33, , , , , , , ,H35.5,C1835895,C563676
retinitis pigmentosa 38, , , , , , , ,H35.5,C3151228, 
retinitis pigmentosa 26, , , , , , , ,H35.5,C1842127,C564249
retinitis pigmentosa 47, , , , , , , ,H35.5,C3151061, 
retinitis pigmentosa 55, , , , , , , ,H35.5,C3150808, 
retinitis pigmentosa 56, , , , , , , ,H35.5,"C3150819,C3150820", 
retinitis pigmentosa 68, , , , , , , ,H35.5,C3810380, 
retinitis pigmentosa 40, , , , , , , ,H35.5,C3151107, 
retinitis pigmentosa 41, , , , , , , ,H35.5,C2677516,C567422
retinitis pigmentosa 43, , , , , , , ,H35.5,C3151139, 
retinitis pigmentosa 62, , , , , , , ,H35.5,C3280042, 
retinitis pigmentosa 14, , , , , , , ,H35.5,C1838603, 
retinitis pigmentosa 48, , , , , , , ,H35.5,C3151190, 
retinitis pigmentosa 7, , , , , , , ,H35.5,"C1842475,C2675552,C2675553", 
retinitis pigmentosa 25, , , , , , , ,H35.5,C1864446,C566425
retinitis pigmentosa 42, , , , , , , ,H35.5,C2751986,C567854
retinitis pigmentosa 9, , , , , , , ,H35.5,C1867300,C566716
retinitis pigmentosa 10, , , , , , , ,H35.5,C1867299,C566715
retinitis pigmentosa 1, , , , , , , ,H35.5, ,C538365
retinitis pigmentosa 31, , , , , , , ,H35.5,C1835923,C563685
retinitis pigmentosa 70, , , , , , , ,H35.5,C4014681, 
retinitis pigmentosa 66, , , , , , , ,H35.5,C3715216, 
retinitis pigmentosa 44, , , , , , , ,H35.5,C3151068, 
retinitis pigmentosa 50, , , , , , , ,H35.5,"C2750788,C2750789",C567712
retinitis pigmentosa 27, , , , , , , ,H35.5,C1834329,C563526
retinitis pigmentosa 51, , , , , , , ,H35.5,C3150715, 
retinitis pigmentosa 45, , , , , , , ,H35.5,C3151066, 
retinitis pigmentosa 13, , , , , , , ,H35.5,C1838702,C564008
retinitis pigmentosa 17, , , , , , , ,H35.5,C1833245,C563437
retinitis pigmentosa 36, , , , , , , ,H35.5,C1864621,C566431
retinitis pigmentosa 30, , , , , , , ,H35.5,C1842816, 
retinitis pigmentosa 57, , , , , , , ,H35.5,C3150821, 
retinitis pigmentosa 11, , , , , , , ,H35.5,C1838601,C563991
retinitis pigmentosa 46, , , , , , , ,H35.5,C2675496,C567249
retinitis pigmentosa 69, , , , , , , ,H35.5,C4014312, 
retinitis pigmentosa 60, , , , , , , ,H35.5,C3151434, 
retinitis pigmentosa 23, , , , , , , ,H35.5,"C1419610,C1845542", 
retinitis pigmentosa 3, , , , , , , ,H35.5,"C1845667,C1848295",C564520
retinitis pigmentosa 2, , , , , , , ,H35.5,C2681923,C567523
retinitis pigmentosa with or without situs inversus, , , , , , , ,H35.5,C3809503, 
lamin A/C congenital muscular dystrophy, , , , , , , ,G71.2,C2750785,C567708
cerebral cavernous malformation 2, , , , , , , ,Q28.3,C1864041, 
Peters anomaly, , , , , , , ,Q13.4,C0344559,C537884
catecholaminergic polymorphic ventricular tachycardia 3, , , , , , , ,I47.2,C3151463, 
autosomal dominant nocturnal frontal lobe epilepsy 4, , , , , , , , ,C1835905,C563679
platelet-type bleeding disorder 8,bleeding, , , , , , ,D69.8,"C1853278,C3277555",C565220
Cayman type cerebellar ataxia, , , , , , , ,G11.0,C1832585,C563363
hyperekplexia 2, , , , , , , ,G25.8,C3553291, 
hyperekplexia 3, , , , , , , ,G25.8,C3553288, 
familial hypocalciuric hypercalcemia 2, , , , , , , ,E83.5, , 
familial hypocalciuric hypercalcemia 3, , , , , , , ,E83.5, , 
X-linked lymphoproliferative syndrome 1, , , , , , , ,D82.3, , 
lymphoproliferative syndrome 1, , , , , , , ,D47.9,"C2751686,C3552634", 
lymphoproliferative syndrome 2, , , , , , , ,D47.9,C3554540, 
autosomal recessive congenital ichthyosis 2, , , , , , , ,Q80.2, , 
autosomal recessive congenital ichthyosis 4A, , , , , , , ,Q80.2,C1832550,C537264
autosomal recessive congenital ichthyosis 5, , , , , , , ,Q80.2,"C1858133,C1858142",C537265
autosomal recessive congenital ichthyosis 6, , , , , , , ,Q80.2,C2677065, 
autosomal recessive congenital ichthyosis 8, , , , , , , ,Q80.2,"C3151377,C3553029", 
autosomal recessive congenital ichthyosis 10, , , , , , , ,Q80.2,C3554355, 
autosomal recessive congenital ichthyosis 11, , , , , , , ,Q80.8,"C1835851,C1865595",C536273
NGLY1-deficiency,"Abnormal auditory evoked potentials,Abnormal brain imaging,Abnormal facial shape,Abnormal metabolic brain imaging by MRS,Abnormality of retinal pigmentation,Alacrima,Corneal scarring,Coxa valga,Decreased CSF albumin,Decreased CSF biopterin level,Decreased CSF total protein,Decreased CSF/serum albumin ratio,Decreased resting energy expenditure,Delayed skeletal maturation,Elevated brain choline level by MRS,Elevetated blood lactate,High myoinositol in brain by MRS,Hypofibrinogenemia,Impaired oral bolus formation,Impaired oropharyngeal swallow response,Joint hypermobility,Mixed demyelinating and axonal polyneuropathy,Multifocal epileptiform discharges,Reduced brain N-acetyl aspartate level by MRS,Reduced brain gamma-aminobutyric acid level by MRS,Reduced brain glutamate level by MRS,Reduced brain glutamine level by MRS,Reduced factor IX activity,Reduced factor XI activity,Reduced prothrombin activity,Short foot,Small hand,abnormal liver storage,abnormal sudomotor regulation,brain atrophy,constipation,corneal neovascularization,corneal ulcer,disability affecting intellectual abilities,dysphagia,electroencephalography abnormalities,elevated transaminases,esotropia,exotropia,facial hypotonia,fatty liver disease,functional motor deficit,global developmental delay,hepatomegaly,hypocholesterolemia,hyporeflexia,hypotonia,impaired daily living skills,intrauterine growth restriction,involuntary movement,lagophthalmos,meibomian cyst,microcephaly,movement disorders,neonatal jaundice,oculomotor apraxia,optic atrophy,osteopenia,peripheral neuropathy,ptosis,refractive error,scoliosis,seizure,speech disorder,splenomegaly,strabismus,sucking reflex,tachycardia", , , , , , ,E77.8,C3808991, 
dilated cardiomyopathy 1C, , , , , , , ,I42.0,"C1832244,C1853863,C3152137",C563307
dilated cardiomyopathy 1CC, , , , , , , ,I42.0,C2751084,C567733
dilated cardiomyopathy 1D, , , , , , , ,I42.0,C1832243,C563306
dilated cardiomyopathy 1V, , , , , , , ,I42.0,C3150958,C566856
dilated cardiomyopathy 1AA, , , , , , , ,I42.0,C2677338,C567407
dilated cardiomyopathy 1G, , , , , , , ,I42.0,C1858763,C565824
dilated cardiomyopathy 1I, , , , , , , ,I42.0,C1858154,C565752
dilated cardiomyopathy 1NN, , , , , , , ,I42.0,C4014656, 
dilated cardiomyopathy 1E, , , , , , , ,I42.0,C1832680,C563384
dilated cardiomyopathy 1Z, , , , , , , ,I42.0,C2678475,C567506
dilated cardiomyopathy 1GG, , , , , , , ,I42.0,C3150898, 
dilated cardiomyopathy 1L, , , , , , , ,I42.0,C1847667,C564679
dilated cardiomyopathy 1JJ, , , , , , , ,I42.0,C3808935, 
dilated cardiomyopathy 1P, , , , , , , ,I42.0,C1835928,C563690
dilated cardiomyopathy 1J, , , , , , , , ,C1854368,C565337
dilated cardiomyopathy 2B, , , , , , , ,I42.0,C3553409, 
adult T-cell leukemia/lymphoma, , , , , , , ,"C91.5,C91.50",C0023493,D015459
Syphilitic aortitis, , , , , , ,093.1,A52.02, ,D013589
lymphogranuloma venereum,abscess, , , ,"Chlamydia trachomatis,Chlamydia trachomatis 434/BU", ,099.1,A55,C0024286,D008219
canine transmissible venereal tumor, , , , , , , , , ,D014685
general paresis of the insane, , , , , , , , ,C0205858, 
Gonococcal arthritis, , , , , , , , ,C0153216, 
genital ulcer, , , , , , , , , , 
Acute prostatitis, , , , , , , , ,C1720795, 
Chronic bacterial prostatitis, , , , , , , , ,C1720797, 
HPV-positive oropharyngeal cancer, , , , , , , , , , 
neurosyphilis, , , , , , , , , ,D009494
Ureaplasma infection, , , , ,infection, , , , ,D016869
Post-finasteride syndrome, , , , , , , , , , 
BCG infection, , , , ,BCG vaccine, , , , , 
side effects of paraffin wax, , , , , , , , , , 
reactogenicity, , , , , , , , , , 
Side effects of penicillin, , , , , , , , , , 
Plague of Justinian, , , , ,Yersinia pestis, , , , , 
1592–93 London plague, , , , , , , , , , 
Plague of Sheroe, , , , , , , , , , 
human papillomavirus infection, , , , ,human papilloma virus, ,079.4, ,C0343641, 
Condyloma, , , , , , , , , , 
Dermatobia hominis myiasis, , , , ,infection, , , , , 
severe acute respiratory syndrome,"atypical pneumonia,cough,cyanosis,diarrhea,dyspnea,fever,headache,hypoxia,myalgia,occupational burnout", ,"SARS-CoV-2,South African Revenue Service", ,SARS-CoV-1,"computed tomography,polymerase chain reaction",079.82,J12.81,C1175175,D045169
1918-1920 flu pandemic, , ,"1889–1890 pandemic,2009 swine flu pandemic,trench fever", ,World War I, , , , ,D064149
CVBD, , , , , , , , , , 
tuberculosis,"cough,fever,hemoptysis,weight loss","4-aminosalicylic acid,Viomycin,capreomycin,cycloserine,ethambutol,ethionamide,isoniazid,pyrazinamide",mycobacterium infectious disease, ,Mycobacterium tuberculosis, , , ,C0041296,D014376
rabies,"cardiac arrest,chills,fear,hallucination,headache,hydrophobia (sign),hyperactivity,hypersalivation,increase,insomnia,irritability,mydriasis,pain,paralysis,paresthesia,phonophobia,photophobia,respiratory arrest,vomiting", , , ,rabies virus, ,071,"A82,A82.0,A82.1,A82.9",C0034494,D011818
measles,"Koplik's spots,Stimson's triad,anorexia,conjunctivitis,cough,diarrhea,fever,lymphadenopathy,maculopapular rash,runny nose", , , , ,"ELISA,Koplik's spots,physical examination",055,"B05,B05.9",C0025007,D008457
anthrax,"diarrhea,hematochezia,lymphadenitis,meningism signs,nausea,rectorrhagia,swelling,ulcer","ciprofloxacin,doxycycline,erythromycin,minocycline,penicillin G procaine hydrate,streptomycin","Wąglik, Warmian-Masurian Voivodeship", ,"Bacillus anthracis,anthrax toxin","Ascoli's test,complete blood count,microbiological culture,optical microscope,physical examination","022,022.8,022.9","A22,A22.9",C0003175,D000881
diphtheria,"barking cough,fever,heart failure,peripheral neuropathy,pseudomembrane,sore throat,swelling,tonsillitis","ampicillin,antitoxin,azithromycin,clarithromycin,penicillin,penicillin G,tylosin",Krup, ,Corynebacterium diphtheriae,"Elek's test,microbiological culture,physical examination","032,032.9","A36,A36.0,A36.1,A36.2,A36.3,A36.8,A36.9","C0010153,C0012546",D004165
tularemia,"abdominal pain,anorexia,bronchitis,bubo,diarrhea,enanthem,fever,headache,hepatomegaly,lymphadenitis,lymphangitis,malaise,nausea,nosebleed,pleurisy,pneumonia,poisoning,rash,sore throat,splenomegaly,tracheitis,ulcer,vomiting","ciprofloxacin,doxycycline,streptomycin,tetracycline", , ,Francisella tularensis,"Agglutination Test,ELISA,Tularin,complete blood count,microbiological culture,physical examination,polymerase chain reaction",021.8, ,C0029835,D014406
legionnaires' disease,"chills,cough,fever,headache,myalgia,pneumonia","azithromycin,ciprofloxacin,doxycycline,erythromycin,gatifloxacin,levofloxacin,levofloxacin hemihydrate,moxifloxacin,troleandomycin", , ,Legionella pneumophila,"ELISA,chest radiograph,complete blood count,computed tomography,immunofluorescence microscopy,microbiological culture,polymerase chain reaction",482.84,A48.1,C0023241,D007877
rubella,"fatigue,fever,rash,sore throat", ,Różyczka, ,Rubella virus, ,056,"B06,B06.9",C0035920,D012409
hepatitis A,"anorexia,fever,hepatitis,jaundice,malaise,nausea,vomiting", , , ,Hepatitis A virus,"ELISA,polymerase chain reaction", , ,C0019159,D006506
chikungunya,"arthralgia,conjunctivitis,fatigue,fever,headache,myalgia,nausea,neurological disorder,rash",non-steroidal anti-inflammatory drug, , ,Chikungunya virus,"physical examination,polymerase chain reaction,viral culture", ,A92.0,C0008055,D065632
hepatitis E,"acute liver failure,anorexia,fever,hepatic encephalopathy,hepatitis,hepatomegaly,jaundice,nausea,vomiting",ribavirin, , ,hepatitis E virus,"ELISA,polymerase chain reaction", , ,C0085293,D016751
trichinosis,"abdominal pain,edema,eosinophilia,fever,myalgia",thiabendazole, , ,"Trichinella,Trichinella nativa,Trichinella spiralis", ,124,B75,C0040896,D014235
equine viral arteritis, , , , , , , , , , 
mesothelioma,"chest pain,dry cough,dyspnea,pleural effusion,weight loss,wheeze", , , , , , ,C45,"C0025500,C0278752,C0345967,C0392400,C1332338",D008654
animal monocytic Ehrlichiosis, , , , , , , , , , 
2022 monkeypox outbreak in Germany, , , , , , , , , , 
noble rot, , , , , , , , , , 
Macrorhabdus ornithogaster infection, , , , ,infection, , , , , 
equine leukoencephalomalacia, , , , , , , , , , 
saprolegniasis, , , , ,"Achlya,Saprolegnia", , , , , 
sooty bark disease of maples, , , , ,Cryptostroma corticale, , , , , 
Q64348700, , , , ,Schizothyrium pomi, , , , , 
two feet-one hand syndrome, , , , , , , , , , 
Severe fever with thrombocytopenia syndrome,"diarrhea,fever,nausea,rash,thrombocytopenia,vomiting",ribavirin, , ,SFTS virus, , , ,CL508361, 
Wuhan pneumonia, , , , , , , , , , 
digital dermatitis, , , , , , , , , ,D058066
Edema Disease of Swine, , , , ,Verotoxin-producing Escherichia coli, , , , ,D004488
red disease of eels, , , , , , , , , , 
actinobacillosis of swine, , , , ,Actinobacillus pleuropneumoniae, , , , , 
enteric redmouth disease, , , , , , , , , , 
pear decline, , , , ,Phytoplasma pyri, , , , , 
colibacillosis in young pigs, , , , , , , , , , 
greasy pig disease, , , , ,Staphylococcus hyicus, , , , , 
fish tuberculosis, , , , ,infection, , , , , 
Q1427639, , , , , , , , , , 
bacterial cold water disease, , , , ,infection, , , , , 
Clostridium Perfringens infection in piglets, , , , ,Clostridium perfringens, , , , , 
porcine proliferative enteropathy, , , , ,Lawsonia intracellularis, , , , , 
Postpartum dysgalactia syndrome, , , , , , , , , , 
mycoplasmal polyserositis and arthritis of pigs, , , , ,"Mycoplasma hyorhinis,Mycoplasma hyosynoviae", , , ,C0276052, 
porcine intestinal spirochaetosis, , , , ,Brachyspira pilosicoli, , , , , 
swine dysentery, , , , ,"Serpulina hyodysenteriae,infection", , , , , 
Columnaris, , , , ,infection, , , , , 
furunculosis of fish, , , , ,infection, , , , , 
leaf spot of sorghum, , , , ,Pseudomonas syringae, , , , , 
Olive Quick Decline Syndrome,Bacterial leaf scorch, , , ,Xylella fastidiosa, , , , , 
Banana Xanthomonas wilt, , , , , , , , , , 
secondary yaws, , , , , , , , ,C1280771, 
1890s African rinderpest epizootic, , , , , , , , , , 
white spot disease, , , , ,Ichthyophthirius multifiliis, , , , , 
Scaly leg, , , , ,Scaly Leg Mite, , , , , 
neon tetra disease, , , , ,Pleistophora hyphessobryconis, , , , , 
fish proliferative kidney disease, , , , ,Tetracapsuloides bryosalmonae, , , , , 
Velvet, , , , , , , , , , 
Haemonchosis, , , , , , , , , , 
canine demodicosis, , , , ,Demodex canis, , , , , 
filicollosis, , , , , , , , , , 
Q10990243, , , , ,Braula coeca, , , , , 
heteracidosis, , , , ,Heterakidae, , , , , 
ligulosis, , , , ,Ligula intestinalis, , , , , 
helminthic zoonosis, , , , , , , , , , 
Q97319311, , , , , , , , , , 
schistosomal pneumonitis, , , , , , , , ,C0036334, 
classical scabies, , , , , , , , , , 
Laryngeal myiasis, , , , , , , , ,C2833788, 
2001 Japan Airlines mid-air incident, , , , , , , , , , 
Villeneuve-Triage railway incident, , , , , , , , , , 
gastric bloat in guinea pigs, , , , , , , , , , 
Q1714873, , , , , , , , , , 
infectious mononucleosis,"enlargement of lymph nodes,fever,hepatomegaly,leukocytosis,lymphadenopathy,lymphocytosis,rash,splenomegaly,tonsillitis", ,Pfeiffer syndrome, ,"Epstein–Barr virus,Human betaherpesvirus 5","ELISA,blood test,complete blood count,physical examination,polymerase chain reaction",075,"B27,B27.0,B27.9",C0021345,D007244
bovine virus diarrhea, , , , ,Bovine viral diarrhea virus 1, , , ,C0006075,D001912
autosomal dominant nonsyndromic deafness 69, , , , , , , ,H90.3,C4225241, 
autosomal dominant nonsyndromic deafness 70, , , , , , , ,H90.3,C4310775, 
Stromme syndrome, , , , , , , ,Q87.8,C1855705,C565460
primary ciliary dyskinesia 21, , , , , , , ,Q34.8,C3809087, 
primary ciliary dyskinesia 22, , , , , , , ,Q34.8,C3809543, 
primary ciliary dyskinesia 14, , , , , , , ,Q34.8,C3151136, 
primary ciliary dyskinesia 3, , , , , , , ,Q34.8,C1837618,C535278
primary ciliary dyskinesia 29, , , , , , , ,Q34.8,C4014534, 
primary ciliary dyskinesia 12, , , , , , , ,Q34.8,C2675228,C567211
primary ciliary dyskinesia 11, , , , , , , ,Q34.8,C2675229,C567212
primary ciliary dyskinesia 32, , , , , , , ,Q34.8,C4225311, 
primary ciliary dyskinesia 18, , , , , , , ,Q34.8,C3543825, 
primary ciliary dyskinesia 7, , , , , , , ,Q34.8,C2678473,C567504
