diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Revesz syndrome, , , , , , , , ,C1327916,C538371, ,https://en.wikipedia.org/wiki/Revesz_syndrome
Reynolds syndrome, , , , , , , ,"K74.3,L94.0",C0748397, , ,https://en.wikipedia.org/wiki/Reynolds_syndrome
Rh deficiency syndrome, , , , , , , ,D58.8,"C0272052,C1849387", , ,https://en.wikipedia.org/wiki/Rh_deficiency_syndrome
Rocker bottom foot, , , , , , ,755.67,Q66.8,C0240912,C536345, ,https://en.wikipedia.org/wiki/Rocker_bottom_foot
SHORT syndrome, , , , , , , ,Q87.1,C0878684,C537327, ,https://en.wikipedia.org/wiki/SHORT_syndrome
Saal Bulas syndrome, , , , , , , , ,C2931439,C537193, ,https://en.wikipedia.org/wiki/Saal_Bulas_syndrome
sarcosinemia, , , , , , ,270.8,E72.5,C0268563,C537236, ,https://en.wikipedia.org/wiki/Sarcosinemia
Scalp–ear–nipple syndrome, , , , , , , ,Q87.8,C1867020,C536623, ,https://en.wikipedia.org/wiki/Scalp%E2%80%93ear%E2%80%93nipple_syndrome
Schinzel–Giedion syndrome, , , , , , ,759.89,Q87.0,"C0265227,C1849294",C536632,C129308,https://en.wikipedia.org/wiki/Schinzel%E2%80%93Giedion_syndrome
Schöpf–Schulz–Passarge syndrome, , , , , , ,758.89,Q82.8,C1857069,C565607, ,https://en.wikipedia.org/wiki/Sch%C3%B6pf%E2%80%93Schulz%E2%80%93Passarge_syndrome
Scott syndrome, , , , , , , ,D69.8,C0796149,C563120, ,https://en.wikipedia.org/wiki/Scott_syndrome
Sensenbrenner syndrome, , , , , , , , ,C3150874, ,C129305,https://en.wikipedia.org/wiki/Sensenbrenner_syndrome
Serkal syndrome, , , , , , , , , , , ,https://en.wikipedia.org/wiki/SERKAL_syndrome
tyrosinemia type II, , , , , , , , , , ,C129032,https://en.wikipedia.org/wiki/Tyrosinemia_type_II
short-chain acyl-coenzyme A dehydrogenase deficiency, , , , , , , ,"E71.3,E71.312",C0342783,C537596,C84539,https://en.wikipedia.org/wiki/Short-chain_acyl-coenzyme_A_dehydrogenase_deficiency
Sialidosis type 1, , , , , , , ,E77.1,"C0023806,C0268226,C1850510", , ,https://en.wikipedia.org/wiki/Sialidosis
sialuria, , , , , , , , ,C0342853,D029461,C85067,https://en.wikipedia.org/wiki/Sialuria
Skin fragility syndrome, , , , , , , ,Q81.0,C1858302,C536183, ,https://en.wikipedia.org/wiki/Skin_fragility_syndrome
Smith–Fineman–Myers syndrome,facial hypotonia, , , , , , , ,C0796159,C537445, ,https://en.wikipedia.org/wiki/Smith%E2%80%93Fineman%E2%80%93Myers_syndrome
spermatogenesis arrest, , , , , , , , ,C0232981,C536875, ,https://en.wikipedia.org/wiki/Spermatogenesis_arrest
Spinal muscular atrophy with lower extremity predominance, , , , , , , , , , , , 
Spinal muscular atrophy with progressive myoclonic epilepsy, , , , , , ,345.10,G25.3,C1834569,C537563, ,https://en.wikipedia.org/wiki/Spinal_muscular_atrophy_with_progressive_myoclonic_epilepsy
spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome, , , , , , , ,Q77.7,C1849011,C564794, ,https://en.wikipedia.org/wiki/Spondylo-meta-epiphyseal_dysplasia
"spondyloepimetaphyseal dysplasia, Pakistani type", , , , , , , , ,"C2748515,C2748516", , ,"https://en.wikipedia.org/wiki/Spondyloepimetaphyseal_dysplasia,_Pakistani_type"
Spondyloperipheral dysplasia, , , , , , ,758.89,Q77.7,C0796173,C535799,C135088,https://en.wikipedia.org/wiki/Spondyloperipheral_dysplasia
spondyloepiphyseal dysplasia congenita, , , , , , ,756.9,Q77.7,"C0038015,C2745959",C535788, ,https://en.wikipedia.org/wiki/Spondyloepiphyseal_dysplasia_congenita
stiff skin syndrome, , , , , , , ,L98.8,C1861456,C566112,C118636,https://en.wikipedia.org/wiki/Stiff_skin_syndrome
Striate palmoplantar keratoderma, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Striate_palmoplantar_keratoderma
subvalvular aortic stenosis, , , , , , , , ,C0340375,D001020,C85172,https://en.wikipedia.org/wiki/Subvalvular_aortic_stenosis_(canine)
Succinyl-CoA:3-oxoacid CoA transferase deficiency, , , , , , ,270.8,E71.3,C0342792,C537527, ,https://en.wikipedia.org/wiki/Succinyl-CoA:3-oxoacid_CoA_transferase_deficiency
synpolydactyly, , , , , , , , ,C2699746,C538153,"C75003,C75005",https://en.wikipedia.org/wiki/Synpolydactyly
Terminal complement pathway deficiency, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Terminal_complement_pathway_deficiency
Terminal osseous dysplasia with pigmentary defects, , , , , , , ,Q87.2,"C1846129,CL527371",C564554, ,https://en.wikipedia.org/wiki/Terminal_osseous_dysplasia_with_pigmentary_defects
tetrahydrobiopterin deficiency, , , , , , ,277.6,E70.1,C1849700,C538382, ,https://en.wikipedia.org/wiki/Tetrahydrobiopterin_deficiency
Teunissen–Cremers syndrome, , , , , , , ,Q87.8,C1866656, , ,https://en.wikipedia.org/wiki/Teunissen%E2%80%93Cremers_syndrome
Thyroid dyshormonogenesis, , , , , , , ,"E03.0,E03.1",C1848805,C564766,C121751,https://en.wikipedia.org/wiki/Thyroid_dyshormonogenesis
Tietz syndrome, , ,Tietze syndrome, , , ,270.2, ,C0391816,C536919, ,https://en.wikipedia.org/wiki/Tietz_syndrome
tooth and nail syndrome, , , , , , , ,Q82.4,"C0406716,C0406735",C536736,C40553,https://en.wikipedia.org/wiki/Tooth_and_nail_syndrome
transaldolase deficiency, , , , , , ,277.6,E74.8,C1291329,C563207, ,https://en.wikipedia.org/wiki/Transaldolase_deficiency
transient bullous dermolysis of the newborn, , , , , , , ,Q81.2,C1851573,C536979, ,https://en.wikipedia.org/wiki/Transient_bullous_dermolysis_of_the_newborn
transient neonatal diabetes mellitus, , , , , , , ,P70.2,C1832386,C563322,C114899,https://en.wikipedia.org/wiki/Transient_neonatal_diabetes
Tricho-hepato-enteric syndrome,diarrhea, , , , , , , ,C1857276, , ,https://en.wikipedia.org/wiki/Tricho-hepato-enteric_syndrome
Trichomegaly, , , , , , , , ,C0854699, , ,https://en.wikipedia.org/wiki/Trichomegaly
Tricho–dento–osseous syndrome, , , , , , ,759.89,Q82.4,C0265333,C536549, ,https://en.wikipedia.org/wiki/Tricho%E2%80%93dento%E2%80%93osseous_syndrome
Tumoral calcinosis, , , , , , , ,M11.2,C0263628, , ,https://en.wikipedia.org/wiki/Tumoral_calcinosis
tyrosinemia type III, ,"nitisinone,sodium ascorbate", , , , , , , , , ,https://en.wikipedia.org/wiki/Tyrosinemia_type_III
UV-sensitive syndrome, , , , , , , , ,"C1833561,C3551173",563466,C173106,https://en.wikipedia.org/wiki/UV-sensitive_syndrome
ulnar-mammary syndrome,"Imperforate hymen,Inverted nipple,Shawl scrotum,Subglottic stenosis,breast carcinoma,delayed puberty,heart arrhythmia,imperforate anus,inguinal hernia,micropenis,obesity,postaxial polydactyly of fingers,pyloric stenosis,tooth agenesis,ventricular septal defect", , , , , ,759.89,Q71.8,C1866994,C536937, ,https://en.wikipedia.org/wiki/Ulnar%E2%80%93mammary_syndrome
very long chain acyl-CoA dehydrogenase deficiency, , , , , , , ,"E71.3,E71.310","C0342784,C3887523", ,C98647,https://en.wikipedia.org/wiki/Very_long-chain_acyl-coenzyme_A_dehydrogenase_deficiency
Vibratory angioedema, , , , , , ,995.1, ,C0473546,C536347, ,https://en.wikipedia.org/wiki/Vibratory_angioedema
Vici syndrome, , , , , , , ,Q87.8,C1855772,C535566,C138174,https://en.wikipedia.org/wiki/Vici_syndrome
Vohwinkel syndrome, , , , , , ,757.39,Q82.8,C0265964,C536457, ,https://en.wikipedia.org/wiki/Vohwinkel_syndrome
Wilson–Turner syndrome, , , , , , , , ,C1839736, , ,https://en.wikipedia.org/wiki/Wilson%E2%80%93Turner_syndrome
Wolcott-Rallison syndrome,hepatic insufficiency, , , , , , ,E13,C0432217,C536739,C131007,https://en.wikipedia.org/wiki/Wolcott%E2%80%93Rallison_syndrome
Woodhouse–Sakati syndrome, , , , , , ,759.89,Q87.8,C0342286,C536742, ,https://en.wikipedia.org/wiki/Woodhouse%E2%80%93Sakati_syndrome
Worth's syndrome, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Worth_syndrome
Wrinkly skin syndrome, , , , , , ,259.8,Q82.8,C0406587,C536750, ,https://en.wikipedia.org/wiki/Wrinkly_skin_syndrome
X-linked congenital stationary night blindness, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Congenital_stationary_night_blindness
X-linked intellectual disability, , , , , , , , , ,D038901, ,https://en.wikipedia.org/wiki/X-linked_intellectual_disability
X-linked recessive chondrodysplasia punctata, , , , , , , , , , , ,https://en.wikipedia.org/wiki/X-linked_recessive_chondrodysplasia_punctata
X-linked spinal muscular atrophy type 2, , , , , , , , ,C1844934,C535380, ,https://en.wikipedia.org/wiki/X-linked_spinal_muscular_atrophy_type_2
Y chromosome microdeletion, , , , , , , ,Q98.6,"C1507149,C2931163",C536297, ,https://en.wikipedia.org/wiki/Y_chromosome_microdeletion
Yokkaichi asthma, , , , ,air pollution, , , , , , ,https://en.wikipedia.org/wiki/Yokkaichi_asthma
Young-Simpson syndrome,ptosis, , , , , ,759.89,Q87.8,C1863557,C536717, ,https://en.wikipedia.org/wiki/Young%E2%80%93Simpson_syndrome
Yunis-Varon syndrome, , , , , , , ,Q87.8,C1857663,C536719, ,https://en.wikipedia.org/wiki/Yunis%E2%80%93Varon_syndrome
ZAP70 deficiency, , , , , , , , ,"C1849236,C2931299",C537590, ,https://en.wikipedia.org/wiki/ZAP70_deficiency
myofibrillar myopathy 4, , , , , , , ,G71.8,C1836155,C563718, ,https://en.wikipedia.org/wiki/Zaspopathy
Zimmermann–Laband syndrome, , , , , , ,759.89,Q87.8,C0796013,C536725, ,https://en.wikipedia.org/wiki/Zimmermann%E2%80%93Laband_syndrome
Zonular cataract and nystagmus, , , , , , , ,Q12.0,"C2752078,C2930878",C535338, ,https://en.wikipedia.org/wiki/Zonular_cataract_and_nystagmus
Zunich–Kaye syndrome, , , , , , , ,Q87.8,C1848392,C536729, ,https://en.wikipedia.org/wiki/Zunich%E2%80%93Kaye_syndrome
Kufs disease, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Kufs_disease
Stüve-Wiedemann syndrome, , , , , , , ,Q78.8,"C0432240,C0796176",C537502, , 
"acromesomelic dysplasia, Grebe type", , , , , , , ,Q78.8,"C0220685,C0265260", ,C3816,"https://en.wikipedia.org/wiki/Chondrodysplasia,_Grebe_type"
Charcot-Marie-Tooth disease type 1B, , , , , , , ,G60.0, , ,C118782, 
arterial calcification of infancy, , , , , , , , ,"C1859727,C1859728",C537440,C128805,https://en.wikipedia.org/wiki/Generalized_arterial_calcification_of_infancy
ADULT syndrome, , , , , , , ,Q87.2,C1863204,C538052, ,https://en.wikipedia.org/wiki/Acro%E2%80%93dermato%E2%80%93ungual%E2%80%93lacrimal%E2%80%93tooth_syndrome
branchiooculofacial syndrome, , , , , , ,759.89,Q18.8,C0376524, , ,https://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome
Bartsocas-Papas syndrome, , , , , , , , , ,C564874,C168990, 
Chudley-McCullough syndrome, , , , , , , , ,C1858695,C535459, , 
Harboyan syndrome, , , , , , , ,H18.5,C1857572,C535473, , 
Hoyeraal-Hreidarsson syndrome, , , , , , , ,D61.0,C1846142,C536068, ,https://en.wikipedia.org/wiki/Hoyeraal%E2%80%93Hreidarsson_syndrome
Netherton syndrome,"Trichorrhexis invaginata,inflammation", , , , , , ,Q80.8,C0265962,D056770,C84922,https://en.wikipedia.org/wiki/Netherton_syndrome
Schwartz-Jampel syndrome 1, , , , , , ,759.89,"G71.1,Q78.8",C0036391, ,C35008,https://en.wikipedia.org/wiki/Schwartz%E2%80%93Jampel_syndrome
Sheldon-Hall syndrome, , , , , , , , ,C1834523,C538400, , 
Temtamy preaxial brachydactyly syndrome,brachydactyly, , , , , , ,Q87.2,C1854466,C536958, , 
pseudo-TORCH syndrome, , , , , , , ,Q87.8,"C2931662,C3489725", , , 
hypogonadotropic hypogonadism 23 with or without anosmia, , , , , , ,253.4,Q56.1,C0271582,C537919, ,https://en.wikipedia.org/wiki/Fertile_eunuch_syndrome
Van den Ende-Gupta syndrome, , , , , , , ,Q87.0,C1833136,C535909, , 
striatonigral degeneration, , , , , , ,333.0,G23.2,C0270733,D020955,C125695, 
gingival fibromatosis, , , , , , , ,K06.1,"C0016049,C0399440,C4280677",D005351, ,https://en.wikipedia.org/wiki/Hereditary_gingival_fibromatosis
hyperlysinemia, , , , , , , ,E72.3,C0268553,D020167,C123433,https://en.wikipedia.org/wiki/Hyperlysinemia
SPOAN syndrome, , , , , , , ,G11.4,C1836010,C563702, , 
megaloblastic anemia, ,folic acid, , , , ,281.3,D53.1,C0002888,D000749,C34382,https://en.wikipedia.org/wiki/Megaloblastic_anemia
Hereditary cystatin C amyloid angiopathy, , , , , , ,"277.39,437.8","E85.4+,I68.0*","C1527338,C3839957",D002543, ,https://en.wikipedia.org/wiki/Hereditary_cystatin_C_amyloid_angiopathy
hyperinsulinemic hypoglycemia, , , , , , , ,E16.9,"C0027773,C1864903", ,C4375,https://en.wikipedia.org/wiki/Hyperinsulinemic_hypoglycemia
Charcot-Marie-Tooth disease type 1C, , , , , , , ,G60.0,C0270913,C537984, , 
"spondylometaphyseal dysplasia, Kozlowski type", , , , , , , ,Q77.8,C0265280,C535797, , 
lipoprotein glomerulopathy, , , , , , ,"272.8,593.89",N07.8,C2673196,C567089, , 
Native American myopathy,ptosis, , , , , , ,G71.2,C1850625,C538343, , 
glucocorticoid resistance, , , , , , , ,E25.8,"C1841971,C1841972",C564221,C126809, 
progressive pseudorheumatoid arthropathy of childhood, , , , , , ,756.9,Q77.7,C0432215,C535387, , 
Trismus-pseudocamptodactyly syndrome, , , , , , , , ,C0265226, , ,https://en.wikipedia.org/wiki/Trismus_pseudocamptodactyly_syndrome
Arts syndrome, , , , , , ,277.2,E79.8,C0796028,C535388, ,https://en.wikipedia.org/wiki/Arts_syndrome
pancreatic hypoplasia-diabetes-congenital heart disease syndrome, , , , , , , ,Q87.8,"C1838780,C2931296", , , 
neurohypophyseal diabetes insipidus, , , , , , , ,E23.2,C0687720,D020790,"C129736,C84933",https://en.wikipedia.org/wiki/Central_diabetes_insipidus
lobar holoprosencephaly, , , , , , , ,Q04.2,C0431362, , , 
Nager acrofacial dysostosis, , , , , , , ,Q75.4,"C0265245,C1332140",C538184,C35795,https://en.wikipedia.org/wiki/Nager_acrofacial_dysostosis
familial visceral amyloidosis, , , , , , ,277.39,E85.0,C0268389,C538249, ,https://en.wikipedia.org/wiki/Familial_renal_amyloidosis
Hyperprolinemia, , , , , , , ,E72.8, ,C538385, ,https://en.wikipedia.org/wiki/Hyperprolinemia
autosomal recessive limb-girdle muscular dystrophy type 2P, , , , , , , ,G71.0,C3151184, , , 
autosomal recessive limb-girdle muscular dystrophy type 2S, , , , , , , ,G71.0, , , , 
dicarboxylic aminoaciduria, , , , , , , ,E72.0,C1857253,C536171, ,https://en.wikipedia.org/wiki/Dicarboxylic_aminoaciduria
anhidrotic ectodermal dysplasia, , , , , , , , , , , , 
placental mesenchymal dysplasia, , , , , , , , , , ,C118161, 
patterned macular dystrophy 2, , , , , , , , ,C1837029, , , 
fundus albipunctatus, , , , , , ,362.74,H35.52,C0311338,C562733, , 
POR deficiency, , , , , , , , , , ,C174439, 
Congenital dislocation of the knee, , , , , , ,754.41,Q68.2,C0265669, , , 
Bare lymphocyte syndrome 2, ,Pegademase bovine, , , , , ,D81.6,C0242583, ,"C171268,C3895",https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome_type_II
Gordon syndrome, , , , , , , , , ,C537288, ,https://en.wikipedia.org/wiki/Gordon_syndrome
multiple pterygium syndrome,pterygium, , , , , ,759.89,Q79.8,C0265261,C537377,C101039,https://en.wikipedia.org/wiki/Autosomal_dominant_multiple_pterygium_syndrome
generalized epilepsy with febrile seizures plus, , , , , , , ,G40.3,C1858672,C565809, ,https://en.wikipedia.org/wiki/Generalized_epilepsy_with_febrile_seizures_plus
Mental retardation and microcephaly with pontine and cerebellar hypoplasia, , , , , , , ,Q04.3,C2677903,C567466, ,https://en.wikipedia.org/wiki/Mental_retardation_and_microcephaly_with_pontine_and_cerebellar_hypoplasia
autosomal recessive distal spinal muscular atrophy 2, , , , , , , ,G12.2,C1854023,C535715, ,https://en.wikipedia.org/wiki/Distal_spinal_muscular_atrophy_type_2
McGillivray syndrome, , , , , , , ,Q87.0,C1865070,C566511, ,https://en.wikipedia.org/wiki/McGillivray_syndrome
Neonatal adrenoleukodystrophy, , , , , , , ,"E71.3,E71.511",C0282525, ,C99251,https://en.wikipedia.org/wiki/Neonatal_adrenoleukodystrophy
mandibuloacral dysplasia, , , , , , , ,Q87.5,C0432291, , ,https://en.wikipedia.org/wiki/Mandibuloacral_dysplasia
intestinal hypomagnesemia 1, , , , , , , ,E83.4, , , ,https://en.wikipedia.org/wiki/Hypomagnesemia_with_secondary_hypocalcemia
Myhre syndrome, , , , , , ,759.89,Q87.8,C0796081,C537620,C123815,https://en.wikipedia.org/wiki/Myhre_syndrome
22q11.2 distal deletion syndrome, , , , , , , ,Q93.5,C2678480,C567511, ,https://en.wikipedia.org/wiki/22q11.2_distal_deletion_syndrome
Kowarski syndrome, , , , , , , , , ,C537505, ,https://en.wikipedia.org/wiki/Kowarski_syndrome
Cenani-Lenz syndactyly syndrome, , , , , , , ,Q78.4,C1859309,C538150, ,https://en.wikipedia.org/wiki/Cenani%E2%80%93Lenz_syndactylism
cortisone reductase deficiency 1, , , , , , , , , , ,C131849,https://en.wikipedia.org/wiki/Cortisone_reductase_deficiency
creatine transporter deficiency, , , , , , ,758.81,E72.8,C1845862,C535598,C125665,https://en.wikipedia.org/wiki/Creatine_transporter_defect
Fish-eye disease, , , , , , , ,E78.6,C0342895,C538467, ,https://en.wikipedia.org/wiki/Fish-eye_disease
ethylmalonic encephalopathy,diarrhea, , , , , , ,G31.8,C1865349,C535737, ,https://en.wikipedia.org/wiki/Ethylmalonic_encephalopathy
Eiken syndrome, , , , , , , , ,C1838779,C564010, ,https://en.wikipedia.org/wiki/Eiken_syndrome
peeling skin syndrome, , , , , , , ,Q80.8,C2751314, , ,https://en.wikipedia.org/wiki/Peeling_skin_syndrome
MDP syndrome, , , , , , , ,E34.8,C3715192, , ,https://en.wikipedia.org/wiki/MDP_syndrome
Desbuquois dysplasia, , , , , , , , ,C0432242,C535943,C124056, 
Hypoplastic tibiae-postaxial polydactyly syndrome,mesomelia, ,Werner syndrome, , , , ,Q74.8,C1861099,C535564, , 
iridogoniodysgenesis syndrome, , , , , , , , ,C1842031, , ,"https://en.wikipedia.org/wiki/Iridogoniodysgenesis,_dominant_type"
Singleton Merten syndrome, , , , , , ,733.29,Q78.8,C0432254,C537343, ,https://en.wikipedia.org/wiki/Singleton_Merten_syndrome
tibial hemimelia, , , , , , , ,Q72.5,C0265633,C535563, , 
Urocanic aciduria, , , , , , , ,E70.8,C0268514,C536479, ,https://en.wikipedia.org/wiki/Urocanic_aciduria
Hereditary neuralgic amyotrophy, , , , , , , ,G54.5,"C0221759,C1510479", , ,https://en.wikipedia.org/wiki/Hereditary_neuralgic_amyotrophy
Pretzel syndrome, , , , , , , , ,C1970203,C567020, ,https://en.wikipedia.org/wiki/Pretzel_syndrome
Nance-Horan syndrome, , , , , , ,759.89,Q87.0,C0796085,C538336, ,https://en.wikipedia.org/wiki/Nance%E2%80%93Horan_syndrome
Ogden syndrome, , , , , , , , ,C3275447, , ,https://en.wikipedia.org/wiki/Ogden_syndrome
odontoonychodermal syndrome, , , , , , ,759.89,Q87.8,C0812437,C563160, ,https://en.wikipedia.org/wiki/Oculodentodigital_dysplasia
glucocorticoid-remediable aldosteronism, , , , , , ,255.11,"E26.0,E26.02",C1260386,C563177,C123248,https://en.wikipedia.org/wiki/Glucocorticoid_remediable_aldosteronism
XMEN Disease, , , , , , , , ,C3275445, , ,https://en.wikipedia.org/wiki/XMEN_disease
PASLI Disease, , , , , , , , ,C4014934, ,C176703,https://en.wikipedia.org/wiki/PASLI_disease
lipofibromatosis, , , , , , , , ,C3274592, , ,https://en.wikipedia.org/wiki/Lipofibromatosis
Sepiapterin reductase deficiency, , , , , , ,277.89,G24.1,C0268468,C562657, ,https://en.wikipedia.org/wiki/Sepiapterin_reductase_deficiency
autosomal recessive limb-girdle muscular dystrophy type 2A, , , , , , , ,G71.0, , ,C142079,https://en.wikipedia.org/wiki/Calpainopathy
Knobloch syndrome,nystagmus, , , , , ,759.89,Q15.8,C1849409,C537209, ,https://en.wikipedia.org/wiki/Knobloch_syndrome
faciocardiorenal syndrome, , , , , , , ,Q87.8,C0795936,C536388, , 
"Neurogenic scapuloperoneal syndrome, Kaeser type", , , , , , , ,G12.1,C1867005,C566695, , 
high myopia-sensorineural deafness syndrome, , , , , , , ,H90.5,"C1857342,C3806275", , , 
Encephalocraniocutaneous lipomatosis,Nevus psiloliparus, , , , , ,757.8,E88.2,C0406612,C535736,C4701,https://en.wikipedia.org/wiki/Encephalocraniocutaneous_lipomatosis
Forney robinson pascoe syndrome, , , , , , , , ,"C1834818,C2931461",C537269, , 
Hoffman syndrome, , , , , , , , , , , , 
Gordon-Holmes syndrome, , , , , , , ,G11.8,C1859305,C565870, , 
Saldino-Noonan syndrome,heart failure, , , , , , ,Q77.2,C0036069, , , 
Morning glory disc anomaly, , , , , , ,377.23,"H47.31,H47.319,Q14.2",C0393782,C535970, ,https://en.wikipedia.org/wiki/Morning_glory_disc_anomaly
Autosomal dominant retinal vasculopathy with cerebral leukodystrophy, , , , , , , , ,C1860518,C566007, ,https://en.wikipedia.org/wiki/Retinal_vasculopathy_with_cerebral_leukoencephalopathy_and_systemic_manifestations
RAS-associated autoimmune leukoproliferative disorder, , , , , , , ,D72.8,C2674723, , ,https://en.wikipedia.org/wiki/RAS-associated_autoimmune_leukoproliferative_disorder
pulmonary venoocclusive disease, , , , , , ,416.8, ,"C0034091,C4280802",D011668,C85039,https://en.wikipedia.org/wiki/Pulmonary_venoocclusive_disease
head and neck squamous cell carcinoma, ,"carboplatin,cetuximab,cisplatin,docetaxel trihydrate,fluorouracil,gemcitabine,nivolumab,paclitaxel,palbociclib,pembrolizumab", , , , , , ,C1168401,D000077195,C34447,https://en.wikipedia.org/wiki/Head_and_neck_squamous-cell_carcinoma
Fried syndrome, , , , , , , , , , , , 
infantile malignant osteopetrosis, , , , , , , , , , , , 
phosphoenolpyruvate carboxykinase deficiency, , , , , , ,277.89,E74.4,C0268194,C536654,C99015, 
Owren's disease, , , , , , , ,D68.2,C0015499,D005166,C98938, 
LADD syndrome, , , , , , ,759.89,Q87.8,C0265269,C538132, , 
nonpapillary renal cell carcinoma, , , , , , , ,C64,"C0279702,C2750825,C3160732", , , 
complement factor I deficiency, , , , , , , ,D84.1,"C0001733,C3463916",C572568, , 
periventricular nodular heterotopia, , , , , , , ,Q04.8,"C1848213,C1868720",D054091, , 
adult spinal muscular atrophy, , , , , , ,335.19,G12.1,C1838230, , , 
intermediate spinal muscular atrophy, , , , , , ,335.19,G12.1,"C0393538,C2931358",C536879,C156310, 
congenital adrenal insufficiency, , , , , , , ,Q56.1,C3151055,C566130, , 
familial medullary thyroid carcinoma, , , , , , , ,C73,C1833921,C536911,C46099, 
autosomal dominant nonsyndromic deafness, , , , , , , ,H90.3, , , , 
autosomal recessive nonsyndromic deafness, , , , , , , ,H90.3, , , , 
X-linked nonsyndromic deafness, , , , , , , ,H90.3,C1848294,C564727, , 
congenital disorder of glycosylation type II, , , , , , , ,E77.8,"C0349654,C2931008", , , 
L-2-hydroxyglutaric aciduria, , , , , , , , , , , , 
D-2-hydroxyglutaric aciduria, , , , , , , ,E72.8, ,C535306, , 
occult macular dystrophy, , , , , , , ,H35.5,C3150833, , ,https://en.wikipedia.org/wiki/Occult_macular_dystrophy
glycogen storage disease XV, , , , , , , ,E74.0,C3150754, , , 
muscular dystrophy-dystroglycanopathy, , , , , , , ,G71.2, , , , 
severe congenital neutropenia, , , , , , , ,D70,C1845987,C564539, , 
acrocapitofemoral dysplasia, , , , , , , ,Q78.8,C1843096,C564334, , 
anauxetic dysplasia 1, , , , , , , ,Q77.7,CL793020, , , 
hypochromic microcytic anemia, , , , , , , , ,C0271901,C536357, , 
nonsyndromic congenital nail disorder 4, , , , , , , , , ,C536377, , 
distal arthrogryposis, , , , , , , , ,C1852597,C535384, , 
atelosteogenesis, , , , , , , ,Q78.8,"C1862414,C3668942",C579928, , 
bestrophinopathy, , , , , , , ,H35.5,"C2678493,C3888198",C567518, , 
Birk-Barel syndrome, , , , , , , ,Q87.8,C2676770,C567357, ,https://en.wikipedia.org/wiki/Birk-Barel_syndrome
Athabaskan brainstem dysgenesis syndrome, , , , , , , , , , , , 
Bothnia retinal dystrophy, , , , , , , ,H35.5,C1843816,C564392, , 
Bowen-Conradi syndrome, , , , , , ,759.89,Q87.8,C1859405,C537081, ,https://en.wikipedia.org/wiki/Bowen%E2%80%93Conradi_syndrome
brachydactyly-syndactyly syndrome, , , , , , , ,Q73.8,C1853137,C565193, , 
brachyolmia, , , , , , ,756.19,Q76.3,C0432228,C537098, , 
Brooke-Spiegler syndrome, , , , , , , , ,C1857941, , , 
AGAT deficiency, , , , , , ,270.8,E72.8,C2675179,C567192, , 
fatal infantile encephalocardiomyopathy, , , , , , , , ,C1858424, , , 
methylmalonic aciduria and homocystinuria type cblC, , , , , , , ,E72.1,C1848561, ,C142174, 
methylmalonic aciduria and homocystinuria type cblD, , , , , , , , , , ,C183524, 
methylmalonic aciduria and homocystinuria type cblF, , , , , , , ,E72.1,C1848578,C564747,C183525, 
cerebral folate receptor alpha deficiency, , , , , , ,266.2,G31.8,"C2751584,C4022901",C567791, ,https://en.wikipedia.org/wiki/Cerebral_folate_deficiency
"PHGDH deficiency, infantile/juvenile form", , , , , , , ,E72.8,"C0580190,C1866174",C566618, , 
PSAT deficiency, , , , , , , ,E72.8,C1970253,C567032, , 
PSPH deficiency, , , , , , ,277.6,E72.8,C1291463, , , 
ataxia with oculomotor apraxia type 1, , , , , , , ,G11.3,C1859598,C538013,C173401, 
spinocerebellar ataxia with axonal neuropathy type 2, , , , , , , ,G60.2, , ,C165500, 
"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1", , , , , , , ,E88.8,"C2700431,C3276276", , , 
schneckenbecken dysplasia, , , , , , ,756.9,Q77.7,C0432194,C536637, , 
proximal symphalangism, , , , , , , ,Q70.9,"C1861385,C3714899",C536223, , 
tarsal-carpal coalition syndrome, , , , , , , , , ,C536943, , 
multiple cutaneous and mucosal venous malformations, , , , , , , ,Q27.8,C1838437,C563977, , 
multiple synostoses syndrome, , , , , , , , ,C1832708,C537380, , 
peroxisomal acyl-CoA oxidase deficiency, , , , , , ,255.41,E71.3,"C0342871,C1849678",C536662,C170437,https://en.wikipedia.org/wiki/Acyl-CoA_oxidase_deficiency
Ehlers-Danlos syndrome progeroid type, , , , , , , ,Q79.6,C1869122,C536201, , 
Kahrizi syndrome, , , , , , , , ,C2675185,C567196, , 
spondyloepiphyseal dysplasia with congenital joint dislocations, , , , , , ,756.9,Q74.8,"C1837657,C1840471,C2931466,C2931649",C537283, , 
transcobalamin II deficiency, , , , , , , ,D51.2,"C0342701,C1420653", ,C142806, 
Matthew-Wood syndrome, , , , , , , , , , , , 
Perrault syndrome, , , , , , , , ,C0685838, , , 
spinocerebellar ataxia type 5, , , , , , , ,G11.2,C0752123, , , 
