diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Q28065594, , , , , , , ,E75.2, , , , 
Q28065595, , , , , , , ,E75.2, , , , 
Q28065596, , , , , , , ,E75.2,C4015323, , , 
Q28065597, , , , , , , ,G11.1,C4225305, , , 
Q28065598, , , , , , ,341.8,G37.8,"C1864663,C2674508",C567166, , 
Q28065599, , , , , , , ,"E75.2,G11.1",C3502054, , , 
Q28065600, , , , , , , , ,C4225170, , , 
Q28065601, , , , , , , , ,C4225247, , , 
Q28065602, , , , , , , ,G11.1,C3280644, ,C180850, 
Q28065603, , , , , , , ,E75.2, , ,C183310, 
Q28065610, , , , , , , , ,C1845543,C564516, , 
Q28065613, , , , , , , ,Q87.8,C1845243,C564494, , 
Q28065614, , , , , , , ,G25.5, , , , 
Q28065615, , , , , , , ,Q87.8,C2678046,C567476, , 
Q28065616, , , , , , , ,Q87.8,C1846055,C537333, , 
Q28065619, , , , , , , ,Q87.8,C1839735,C537472, , 
Q28065620, , , , , , , ,Q87.8,C1845446,C564509, , 
Q28065621, , , , , , , , ,C4225417, , , 
Q28065625, , , , , , , , ,C0796022,C537724, , 
Q28065626, , , , , , , ,Q87.8, , , , 
Q28065627, , , , , , , ,F72,C2678051,C567479, , 
Q28065628, , , , , , , ,Q87.8,"C2749033,C3275406", , , 
Q28065629, , , , , , ,759.89,Q87.8,"C1846130,C2678194","C537450,C567484",C181001, 
Q28065630, , , , , , , ,Q87.8,C1846145,C537135, , 
Q28065631, , , , , , , ,F71.1,C3713418, , , 
Q28065632,insuficiència cardíaca, , , , , , , ,C3550913, , , 
Q28065639, , , , , , , ,Q11.0,C3150757, , , 
Q28065640, , , , , , , ,Q11.0, , , , 
Q28065641, , , , , , , ,Q15.8, , , , 
Q28065642, , , , , , , ,Q11.0, , , , 
Q28065643, , , , , , , ,Q11.0, , , , 
Q28065645, , , , , , , ,Q11.0,C3554524, , , 
Q28065646, , , , , , , ,Q11.0, , , , 
Q28134983, , , , , , , ,G12.2,C1833308, , , 
Q28208917, , , , , , ,270.8,E72.8,C1835922,C538246, , 
Q28448698, , , , , , , ,E83.1,C1853733,C537249, , 
Q28454436, , , , , , , ,K00.8,C1852222,C565114, , 
Q28456109, , , , , , , ,Q74.1,"C1840061,C1868581",C535540, , 
Q28936239, , , , , , , , ,C4085595, , , 
Q29014920, , , , , , , ,Q71.8,C1327918,C535544, , 
Q29014971, , , , , , , , , ,C538270, , 
Q29017155, , , , , , , , ,C1837015, , , 
Q29017164,"Q2841504,acalàsia,discapacitat intel·lectual", , , , , , , ,C3809738, , , 
Q29017175, , , , , , , , , , , , 
Q29033216, , , , , , ,759.89,Q87.8,C0265342,C562538, , 
Q29982025, , , , , , , , ,C0342336, , , 
Q29982032, , , , , , , ,D68.2,C1848534,C564741, , 
Q29982036, , , , , , , ,Q74.0,C1868597,C566825, , 
Q29982053, , , , , , , , , ,C538089, , 
Q29982079, , , , , , , , , , , , 
Q30314087, , , , , , , ,Q73.8,C1862170,C537095, , 
Q30314091, , , , , , , ,N15.8,C3151209, , , 
Q30314095, , , , , , , ,H35.5,"C0339515,C1850938",C564992, , 
Q30315066, , , , , , , ,E88.1,C4310796, , , 
Q30988764, , , , , , , ,Q87.2,C1857344, , , 
Q30988797, , , , , , , ,"E74.0+,G73.6*",C1849813,C564888, , 
Q30988863, , , , , , , ,D84.8,C4310799, , , 
Q30988900, , , , , , , , ,C3810407, , , 
Q30988929, , , , , , , ,Q04.3, , , , 
Q30988946, , , , , , , ,E23.0,C4014988, , , 
Q30988959, , , , , , , ,E78.0,C1863512,C566331,C128114, 
Q30989019, , , , , , , ,E23.0,C3808971, , , 
Q30989071, , , , , , , ,E27.8,"C1852529,C1969107", , , 
Q30989076, , , , , , , ,E23.0,C3553843, , , 
Q30989134, ,testosterona, , , , ,253.4,E23.0,"C0271623,C0342384", , , 
Q30989165, , , , , , , ,E23.0,C3808983, , , 
Q30989182, , , , , , , ,D82.8,C2677792,C567453, , 
Q30989218, , , , , , ,755.58,"Q71.6,Q71.60",C0265554,C574275, , 
Q30989223, , , , , , , , ,C4225341, , , 
Q30989233, , , , , , , ,E23.0,C3808975, , , 
Q30989242, , , , , , , , ,C3809013, , , 
Q30989276, , , , , , , , ,C3809414, , , 
Q30989286, , , , , , , ,E75.2,C1836727,C563789, , 
Q30989306, , , , , , , ,E23.0,C3808986, , , 
Q30989316, , , , , , , ,Q04.3,C3808397, , , 
Q30989322, , , , , , , ,G60.2,C1846574,C537313, , 
Q30989332, , , , , , , ,D84.8,C3279748, , , 
Q30989362, , , , , , , ,D84.8,C4310798, , , 
Q30989381, , , , , , , ,G60.0,C1864695, , , 
Q30989431, , , , , , , ,23.0,C3553977, , , 
Q30989447, , , , , , , ,G24.8,C3538999, , , 
Q30989463, , , , , , , , , , , , 
Q30989474, , , , , , , ,Q76.3,C1832594, , , 
Q30989483, , , , , , , ,Q04.8, , ,C133743, 
Q30989523, , , , , , , ,G24.8,C3554374, , , 
Q30989531, , , , , , , ,E23.0,C3553841, , , 
Q30989546, , , , , , , ,E23.0,C3541462, , , 
Q30989619, , , , , , , , ,C3809243, , , 
Q30989628, , , , , , , ,G10,C1864112,C566398, , 
Q30989662, , , , , , , ,E23.0,C3808981, , , 
Q30989665, , , , , , , ,G24.1,C3554447, , , 
Q30989669, , , , , , , , ,C3809420, , , 
Q30989685, , , , , , , ,I67.3,"C1843512,C2675650,C2930808","C531642,C564372", , 
Q30989716, , , , , , , ,E23.6,"C0342386,C1856716",C537070, , 
Q30989720, , , , , , , ,E23.0,C3553842, , , 
Q30989757, , , , , , , ,G24.1,C4225336, , , 
Q30989771, , , , , , , ,E23.0,C1563719, ,C75480, 
Q30989792, , , , , , , ,L50.2,C3280914, , , 
Q30989968, , , , , , ,759.89,Q77.7,"C0432208,C1857100",C537998, , 
Q30990003, , , , , , , ,E23.0,C3553844, , , 
Q30990007, , , , , , , ,D69.4,C2751259,C567747, , 
Q30990041, , , , , , , , ,C3553382, ,C131084, 
Q30990046, , , , , , , ,G10,C1847987,C564708, , 
Q30990079, , , , , , , ,E85.0,"C2673198,C3897034",C567090,C119043, 
Q30990097, , , , , , , ,E23.0,C3540450, , , 
Q30990099, , , , , , , ,E71.1,C3554078, , , 
Q30990102, , , , , , , ,E23.0, , ,C113347, 
Q30990112, , , , , , , , ,C4014283, , , 
Q31841332, , , , , , , ,Q87.8,C0796124,C563110, , 
Q32038763, , , , , , , ,G60.0, , , , 
Q32038789, , , , , , , ,G24.1,C1857093,C538006,C123415, 
Q32038792, , , , , , , ,G24.1, , ,C156361, 
Q32038800, , , , , , , ,G24.1,"C1851943,C1860315", , , 
Q32038804, , , , , , , ,G24.8,C1832855,C563401, , 
Q32038811, , , , , , , ,G24.1,C2677567,C567430,C168729, 
Q32038818, , , , , , , ,G24.1,C1868681, ,C157577, 
Q32038841, , , , , , , ,E23.0,"C1857720,C3552343",C565696, , 
Q32038857, , , , , , , ,E23.0,"C2675302,C3552553",C567220, , 
Q32038861, , , , , , , ,E23.0,"C2675188,C3552574",C567199, , 
Q32038866, , , , , , , ,E23.0,"C2930927,C3550478", , , 
Q32136429, , , , , , , ,N04.8,C1836876,C537185,C128145, 
Q32136465, , , , , , , , ,C1449843, , , 
Q32136526, , , , , , ,755.8,Q87.2,C0599973,C537769, , 
Q32136543, , , , , , , ,H35.5,C1868569, , , 
Q32136565, , , , , , , ,H35.5,C4310713, , , 
Q32136586, , , , , , , , ,C1854416,C565342, , 
Q32136602, , , , , , , , ,C1854065,C565309, , 
Q32136616, , , , , , ,253.3,E23.0,"C0013338,C0271561", ,C34555, 
Q32136721, , , , , , , ,E83.4,C2673648,C567127, , 
Q32136733, , , , , , , ,E83.4,C3151295, , , 
Q32136745, , , , , , , ,E83.4,C1835171,C537152, , 
Q32136756, , , , , , ,733.99,Q78.8,C0432268,C536053, , 
Q32136810, , , , , , , ,G20,C3809811, , , 
Q32136833, , , , , , , ,G20, , , , 
Q32136845, , , , , , , ,G20,C1854182,C565324, , 
Q32136868, , , , , , , , ,C3280133, , , 
Q32136880, , , , , , , , ,C3809824, , , 
Q32136892, , , , , , , ,G24.1,C2751842,C567844, , 
Q32136929, , , , , , , ,N11.8,C3553774, ,C173626, 
Q32137273, , , , , , , , ,C2675204, , , 
Q32139615, , , , , , , ,G71.2,C1865233,C566527, , 
Q32139666, , , , , , , ,G71.2,C1837229,C563844, , 
Q32139695, , , , , , , ,G71.2,C2750786,C567709, , 
Q32139737, , , , , , , ,I45.8, , ,C137957, 
Q32139750, , , , , , , ,I45.8,"C1838527,C1859062,C3276240,C3276241",C565840,C137959, 
Q32139763, , , , , , , ,I45.8, , ,C172094, 
Q32139773, , , , , , , ,I45.8, , , , 
Q32139785, , , , , , , ,I45.8,C2678485,C567515, , 
Q32139811, , , , , , , ,I45.8,C2678483,C567513, , 
Q32139824, , , , , , , ,I45.8,C2751830,C567842, , 
Q32139838, , , , , , , ,I45.8,C3150733, , , 
Q32139852, , , , , , , ,I45.8,C4015671, ,C177534, 
Q32139866, , , , , , , ,I45.8,C4015695, , , 
Q32139880, , , , , , , , ,C3808739, , , 
Q32139891, , , , , , , , ,C4015596, , , 
Q32139904, , , , , , , , ,C4015038, , , 
Q32139917, , , , , , , , ,"C1864649,C3552335", ,C168997, 
Q32139932, , , , , , , , ,C4310694, , , 
Q32139946, , , , , , , , ,C1837122, , , 
Q32139971, , , , , , , , ,C4225370, , , 
Q32139982, , , , , , , , ,C4225371, , , 
Q32139991, , , , , , , , ,C4225372, , , 
Q32140002, , , , , , , ,G70.2, , ,C129304, 
Q32140031, , , , , , , , ,C4015597, , , 
Q32140045, , , , , , , , ,C4225368, , , 
Q32140059, , , , , , ,358.00, ,C0393929,C535759,C132292, 
Q32140070, , , , , , , , ,C4310654, , , 
Q32140086, , , , , , , , ,C4225235, , , 
Q32140098, , , , , , , , ,C4225377, , , 
Q32140112, , , , , , , , ,C1837094,C563831,C177546, 
Q32140125, , , , , , , , ,C3553645, , , 
Q32140138, , , , , , , , ,C4225369, , , 
Q32140154, , , , , , , , ,C1853949, , , 
Q32140167, , , , , , , , ,"C1837091,C1837092,C1837094", ,C174216, 
Q32140177, , , , , , , , ,C4225373, , , 
Q32140190, , , , , , , , ,C4225374, , , 
Q32140200, , , , , , , , ,"C3280112,C3502630", , , 
Q32140212, , , , , , , , ,C4225364, , , 
Q32140239, , , ,fumar, , , , ,C1840299, , , 
Q32140250, , , , , , , , ,C3151432, , , 
Q32140290, , , , , , , , ,C1842839,C564312, , 
Q32140305, , , , , , , , ,"C1836672,C3148823,C3148824",C536973, , 
Q32140317, , , , , , , , ,"C1848435,C3279470",C566950, , 
Q32140359, , , , , , , , ,C3554409, , , 
Q32140374, , , , , , , , ,C4014563, , , 
Q32140386, , , , , , , , ,C4014616, , , 
Q32140422, , , , , , , , ,C3150678, , , 
Q32140436, , , , , , , , ,C4225345, , , 
Q32140451, , , , , , , , ,C1864870,C566475, , 
Q32140475, , , , , , , ,Q87.0,C3280214, , , 
Q32140486, , , , , , , ,Q87.0,C3280203, , , 
Q32140499, , , , , , , ,Q87.0,C3810265, , , 
Q32140515, , , , , , , ,E75.4,C1834207, ,C128116, 
Q32140605, , , , , , , ,E75.4,C3715049, , , 
Q32140661, , , , , , , ,E75.4,C3539123, , , 
Q32140736, , , , , , ,333.0,G23.0,C3280371, ,C175707, 
Q32140749, , , , , , , ,G23.0,C3550973, ,C175210, 
Q32140763, , , , , , , ,G23.0,C3810230, , , 
Q32140778, , , , , , , ,E10,C1852092,C565100, , 
Q32142380, , , , , , , ,E10,C1832392,C563326, , 
Q32142472, , , , , , , ,E10,C2675866,C567286, , 
Q32142548, , , , , , , ,G11.4,C1858712,C537482, , 
Q32142563, , , , , , , ,G11.4,"C1858479,C2931821","C537483,C538335",C148317, 
Q32142578, , , , , , , ,G11.4,C1858106,C537484, , 
Q32142594, , , , , , , ,G11.4,C1854467,C537485, , 
Q32142628, , , , , , , ,G11.4,C1849128,C536642, , 
Q32142660, , , , , , , ,G11.4,"C2931276,CN074197",C536644, , 
Q32142675, , , , , , , ,G11.4,C2749936,C567628, , 
Q32142710, , , , , , , ,G11.4,C1839264,C536857, , 
Q32142762, , , , , , , ,G11.4,C1836632,C536862, , 
Q32142794, , , , , , , ,G11.4,C1836295,C563732, , 
Q32142828, , , , , , , ,G11.4,C1835896,C563677,C170435, 
Q32142846, , , , , , , ,G11.4,C1853247,C565210, , 
Q32142876, , , , , , , , ,C1853251,C565214, , 
Q32142909, , , , , , , ,G11.4,"C1823105,C3668943", , , 
Q32142969, , , , , , , ,G11.4,C2677586,C567433, , 
Q32142983, , , , , , , ,G11.4,C2931355,C536864,C142893, 
Q32143018, , , , , , , ,G11.4,C2675528,C567262, , 
Q32143030, , , , , , , ,G11.4,C2680446, , , 
Q32143044, , , , , , , ,G11.4,C2750784,C567707, , 
Q32143061, , , , , , , ,G11.4,C2680447, , , 
Q32143076, , , , , , , ,G11.4,C2828721, , , 
Q32143094, , , , , , , , ,C3279738, ,C164224, 
Q32143107, , , , , , , ,G11.4,C3150901, , , 
Q32143120, , , , , , , ,G11.4,C3542549, , , 
Q32143133, , , , , , , , ,C2752008,C567858,C179863, 
Q32143147, , , , , , , , ,C3151056, , , 
Q32143154, , , , , , , , ,C3279743, , , 
Q32143165, , , , , , , ,G11.4,C3539494, , , 
Q32143177, , , , , , , ,G11.4,C3539495, , , 
Q32143192, , , , , , , ,G11.4,C3539506, , , 
Q32143203, , , , , , , ,G11.4,C3539507, , , 
Q32143215, , , , , , , ,G11.4,C3714897, , , 
Q32143227, , , , , , , ,G11.4,"C1849115,C2931356",C536871,C177250, 
Q32143240, , , , , , , ,G11.4,C1838192,C536866, , 
Q32143254, , , , , , , ,G11.4,C3810294, , , 
Q32143270, , , , , , , ,G11.4,C4284588, , , 
Q32143285, , , , , , , ,G11.4,C3810295, , , 
Q32143302, , , , , , , ,G11.4,C3810289, , , 
Q32143322, , , , , , , ,G11.4,"C3810160,C3810161", , , 
Q32143335, , , , , , , ,G11.4,C4225387, , , 
Q32143354, , , , , , , , ,C4225322, , , 
Q32143369, , , , , , , ,G11.4,C4225250, , , 
Q32143385, , , , , , , , ,C4310800, ,C157150, 
Q32143403, , , , , , , ,G11.4,C4310750, , , 
Q32143419, , , , , , , ,G11.4,C1863704,"C536867,C580458", , 
Q32143434, , , , , , , ,G11.4,C1832669,C536868, , 
Q32143448, , , , , , , ,G11.4,C4225272, , , 
Q32143522, , , , , , , ,H35.5,C1848604, , , 
Q32143535, , , , , , , ,H35.5,"C1832845,C3152102,C3275872", , , 
Q32143548, , , , , , , ,H35.5,C1865885, , , 
Q32143575, , , , , , , ,H35.5,C1847089,C564643, , 
Q32143604, , , , , , , ,H35.5,C3553944, , , 
Q32143627, , , , , , , ,H35.5,C1848634,C536490, , 
Q32143643, , , , , , , ,H35.5,"C1854237,C2676439,C2931213,C3148929",C536492,C153174, 
Q32143660, , , , , , , ,H35.5,C1568249, , , 
Q32143675, , , , , , , ,H35.5, , , , 
Q32143690, , , , , , , ,H35.5, , , , 
Q32143762, , , , , , , ,Q82.1,"C0432328,C1848410",C536766,C141367, 
Q32143823, , , , , , , ,Q77.3, , , , 
Q32143837, , , , , , , ,Q77.3, , , , 
Q32143854, , , , , , , , ,C4225237, , , 
Q32143930, , , , , , , , ,C2751306, , , 
Q32143944, , , , , , , , ,C1418603, , , 
Q32143975, , , , , , , , ,C1864869,C566474, , 
Q32143990, , , , , , , , ,C1876182,C566869, , 
Q32144004, , , , , , , , ,C3554399, , , 
Q32144020, , , , , , , , ,C1850362, , , 
Q32144035, , , , , , , , ,C4310758, , , 
Q32144049, , , , , , , , ,C2750747,C567704, , 
Q32144064, , , , , , , , ,C3151193, , , 
Q32144078, , , , , , , , ,C3281215, , , 
Q32144169, , , , , , , , ,C1840529,C564181, , 
Q32144181, , , , , , , , ,C1835820,C563660, , 
Q32144196, , , , , , , , ,C3280215, , , 
Q32144234, , , , , , , , ,C1840528,C564180,C75475, 
Q32144299, , , , , , , , ,C1970207,C567021, , 
Q32144361, , , , , , , , ,C2677079,C567372, , 
Q32144424, , , , , , , , ,C2677100,C567383, , 
Q32144473, , , , , , , , ,C2751053,C567728,C164676, 
Q32144614, , , , , , , , ,C2675508, , , 
Q32144644, , , , , , , , , , ,C154615, 
Q32144705, , , , , , , , ,C2674218, , , 
Q32144717, , , , , , , , ,C2674219, , , 
Q32144745, , , , , , , , ,C2675212,C567208, , 
Q32144760, , , , , , , , ,C2675192,C567202, , 
Q32144786, , , , , , , , ,C1837174,C537251, , 
Q32144793, , , , , , , , ,C1863728,C537252, , 
Q32144802, , , , , , , , ,C2751293,C567752, , 
Q32144810, , , , , , , , ,"C1836448,C3714994",C538348, , 
Q32144851, , , , , , , , ,C3810384, , , 
Q32144863, , , , , , , , ,C3809209, ,C129871, 
Q32144878, , , , , , , , ,C4015360, , , 
Q32144895, , , , , , , , ,"C1836447,C3807907",C538351,C164225, 
Q32144908, , , , , , , , ,CN240509, , , 
Q32144919, , , , , , , , ,C1853154,C565198, , 
Q32144933, , , , , , , , ,C1836472,C538398, , 
Q32144946, , , , , , , ,G71.2,C1854380,C538397, , 
Q32144976,abscés, , , , , , ,Q78.2,"C1833700,C3179239", , , 
Q32144989, , , , , , , , ,C1968603,C566883, , 
Q32145005, , , , , , , , ,C3554478, ,C150556, 
Q32145046, , , , , , , , ,C1850126,C536059, , 
Q32145059, , , , , , , , ,C1969106,C566933, , 
Q32145072, , , , , , , ,Q78.2,"C0432261,C1969093",C566931, , 
Q32145086, , , , , , , ,Q78.2,C2676766,C567354, , 
Q32145117, , , , , , , ,E70.3,C0079661, , , 
Q32145130, , , , , , , , ,C1860339,C536464,C75011, 
Q32145160, , , , , , , , ,C1837203,C563839, , 
Q32145171, , , , , , , , ,C1848519, ,C124842, 
Q32145186, , , , , , , , ,C2750457,C567680, , 
Q32145200, , , , , , , , ,C2750452,C567679, , 
Q32145213, , , , , , , , ,C2700405, , , 
Q32145348, , , , , , , , , , , , 
Q32145418, , , , , , , , ,C1862112, , , 
Q32145433, , , , , , , ,Q73.8,"C1300268,C1862103",C537093, , 
Q32145461, , , , , , , , ,C1862102, , , 
Q32145508, , , , , , , ,Q73.8,C1969652, , , 
Q32145522, , , , , , , , ,C3150644, , , 
Q32145536, , , , , , , , ,C3554446, , , 
Q32145549, , , , , , , , ,C4225183, , , 
Q32145653, , , , , , , , ,C3280906, , , 
Q32145701, , , , , , , , ,C1842577,C536294, , 
Q32145844, , , , , , , , ,C1837713,C536295,C148259, 
Q32145858, , , , , , , ,"Q04.3,Q61.5",C1846790,C536296,C74997, 
Q32145870, , , , , , , , ,C1857780,C537688, , 
Q32145925, , , , , , , , ,C2676788,C567364,C181002, 
Q32145936, , , , , , ,362.75, ,"C0035334,CN074280", ,C162399, 
Q32145967, , , , , , , , ,C1845407,C564507, , 
Q32145981, , , , , , , , ,"C1844776,C1844777", , , 
Q32146011, , , , , , , , ,C1832976,C563415, , 
Q32146026, , , , , , , , ,C1866293,C538363, , 
Q32146040, , , , , , , , ,C1863634,C566350, , 
Q32146055, , , , , , , , ,C1858806,C565827, , 
Q32146085, , , , , , , , ,C1843815,C564391, , 
Q32146098, , , , , , , , ,C2750720,C567698, , 
Q32146111, , , , , , , , ,C1846529,C564597, , 
Q32146126, , , , , , , , ,C1835865,C563671, , 
Q32146137, , , , , , , , ,C2675210,C567206, , 
Q32146150, , , , , , , , ,C1423873, , , 
Q32146163, , , , , , , , ,"C3150912,C3552852", , , 
Q32146175, , , , , , , , ,"C3281045,C3281046", , , 
Q32146202, , , , , , , , ,C3809299, , , 
Q32146216, , , , , , , , ,C4014501, , , 
Q32146228, , , , , , , , ,C4014856, , , 
Q32146242, , , , , , , , , , , , 
Q32146288, , , , , , , ,E83.1,"C1851316,CN181217",C565020, , 
Q32146338, , , , , , , ,F01.1,C4225211, , , 
Q32146351, , , , , , , ,E72.1,C1847720, , , 
Q32146367, , , , , , , ,E72.1,C3151058, , , 
Q32146382, , , , , , , ,E74.0,C1845151,C564485, , 
Q32146394,Q102187229, , , , , , ,E74.0,"C0543514,C1849812",C563008, , 
Q32146408,Q102187229, , , , , , ,E74.0,"C0017927,C1418533,C1844412,C2748941",C564421, , 
Q32146421,Q102187229, , , , , , ,E74.0, , , , 
Q32146462,hemorràgia, , , , , , , ,C1842090,C564245, , 
Q32146475,hemorràgia, , , , , , , ,C0398635,C562866, , 
Q32146489, , , , , , , ,D69.4,C4015405, , , 
Q32146501, , , , , , , ,D69.1,C0272302, ,"C142084,C84741", 
Q32146531,hemorràgia, , , , , , ,D69.1,C4014584, , , 
Q32146562,hemorràgia, , , , , , , ,C3554663, , , 
Q32146577, , , , , , , , ,C1264041,D056729,C85213, 
Q32146593, , , , , , , , ,C4310797, , , 
Q32146609, , , , , , , ,D69.8,C1280798,C536458,C131681, 
Q32146625,hemorràgia, , , , , , ,D69.8,C3280120, , , 
Q32146652, , , , , , , , , , , , 
Q32146729, , , , , , , , ,C4225390, , , 
Q32146742, , , , , , , , ,C4310624, , , 
Q32146809, , , , , , ,426.6, ,C1970298,C567037, , 
Q32146849, , , , , , , , ,C4310652, , , 
Q32146862, , , , , , , , ,C4084840, , , 
Q32146879, , , , , , , , ,"C1427106,C3469528", ,C164677, 
Q32146892, , , , , , , , ,C3160738, ,C125706, 
Q32146907, , , , , , , , ,C3160739, ,C125709, 
Q32146921, , , , , , , , ,C4310651, , , 
Q32146937, , , , , , , , ,"C1333532,C3469527", ,C125708, 
Q32146953, , , , , , , , ,C3468041, ,C125704, 
Q32146969, , , , , , , , ,"C1414532,C3469526", ,C125707, 
Q32146983, , , , , , , , ,C1838457,C563980,C125705, 
Q32147000, , , , , , , , ,C4284093, , , 
Q32147011, , , , , , , , ,C1836861,C563802,C129026, 
Q32147024, , , , , , , , ,"C1428293,C3469542", , , 
Q32147039, , , , , , , , ,C3808988, , , 
Q32147054, , , , , , , , ,C1835817,C563657,C176894, 
Q32147082, , , , , , , , ,C3150653, , , 
Q32147098, , , , , , , , ,C1836860,C563801,C129027, 
Q32147112, , , , , , , , ,C1845292,C564497,C125703, 
Q32147220, , , , , , , , ,C1853297,C565225, , 
Q32147234, , , , , , , , ,C1864839,C566466, , 
Q32147247, , , , , , , , ,C2677132,C567393, , 
Q32147262, , , , , , , , ,C3150617, , , 
Q32147279, , , , , , , , ,C3150618, , , 
Q32147292, , , , , , , , ,C4225365, , , 
Q32147339, , , , , , , , ,C1865872,C566582, , 
Q32147357, , , , , , , , ,C1858392,C565780, , 
Q32147374, , , , , , , , ,C1847013,C564640, , 
Q32147386, , , , , , , , ,C1969092,C566930, , 
Q32147402, , , , , , , , ,C3150419, , , 
Q32147416, , , , , , , , ,C3150796, , , 
Q32147433, , , , , , , , ,"C3151186,C3279203", , , 
Q32147448, , , , , , , , ,C3151188, , , 
Q32147463, , , , , , , , ,C3280612, , , 
Q32147478, , , , , , , , ,"C3539071,C3553846", , , 
Q32147492, , , , , , , , ,C3541853, , , 
Q32147509, , , , , , , ,Q61.5,C3809320, , , 
Q32147523, , , , , , , , ,C3890591, , , 
Q32147540, , , , , , , , ,C4015542, , , 
Q32147556, , , , , , , , , , , , 
Q32147583, , , , , , , ,N04.1,C1858915,C565831, , 
Q32147595, , , , , , , ,N04.1,C2750475,C567687, , 
Q32147610, , , , , , , ,N04.1,C3279905, , , 
Q32147625, , , , , , , ,N04.1,C4014925, , , 
Q32147640, , , , , , , ,N04.1,C4014993, , , 
Q32147654, , , , , , , ,N04.1,C4015555, , , 
Q32147684, , , , , , , ,E88.1, , , , 
Q32147698, , , , , , , ,E88.1,C2675861,C567282, , 
Q32147713, , , , , , , ,E88.1,C2750069, , , 
Q32151944, , , , , , , , ,C1863727,C537250, , 
Q39060033, , , , , , , ,Q87.8,C2678045,C567475, , 
Q42365072, , , , , , , ,Q04.3,C1956147, , , 
Q42863519, , , , , , , ,G20, , , , 
Q42863543, , , , , , , ,G24.8, , , , 
Q42863551, , , , , , , ,L50.2,C4015276, , , 
Q42863587, , , , , , , ,E72.1,C3280381,C567015, , 
Q42863600, , , , , , , , ,C1858328,C535444, , 
Q42863601, , , , , , , , ,C1856127,C535443, , 
Q42863603, , , , , , , ,K76.8,C3151147,C566340, , 
Q42863605, , , , , , , ,K76.8,C1843116,C535442, , 
Q43396517, , , , , , ,756.9,M89.5,C0432292,C536335, , 
Q47197007, , , , , , , ,Q77.8,C0265281,C537356,C175209, 
Q48789662, , , , , , , ,Q87.1,C3809877, , , 
Q48969022, , , , , , , , ,C4310696, , , 
Q48989142, , , , , , ,759.89,Q87.1,C0265291,C537020,C130991, 
Q48989325, , , , , , , , ,C4225270, , , 
Q48989430, , , , , , , ,D81.1,C4014833, , , 
Q48990236, , , , , , , ,Q87.0,"C3809650,CL941995", , , 
Q50349578, , , , , , , , ,C4225212, , , 
Q50349579, , , , , , , , ,C3553582, , , 
Q50349581, , , , , , , , ,C4310647, , , 
Q50349582, , , , , , , , ,C3891452, , , 
Q50349583, , , , , , , , ,"C1826553,C3888212", , , 
Q50349584, , , , , , , ,Q87.1,C3553870, , , 
Q50349585, , , , , , , , ,C3151187, , , 
Q50349586, , , , , , , , ,C1847572,C537534, , 
Q50349588, , , , , , , , ,C1857144, , , 
Q50349590, , , , , , , , ,C3151441, , , 
Q50349592, , , , , , , , ,C3151442, , , 
Q50349603, , , , , , , ,"E85.4+,I68.0*",C1861735,C538209, , 
Q50349607, , , , , , , , ,C2675488,C567241, , 
Q50349608, , , , , , , , ,C2675487,C567240, , 
Q50349609, , , , , , , , ,"C2675473,CL949207",C567234,C178414, 
Q50349610, , , , , , , , ,C3151411, , , 
Q50349611, , , , , , , , ,C3279839, ,C179708, 
Q50349612, , , , , , , , ,C3280282, , , 
Q50349613, , , , , , , , ,C3280283, ,C133742, 
Q50349614, , , , , , , , ,C3280284, , , 
Q50349615, , , , , , , , ,C3280285, , , 
Q50349617, , , , , , , , ,C3281202, ,C141424, 
Q50349618, , , , , , , , ,C3553247, , , 
Q50349619, , , , , , , , ,C3553248, , , 
Q50349620, , , , , , , , ,C3553249, , , 
Q50349621, , , , , , , , ,C3554343, ,C150555, 
Q50349622, , , , , , , ,Q87.8,C3554448, , , 
Q50349623, , , , , , , ,G11.4,C3554449, ,C176897, 
Q50349624, , , , , , , , ,C3150700, , , 
Q50349625, , , , , , , ,Q87.8,C3809686, , , 
Q50349626, , , , , , , , ,"C2676727,C3808184",C567346, , 
Q50349627, , , , , , , ,Q87.0,C3810406, , , 
Q50349628, , , , , , , , ,C4014414, , , 
Q50349630, , , , , , , ,F84.1,C4014435, , , 
Q50349631, , , , , , , , ,C4014528, , , 
Q50349632, , , , , , , ,Q87.0,C4014538, ,C160662, 
Q50349633, , , , , , , , ,C4015141, , , 
Q50349634, , , , , , , , ,C4015167, , , 
Q50349635, , , , , , , ,G40.4,C4015357, , , 
Q50349636, , , , , , , , ,C4225396, , , 
Q50349637, , , , , , , , ,C4225375, , , 
Q50349638, , , , , , , , ,C4225156, , , 
Q50349639, , , , , , , , ,C4225354, , , 
Q50349640, , , , , , , , ,C4225352, , , 
Q50349641, , , , , , , , ,C4225351, , , 
Q50349642, , , , , , , , ,C4225343, , , 
Q50349643, , , , , , , , ,C4225296, ,C156309, 
Q50349644, , , , , , , , ,C4225275, ,C163754, 
Q50349645, , , , , , , , ,C0795942, , , 
Q50349646, , , , , , , , ,C4310774, , , 
Q50349647, , , , , , , , ,C4310771, , , 
Q50349648, , , , , , , , ,C4310740, , , 
Q50349675, , , , , , , ,E70.3,C3808786, , , 
